,Table: Table_1,id,<b> NO Table FOUND </b>
"('2018-2019 ', '8/3/18 10:07 AM Student was hitting', ' grabbing', ' kicking', ' biting and swiping items. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_108,
"('2018-2019 ', '8/6/18 1:11 PM Student was unsafe and physically aggressive. ', 'Intervention: Time Out (minutes) ', nan, nan, nan)",,MON1_RISI_01_table_Page_108,
"('2018-2019 ', '8/7/18 1:50 PM Student was hitting and trying to bite multiple staff members. ', 'Intervention: Time Out (minutes) ', nan, nan, nan)",,MON1_RISI_01_table_Page_108,
"('2018-2019 ', '10/24/18 1:00 PM Student was slapping', ' kicking', ' and biting staff. ', 'Intervention: Time Out (minutes) ', nan)",,MON1_RISI_01_table_Page_108,
"('2018-2019 ', '11/15/18 9:30 AM Student was hitting', ' biting', ' kicking and trying to lick. ', 'Intervention: Time Out (minutes) ', nan)",,MON1_RISI_01_table_Page_108,
"('2018-2019 ', '11/30/18 2:10 PM Student was hitting and attempting to bite. ', 'Intervention: Time Out (minutes) ', nan, nan, nan)",,MON1_RISI_01_table_Page_108,
"('2018-2019 ', '3/25/19 2:18 PM Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ', nan, nan, nan)",,MON1_RISI_01_table_Page_108,
"('2018-2019 ', '4/24/19 11:09 AM Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ', nan, nan, nan)",,MON1_RISI_01_table_Page_108,
"('2018-2019 ', '5/14/19 9:22 AM Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ', nan, nan, nan)",,MON1_RISI_01_table_Page_108,
"('2018-2019 ', 'Student was flipping desks and chairs', ' throwing things and kicking and 11/7/18 1:00 PM punching. ', 'Intervention: Time Out (minutes) ', nan, nan)",,MON1_RISI_01_table_Page_108,
"('2018-2019 ', '5/1/19 1:58 PM Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ', nan, nan, nan)",,MON1_RISI_01_table_Page_108,
"('2018-2019 ', 'Student was running from staff', ' throwing things', ' trying to bite and 10/16/18 1:00 PM pinch staff. ', 'Intervention: Time Out (minutes) ', nan)",,MON1_RISI_01_table_Page_108,
"('2018-2019 ', '10/23/18 2:22 PM Student displayed aggressive behavior towards staff. ', 'Intervention: Time Out (minutes) ', nan, nan, nan)",,MON1_RISI_01_table_Page_108,
"('2018-2019 ', '10/29/18 11:56 AM Student was hitting and biting. ', 'Intervention: Time Out (minutes) ', nan, nan, nan)",,MON1_RISI_01_table_Page_108,
"('2018-2019 ', '11/9/18 1:50 PM Student was running', ' pinching and hitting staff. ', 'Intervention: Time Out (minutes) ', nan, nan)",,MON1_RISI_01_table_Page_108,
"('2018-2019 ', '12/13/18 9:35 AM Student was kicking', ' hitting and biting. ', 'Intervention: Time Out (minutes) ', nan, nan)",,MON1_RISI_01_table_Page_108,
"('2018-2019 ', '1/7/19 11:14 AM Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ', nan, nan, nan)",,MON1_RISI_01_table_Page_108,
"('2018-2019 ', '1/11/19 1:10 PM Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ', nan, nan, nan)",,MON1_RISI_01_table_Page_108,
"('2018-2019 ', '1/14/19 10:01 AM Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ', nan, nan, nan)",,MON1_RISI_01_table_Page_108,
"('2018-2019 ', '2/7/19 1:47 PM Student was hitting', ' trying to bite and pinching. ', 'Intervention: Time Out (minutes) ', nan, nan)",,MON1_RISI_01_table_Page_108,
"('2018-2019 ', '2/8/19 9:35 AM Student was physically aggressive towards staff and teacher. ', 'Intervention: Time Out (minutes) ', nan, nan, nan)",,MON1_RISI_01_table_Page_108,
"('2018-2019 ', '2/15/19 1:46 PM Student displayed aggressive behavior towards staff. ', 'Intervention: Time Out (minutes) ', nan, nan, nan)",,MON1_RISI_01_table_Page_108,
"('2018-2019 ', '4/24/19 1:26 PM Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ', nan, nan, nan)",,MON1_RISI_01_table_Page_108,
"('2018-2019 ', '5/13/19 12:00 PM Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ', nan, nan, nan)",,MON1_RISI_01_table_Page_108,
"('2018-2019 ', '6/5/19 2:38 PM Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ', nan, nan, nan)",,MON1_RISI_01_table_Page_108,
"('2018-2019 ', '6/13/19 10:07 AM Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ', nan, nan, nan)",,MON1_RISI_01_table_Page_108,
"('2018-2019 ', '6/14/19 2:14 PM Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ', nan, nan, nan)",,MON1_RISI_01_table_Page_108,
"('2018-2019 ', '6/20/19 11:08 AM Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ', nan, nan, nan)",,MON1_RISI_01_table_Page_108,
"('2018-2019 ', '8/14/18 11:58 AM Student was hitting and running away from staff ', 'Intervention: Time Out (minutes) ', nan, nan, nan)",,MON1_RISI_01_table_Page_108,
"('2018-2019 ', '9/11/18 1:16 PM Student was hitting', ' kicking', ' running and throwing. ', 'Intervention: Time Out (minutes) ', nan)",,MON1_RISI_01_table_Page_108,
"('2017-2018 ', 'was upset and talking to his counselor in the hall. He began getting very loud and disrespectful. He was swearing at her and telling her to ""suck his dick"". Cls positioned themselves near and attempted to get him to leave the conversation. continued to be aggressive with staff. At that point a student walked past and said something that made last out at the student. He tried to get to that student to begin to fight him. Cls impeded his ability to get to that student and tried to physically push through them. Cls began to restrain and he continued to fight and be violent with them. At that point the SRO got involved and handcuffed 1/29/18 11:45 PM and removed him from the building. ', 'Intervention: Physical Intervention (minutes) ')",,MON1_RISI_01_table_Page_118,
"('2020-2021 ', 'Involved in a physical fight in the hallway. Shoved a female teacher out of the way trying to get at the student who was sitting in a 9/29/20 11:50 AM classroom. Physically struck the other student with his hand. ', 'Intervention: Physical Intervention (minutes) ')",,MON1_RISI_01_table_Page_118,
"('2020-2021 ', 'X X X and another student (PC) got into a verbal altercation in class. That student followed around breaking his respect area and then touched his face. I got in between the two and the other student was taken away. then began to escalate and ended up in a restraint. We informed him we did not want to go there and he stated â€ce I donâ€™t care. Itâ€™II be just like last timeâ€ . We let him go a few times but each time he continued to make threats and be aggressive. Once we got him out the build he ran to side door where it was locked so he took his shoes off and threw them at our security guard (LG). He hit about 6-8 time with shoes and 10/20/20 11:50 AM threatened to beat him up. We stayed outside upon moms arrival. ', 'Intervention: Physical Intervention (minutes) ')",,MON1_RISI_01_table_Page_118,
"('2019-2020 ', 'Student asked to do work outside of class. Twisting paper instead of working. Given reminder to do work. Refused to do work at all. Hit 10/9/19 9:24 AM teacher. Small child restraint used. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_118,
"('2020-2021 ', '4/12/21 9:28 AM ', 'X X was asked to take a break after refusing to follow directions in the classroom -He tried to run in the hallway and so was escorted to the calming room -in the calming room he escalated and began hitting staff -Small Child Wrap ( ) - -T.O. ', 'Intervention: Physical Intervention (minutes) ')",,MON1_RISI_01_table_Page_371,
"('2020-2021 ', '4/12/21 9:28 AM ', 'X X was asked to take a break after refusing to follow directions in the classroom -He tried to run in the hallway and so was escorted to the calming room -in the calming room he escalated and began hitting staff -Small Child Wrap ) -T.O. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_371,
"('2020-2021 ', '4/12/21 11:50 AM ', 'X was being unsafe in P.E. and had been prompted to take a break -He ran from staff and so was escorted to T.O. -T.O. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_371,
"('2020-2021 ', '4/16/21 6:52 AM ', 'X became unsafe with instruments in music and had to have them removed. He went to the hall for a break and then began to hit staff so was escorted to T.O. T.O. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_371,
"('2020-2021 ', '4/16/21 11:48 AM ', 'X X was unsafe with a laptop in the room and had to have it removed. he became upset and started hitting staff. was escorted to the time out room to maintain safety. T.O. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_371,
"('2020-2021 ', '4/20/21 9:43 AM ', 'X had become unsafe with his IPad and needed to take a break. He attempted to run away from staff and so was escorted to time out. T.O. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_371,
"('2018-2019 ', 'Transition from OT he began to have a meltdown. Running outside', ' threat to hit staff with ice. inappropriate language. Hitting his head on 2/13/19 1:05 PM floor', ' biting staff', ' yelling and creaming and kicking staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_065,
"('2018-2019 ', '2/15/19 8:15 AM Issues off the bs. Kicking classroom door. Time out', ' not being safe ', 'Intervention: Time Out (minutes) ', nan, nan)",,MON1_RISI_01_table_Page_065,
"('2018-2019 ', 'Transitioned out of time out. Refusing to return to class. Trashing OT room. Swearing at staff', ' threats to kill teachers and students. 2/26/19 1:30 PM Throwing shoes against the wall. Hitting his head on the hall. ', 'Intervention: Time Out (minutes) ', nan, nan)",,MON1_RISI_01_table_Page_065,
"('2018-2019 ', 'upset at end of counseling. Kicking walls/sweating. Support to time 2/28/19 1:00 PM out. ', 'Intervention: Time Out (minutes) ', nan, nan, nan)",,MON1_RISI_01_table_Page_065,
"('2018-2019 ', 'Reading group began bullying a student. Refusing to complete work. Constant disruption. Swearing (F U And C***)', ' kicking', ' screaming. 3/1/19 11:15 AM Tore up staffs shoe. Pinching', ' hitting his head on the wall. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_065,
"('2018-2019 ', 'Eloped from art class. Refusing to clean up area. Bullying another 3/4/19 12:35 PM student. F*** you word used. kicking a students belongs. ', 'Intervention: Time Out (minutes) ', nan, nan, nan)",,MON1_RISI_01_table_Page_065,
"('2018-2019 ', 'did not want to clean up his desk for calendar time. Started 3/6/19 8:45 AM throwing thing sin the room. ', 'Intervention: Time Out (minutes) ', nan, nan, nan)",,MON1_RISI_01_table_Page_065,
"('2018-2019 ', 'During CBI he became frustrated. Unable to roll all bowling pins down. Screaming at staff', ' swearing kicking and biting. Unsafe 3/7/19 11:20 AM behavior on bus. Scratching staff. ', 'Intervention: Time Out (minutes) ', nan, nan)",,MON1_RISI_01_table_Page_065,
"('2018-2019 ', 'Transitioned from counseling', ' angry. Throwing other students belongings. Attempted to elope. Kicking', ' hitting and cursing. 3/7/19 1:05 PM ', 'Intervention: Time Out (minutes) ', nan)",,MON1_RISI_01_table_Page_065,
"('2018-2019 ', 'Not using iPad correctly. Trying to run out of class. Teasing peers and 3/8/19 1:45 PM swearing at staff. Support escorted to timeout. ', 'Intervention: Time Out (minutes) ', nan, nan, nan)",,MON1_RISI_01_table_Page_065,
"('2018-2019 ', 'Transitioning. Refused to sit his minutes. Teasing', ' swearing and bullying students. Spitting at staff', ' pulling his underwear down. In 3/11/19 1:55 PM timeout he was licking the walls. ', 'Intervention: Time Out (minutes) ', nan)",,MON1_RISI_01_table_Page_065,
"('2018-2019 ', '7/18/18 11:10 AM ', 'X During break time', ' got frustrated because he could not use computer game account. He started crying', ' yelling and refused help. He escalated and began slamming the keyboard', ' mouse and computer screen. Support called', ' escorted to time out. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_028,
"('2018-2019 ', '12/5/18 12:20 PM ', 'X was upset about having to go to speech', ' rest of class was working on science project. He ran from class crying. Teacher explained he would have plenty of time to work on it. He shoved the teacher', ' support called. Escorted to time out', ' ', 'Intervention: Time Out (minutes) ', nan)",,MON1_RISI_01_table_Page_028,
"('2018-2019 ', '7/16/18 9:55 AM ', 'Student shut during ELA. Student was given choices that she did not like. She began to throw objects. Ran from staff. There were multiple holds/escorts and time out. Alternate location rest of day. ', 'Intervention: Time Out (minutes) ', nan, nan, nan, nan)",,MON1_RISI_01_table_Page_028,
"('2018-2019 ', '10/1/18 8:38 AM ', 'Student came into school upset', ' went to designated location was aggressive toward staff off and on. Went to bathroom upon return', ' tried running from staff. Kicking staff. Placed in time out. ', 'Intervention: Time Out (minutes) ', nan, nan)",,MON1_RISI_01_table_Page_028,
"('2018-2019 ', '10/1/18 10:20 AM ', 'Not being safe', ' standing on desk wanted lights out. Became aggressive toward staff. Taken to time out. ', 'Intervention: Time Out (minutes) ', nan, nan, nan)",,MON1_RISI_01_table_Page_028,
"('2018-2019 ', '12/14/18 12:42 PM ', 'Became angry and eloped. She came back to class', ' escalated', ' yelling attempted to scratch staff and hit staff. Escorted to timeout. ', 'Intervention: Time Out (minutes) ', nan, nan)",,MON1_RISI_01_table_Page_028,
"('2018-2019 ', '2/26/19 12:15 PM ', 'X Eloped from Math', ' wandering halls. She attempted to see but became agitated and was hitting staff. Escorted to timeout', ' she escalated with physical aggression. Placed in restraint. ', 'Intervention: Time Out (minutes) ', nan, nan)",,MON1_RISI_01_table_Page_028,
"('2018-2019 ', '7/16/18 12:57 PM ', 'X was shown points she earned for library and water park. She became upset when she did not earn them. She stomped on the teachers foot', ' ripped up her paper', ' threw a water cup and tried to unplug the smartboard. She had to be restrained. Support called', ' escorted to timeout. ', 'Intervention: Time Out (minutes) ', nan)",,MON1_RISI_01_table_Page_028,
"('2018-2019 ', '7/17/18 1:15 PM ', 'Refused to go to water park', "" she didn't earn points for choice time. She became aggressive towards staff. Support called escorted to timeout. "", 'Intervention: Time Out (minutes) ', nan, nan, nan)",,MON1_RISI_01_table_Page_028,
"('2021-2022 ', '8/4/21 11:50 AM ', 'Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_395,
"('2021-2022 ', '7/28/21 1:06 PM ', 'Student was physicaly aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_395,
"('2021-2022 ', '8/10/21 8:53 AM ', 'Student was physically aggressive towards staff and other students ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_395,
"('2021-2022 ', '8/10/21 9:15 AM ', 'Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_395,
"('2021-2022 ', '9/14/21 1:15 PM ', 'Student eloped from staff and was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_395,
"('2021-2022 ', '7/6/21 11:30 AM ', 'Student was physically aggressive towards staff and eloped from the classroom. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_395,
"('2021-2022 ', '7/8/21 11:37 AM ', 'Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_395,
"('2021-2022 ', '7/9/21 9:55 AM ', 'Student was physically aggressive towards staff and eloped from the classroom. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_395,
"('2021-2022 ', '7/9/21 10:46 AM ', 'Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_395,
"('2021-2022 ', '7/12/21 9:25 AM ', 'Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_395,
"('2021-2022 ', '7/12/21 11:10 AM ', 'Student was physically aggressive towards staff and eloped from the classroom. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_395,
"(nan, nan, 'Student was physically aggressive towards staff and was removing his ', nan)",,MON1_RISI_01_table_Page_395,
"('2021-2022 ', '7/12/21 12:16 PM ', 'clothing. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_395,
"('2021-2022 ', '7/13/21 8:30 AM ', 'Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_395,
"('2021-2022 ', '7/13/21 12:52 PM ', 'Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_395,
"('2021-2022 ', '8/12/21 10:05 AM ', 'Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_395,
"('2021-2022 ', '9/14/21 1:01 PM ', 'Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_395,
"('2021-2022 ', '9/14/21 1:41 PM ', 'Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_395,
"('2021-2022 ', '7/6/21 11:30 AM ', 'Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_395,
"('2021-2022 ', '7/14/21 9:19 AM ', 'Student was physically and verbally aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_395,
"('2021-2022 ', '7/8/21 11:16 AM ', 'Student was physically aggressive. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_395,
"('2021-2022 ', '7/8/21 2:05 PM ', 'Student was physically aggressive and eloped from staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_395,
"('2021-2022 ', '8/2/21 1:11 PM ', 'Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_395,
"(nan, nan, 'Student was physically aggressive towards staff and disruptive in the ', nan)",,MON1_RISI_01_table_Page_395,
"('2021-2022 ', '7/22/21 11:52 AM ', 'classroom. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_395,
"('2021-2022 ', '7/6/21 1:09 PM ', 'Student was verbally and physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_395,
"('2021-2022 ', '7/12/21 12:13 PM ', 'Student was verbally and physically aggressive towards staff ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_395,
"('2021-2022 ', '8/4/21 9:56 AM ', 'Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_395,
"('2021-2022 ', '9/8/21 1:39 PM ', 'Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_395,
"('2019-2020 ', '9/24/19 8:40 AM ', 'Ran out of class. Ran outside', ' back into building. Escorted to timeout. Hitting and biting support. Small child used. Behaviors escalated', ' supine used. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_132,
"('2019-2020 ', '9/24/19 11:00 AM ', ""X was sitting minutes. Started flipping chairs over when he realized he wasn't getting free time. Small child used and escorted to timeout. Supine used. "", 'Intervention: Time Out (minutes) ', nan, nan)",,MON1_RISI_01_table_Page_132,
"('2019-2020 ', '9/26/19 8:40 AM ', 'Ran outside. When he came back into building', ' he locked staff out. Support called', ' escorted to timeout. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_132,
"('2019-2020 ', '10/2/19 8:25 AM ', 'X tried to leave class. Put in small child. Tried biting. Was put in supine. Moved to calming room. ', 'Intervention: Time Out (minutes) ', nan, nan)",,MON1_RISI_01_table_Page_132,
"('2019-2020 ', '10/2/19 1:15 PM ', ""X didn't want to do writing"", ' he ran out of class. Staff tried to stop him and he got aggressive. Support called', ' taken to timeout. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_132,
"('2019-2020 ', '10/3/19 8:30 AM ', 'Left class- heading outside. Support intervened. He started kicking and trying to bite. Went to calming room. Small child then supine used. ', 'Intervention: Time Out (minutes) ', nan, nan)",,MON1_RISI_01_table_Page_132,
"('2019-2020 ', '10/3/19 2:00 PM ', 'Student got upset when teacher turned off movie. Took scissors off desk and threw them. Ran out of class', ' hitting staff. Put in small child', ' support called. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_132,
"('2019-2020 ', '10/7/19 8:30 AM ', 'X left the class heading outside. Small child used. Support came escorted to calming room. Banging head put in a supine. ', 'Intervention: Time Out (minutes) ', nan, nan)",,MON1_RISI_01_table_Page_132,
"('2019-2020 ', '10/7/19 8:40 AM ', 'Released from supine', ' started banging his head. Put back in supine. ', 'Intervention: Time Out (minutes) ', nan)",,MON1_RISI_01_table_Page_132,
"('2019-2020 ', '10/7/19 11:30 AM ', ""X didn't want to do work so he knocked over all the desks and chairs. Tried to run out the building. Became aggressive towards staff. Escorted to timeout to calm. "", 'Intervention: Time Out (minutes) ', nan, nan)",,MON1_RISI_01_table_Page_132,
"('2019-2020 ', '10/8/19 8:45 AM ', ""X didn't want to do reading and was disrupting class. There was a physical altercation between the students. On the way back to class he tried to run out of the building. Taken to timeout. "", 'Intervention: Time Out (minutes) ', nan, nan)",,MON1_RISI_01_table_Page_132,
"('2019-2020 ', '10/10/19 9:00 AM ', 'He did not want to do ELA. Knocked over desk and hit staff. Small child needed', ' support called. Escorted to timeout in a supine until calm. ', 'Intervention: Time Out (minutes) ', nan)",,MON1_RISI_01_table_Page_132,
"('2018-2019 ', 'Student was urinating and disrobing and was physically aggressive 5/20/19 10:14 AM towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_104,
"('2018-2019 ', '5/20/19 11:50 AM Student was non compliant and physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_104,
"('2018-2019 ', '5/20/19 12:50 PM Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_104,
"('2018-2019 ', '5/20/19 1:45 PM Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_104,
"('2018-2019 ', '5/21/19 11:33 AM Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_104,
"('2018-2019 ', '5/21/19 12:25 PM Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_104,
"('2018-2019 ', '5/22/19 9:21 AM Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_104,
"('2018-2019 ', '5/22/19 10:10 AM Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_104,
"('2018-2019 ', '5/22/19 1:35 PM Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_104,
"('2018-2019 ', '5/29/19 9:20 AM Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_104,
"('2018-2019 ', '5/30/19 12:48 PM Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_104,
"('2018-2019 ', '5/31/19 12:34 PM Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_104,
"('2018-2019 ', '5/31/19 12:34 PM Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_104,
"('2018-2019 ', '6/3/19 9:37 AM Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_104,
"('2018-2019 ', '6/3/19 10:09 AM Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_104,
"('2018-2019 ', '6/3/19 10:36 AM Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_104,
"('2018-2019 ', '6/3/19 11:52 AM Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_104,
"('2018-2019 ', '6/4/19 9:52 AM Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_104,
"('2018-2019 ', '6/4/19 12:07 PM Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_104,
"('2018-2019 ', '6/5/19 12:07 PM Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_104,
"('2018-2019 ', '6/5/19 12:37 PM Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_104,
"('2018-2019 ', '6/6/19 9:15 AM Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_104,
"('2018-2019 ', '6/6/19 9:55 AM Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_104,
"('2018-2019 ', '6/6/19 1:29 PM Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_104,
"('2018-2019 ', '6/6/19 1:59 PM Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_104,
"('2018-2019 ', '6/10/19 9:28 AM Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_104,
"('2018-2019 ', '6/10/19 11:13 AM Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_104,
"('2018-2019 ', '6/11/19 9:42 AM Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_104,
"('2018-2019 ', '6/12/19 9:22 AM Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_104,
"('2018-2019 ', '6/13/19 9:42 AM Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_104,
"('2018-2019 ', '6/14/19 10:58 AM Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_104,
"('2018-2019 ', '6/14/19 11:57 AM Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_104,
"('2020-2021 ', '3/1/21 11:10 AM ', ""He was throwing things in the classroom. Teacher told him to stop and he didn't so he was asked to leave. Support was called and he was escorted to TO. Escort TO "", 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_262,
"('2020-2021 ', '3/1/21 12:30 PM ', 'X began climbing and jumping on furniture in the crashpad room. Support was called and he was brought to TO. Escort TO ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_262,
"('2020-2021 ', '4/5/21 7:01 AM ', 'Student was standing on the table during group counseling. He was ripping material and then throwing his shoes on the lights in the classroom. Escorted to TO. Escort . TO ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_262,
"('2020-2021 ', '4/5/21 9:15 AM ', 'X ran out of LLI. He ran to the fishbowl and attempted to run outside. He was escorted to TO and stayed there until calm. Escort TO ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_262,
"('2020-2021 ', '4/15/21 10:00 AM ', 'X became upset when his items were taken away during an Ellis Island simulation. He ran from the area and began ripping things off of the walls. He was put in a small child and then escorted to TO. Small child Escort TO . ', 'Intervention: Physical Intervention (minutes) ')",,MON1_RISI_01_table_Page_262,
"('2020-2021 ', '4/15/21 10:00 AM ', 'X became upset when his items were taken away during an Ellis Island simulation. He ran from the area and began ripping things off of the walls. He was put in a small child and then escorted to TO. Small child Escort TO ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_262,
"('2020-2021 ', '4/19/21 12:20 PM ', 'Student did not want to do math. He ran out of the classroom and eventually ran outside and play with alarm system. He was escorted to TO ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_262,
"('2020-2021 ', '4/19/21 1:16 PM ', 'Student did not want to do math. He ran out of the classroom and eventually went outside and tried to play with the alarm system. He was escorted to TO ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_262,
"('2020-2021 ', '1/11/21 12:15 PM ', 'Student was physically aggressive towards staff. ', 'Intervention: Time Out (minutes) ')",,MON1_RISI_01_table_Page_378,
