,id,doc_type,restrict_type,date,grade,duration,description,injury
831,NOCO_RISI_01_Part175,ASC Time Out Room Log - Room 9,ASC Time Out Room Log - Room 9,Date: 4/7/16,Check,llmin,was upset at lunch. He was unsate inthe hall on his way back to room 9. once inroom a he was lacking + punching furniture.Daimeir was unsule with other students around.He needed the quiet room to get ready,
832,NOCO_RISI_01_Part1750,ASC Time Out Room Log-Room -,ASC Time Out Room Log-Room -,Date: 3/12/18,Check,Elapsed Time: 5 minintes,and Tipping over chairs because he wanted towas Throwing money at another studentdo the job that the other student was doingBehavior entering time out room:walked caemly and willingly into the,
833,NOCO_RISI_01_Part1751,ASC Time Out Room Log-Room -,ASC Time Out Room Log-Room -,Date: 3/12/18,Check,12mins,"was mad he couldnt go on computer, startedto hit staff, When given awarning continued tohitBehavior entering time out room:excorted screamig and hitting staffBehavior exiting time out room:",
834,NOCO_RISI_01_Part1752,ASC Time Out Room Log-Room -,ASC Time Out Room Log-Room -,Date: 2/26/18,Check,4mins,"Was mad. that he had to do the WritingCenterBehavior entering time out room:Body not in control, Walked himself into thetimeant room.",
835,NOCO_RISI_01_Part1753,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date: 2/16/18,Check,lo min.,was upset that he didn't earn I-Padbegan objects hitting teacher and throwingBehavior entering time out room:escortBehavior exiting time out room:,
836,NOCO_RISI_01_Part1754,ASC Time Out Room Log-Room -,ASC Time Out Room Log-Room -,Date: 2/12/18,Check,18 Min,"was upset when didn't get a Strike in9 yn therefore he didn't get lolipopBehavior entering time out room:Randut of the class, yelling, body wasnot in control and trying to (uin the room",
837,NOCO_RISI_01_Part1755,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date: 2/6/18,Check,2 min.,upset that he could not do preferredactivityBehavior entering time out room:walked into time out roomBehavior exiting time out room:,
838,NOCO_RISI_01_Part1756,ASC Time Out Room Log-Room -,ASC Time Out Room Log-Room -,Date: 2/1/18,Check,Smin,"Became upset when didn't wantto do activity but wanted to do anotheroneBehavior entering time out room:Yelling, hitting staff, crawling on the",
839,NOCO_RISI_01_Part1757,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date: 1/30/18,Check,15 min,Trying to run art of The classroom TO leaveThe buildingBehavior entering time out room:fulling and Throwing pieces of paper atBehavior exiting time out room:,
840,NOCO_RISI_01_Part1758,ASC Time Out Room Log-Room -,ASC Time Out Room Log-Room -,Date: 1 /30/18,Check,3 min,wasn't able to Keep clay. Ran through school.Angry- - ran out of art class because heBehavior entering time out room:upset and angry - - ryingBehavior exiting time out room:,
841,NOCO_RISI_01_Part1759,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date of Birth,Check,Idmin,"Got Mad at the gamerin PEwas not Picked to be it,Behavior entering time out room:Very an gry , unsafe climbing on mats, refusingand kicking cones.",
842,NOCO_RISI_01_Part176,ASC Time Out Room Log - Room 9,ASC Time Out Room Log - Room 9,Date: 4/6/17,Check,25 min,,
843,NOCO_RISI_01_Part1760,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date: 1/6/18,Check,7 minutes,"Hitting Staff running Hailwayand aroundbeing insafeBehavior entering time out room:Being unsafe , hitting staff, trunning",
844,NOCO_RISI_01_Part1761,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date: 1/1/18,Check,Q,activity in the classroom was.was angry when he learned whatBehavior entering time out room:angry body not in controlBehavior exiting time out room:,
845,NOCO_RISI_01_Part1762,ASC Time Out Room Log-Room -,ASC Time Out Room Log-Room -,Date: 1/10/18,Check,20 mins,"was Austrated that he couldnt have something butwas unable to safely utilize a break space, so he waswalked to the time out room.Behavior entering time out room:Whining and yelling that he wanted the gloves",
846,NOCO_RISI_01_Part1763,ASC Time Out Room Log-Room -,ASC Time Out Room Log-Room -,1/10/18,Check,lomins,"halls, screaming, crawling around roomran out of Class , running throughBehavior entering time out room:escorted byBehavior exiting time out room:",
847,NOCO_RISI_01_Part1764,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date: / 10/18,Check,15mins,running through the hallwaysBehavior entering time out room:was Screaming and cryingBehavior exiting time out room:walked out in Control,
848,NOCO_RISI_01_Part1765,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date: 1 / 3 /18,Check,10,"running around the room, attemptingthrowing objectsrun out of the room, yelling andBehavior entering time out room:- screaming and pushing on staff",
849,NOCO_RISI_01_Part1766,ASC Time Out Room Log-Room -,ASC Time Out Room Log-Room -,Date: 12 / 20 / 17,Check,20mins,was mad that he had to write duringintervention.Behavior entering time out room:was angry ) whining and being rude.Behavior exiting time out room:,
850,NOCO_RISI_01_Part1767,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date: 12/20/17,2nd,4mins,"knocked down things in Classroom , not in Control,was mad he had to Write.Behavior entering time out room:very angry I yelling at staffBehavior exiting time out room:",
851,NOCO_RISI_01_Part1768,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date: 12/20/17,Check,,"was throwing things in the room, also tryingto run out of He room.Behavior entering time out room:was screaming at staff very angry body notin control.",
852,NOCO_RISI_01_Part1769,ASC Time Out Room Log - Roon,ASC Time Out Room Log - Roon,Date: 12/18/17,Check,10 minutes,"-throwing the objects and ruining aroundroan knocking over chairsBehavior entering time out room:- screaming at staff, attempting",
853,NOCO_RISI_01_Part177,ASC Time Out Room Log - Room 9,ASC Time Out Room Log - Room 9,Date: 4/6/17,Check,8min,,
854,NOCO_RISI_01_Part1770,ASC Time Out Room Log-Roon -,ASC Time Out Room Log-Roon -,Date: 12/12/17,Check,Staff Monitoring time out room:,- screaming. room throwing objects aroundBehavior entering time out room:- held teacher's hand and walked tothe time out roomBehavior exiting time out room:,
855,NOCO_RISI_01_Part1771,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date: 124/17,Check,Elapsed Time: 5 min.,"objects and hitting. Asked Staff if hewas displaying unsafe behands, throwingCould take a break in the time out roomBehavior entering time out room:walked in in control independently",
856,NOCO_RISI_01_Part1772,ASC Time Out Room Log-Room -,ASC Time Out Room Log-Room -,Date: 11/27/17,Check,2 mins,"Got mad that he had to put Science materialsaway and had to pack uptogohome, ran intotime out room on his own.Behavior entering time out room:Body was not in Control, very mad.",
857,NOCO_RISI_01_Part1773,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date: 12/16/17,Check,Escorted by:,"had repeatedly sat On floor in classroom a yelled outi- class. After 2 seperate conversations she was able to go to artClass, however quickly became discuptine-throwing brushes, yellingno cecauling under desks.Behavior entering time out room:",
858,NOCO_RISI_01_Part1774,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date: 4/15/16,Check,45 min,continued to ignore directions . attempt to runaround room a growl / yell / threater teachersBehavior entering time out room:grobbingBehavior exiting time out room:,
859,NOCO_RISI_01_Part1775,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date: 3 /28/16,Check,Elapsed Time: 17mins.,"Grabbing , yelling, holding on table, callingteachers names.Behavior entering time out room:yelling. calling teacher's namesBehavior exiting time out room:",
860,NOCO_RISI_01_Part1776,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date: 3/21/16,Check,5min,"during on earned break & was Agnoring offers of helpwas becoming progressively angry playing a goned then threw checkers and said ""I want to watch yourblood come out"".Behavior entering time out room:",
861,NOCO_RISI_01_Part1777,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date: 2/29/16,Check,15 min,Genited.When told she could not return to classroom becauseof previous behaviorsB tried to push teachessout of the way a flee the classroom,
862,NOCO_RISI_01_Part1778,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date: 2 /29/16,Check,15 min,"threw tens at peers during indoos necess andScreamed, laid on the floos and was unresponsive.Behavior entering time out room:Screaming, flailing her arms a legsBehavior exiting time out room:",
863,NOCO_RISI_01_Part1779,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date: 2/9/16,I,45 min,"had to be removed from B music classfor yelling, screaming, throwing a hiding.Behavior entering time out room:continued to yell, grab classroom maderialsObeing escorted back to Ro quiet room,",
864,NOCO_RISI_01_Part178,ASC Time Out Room Log - Room 9,ASC Time Out Room Log - Room 9,4/05/17,Check,15 Minutes,had a difficult time transitioning into the roomwhen he came to school. He was hitting and Kickingadults in the room and throwing things. He was askedto use the quiet room to get her bod ready and refused.Behavior entering time out room:,
865,NOCO_RISI_01_Part1780,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date: 2/9/16,,15 min,was throwing sensory items without warningof tried waring through classioon a grabbing othermaterialsBehavior entering time out room:Screaming / grabbing,
866,NOCO_RISI_01_Part1781,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date: 2/9/16,Check,10 min,"Aiding in hallway, yelling d running after Littingsecess monitorBehavior entering time out room:Screaming, gelling, hitting, threadeningBehavior exiting time out room:",
867,NOCO_RISI_01_Part1782,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,120/16,Check,30min,"Yelling, running, diding in classroom a hallwayBehavior entering time out room:ScreamingBehavior exiting time out room:Sitting quietly in group watching video about",
868,NOCO_RISI_01_Part1783,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date: 1/12/16,Check,30min,Telling teacher (Students they are stupid & yelling / grabbityBehavior entering time out room:tellingBehavior exiting time out room:sitting quietly on computer,
869,NOCO_RISI_01_Part1784,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date: 5/12/16,Check,30min,"was removed from Math class for screaming, layingon ground a refusing offers of help.Behavior entering time out room:Calmly sitting at side table to talk with G teachand get ready for lunch",
870,NOCO_RISI_01_Part1785,,,"Date: 3 , 25 / 19",Cycle Day: IA,,,
871,NOCO_RISI_01_Part1786,,,/29/19,Cycle Day:,,,
872,NOCO_RISI_01_Part1787,,,Date: 11 / 13 / 18,Cycle Day: 3B,,,
873,NOCO_RISI_01_Part1788,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date: 8/13/18,Check,8min,"was not being safe outside . Notlistening to Staff, Trying te run away andhitting staff.Behavior entering time out room:Was still upset and refusing",
874,NOCO_RISI_01_Part1789,ASC Time Out Room Log-Room -,ASC Time Out Room Log-Room -,8/2/18,Check,is min,"In the gymnasium,picked up a folding chair andswung it at another student. He was directed to leave thegym for a break. but refused. He ivas then escated tothe time at room",
875,NOCO_RISI_01_Part179,ASC Time Out Room Log - Room 4,ASC Time Out Room Log - Room 4,Date: 4/4/17,Check,7 minute. S,brought in a snake toy and whipped anadult with it twice. He tried to unip students.He started kicking chairs and Scream He neededto go to the quiet room to get calm.* Also started opening and slamming the closet doors,
876,NOCO_RISI_01_Part1790,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,8/1/18,Check,10 min,"when teld that it was not Since time,began tokick staff lear ite was then reminded that be can + kickpeople in School and Lucs given space. He then kicks hissnoe at e Stunent who was sitting at the thie",
877,NOCO_RISI_01_Part1791,ASC Time Out Room Log - Rod.,ASC Time Out Room Log - Rod.,7/16/18,Check,Elapsed Time: 10 min,Refused to do his elA work He began Hi ittingand pinching Staff.Behavior entering time out room:was hitting and Kicking Statt.Behavior exiting time out room:,
878,NOCO_RISI_01_Part1792,ASC Time Out Room Log-Room -,ASC Time Out Room Log-Room -,Date: 4/2018,Check,Elapsed Time: 2 Min,"verbally calm, physically kicking ballhard available asked to go to PT but it was notBehavior entering time out room:calm verbal,Behavior exiting time out room:",
879,NOCO_RISI_01_Part1793,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date of Birth,Check,lemin,"was very upset because of an ipad. He wasyelling and kicking. He was asked to go to thecalming Corner but refusedBehavior entering time out room:Velling, kicking",
880,NOCO_RISI_01_Part1794,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date: 2/26/19,Check,Escorted by:,"threw the Scissors. flipped a Chair near studentsupset about potatoe chips. Tried cutting his clothes,Behavior entering time out room:yelling, threatening Kacking door.Behavior exiting time out room:",
881,NOCO_RISI_01_Part1795,ASC Time Out Room Log-Room -,ASC Time Out Room Log-Room -,Date: 9 / 21 /18,Check,Elapsed Time: I hr 15 Min,"he bit staff which led to a hold. HIS body wasElopement furn PE. when staff closed hallway doorsStaff escorted him to Time out room for safety reasonsstill not in control enough to safely hold him, SOBehavior entering time out room:",
882,NOCO_RISI_01_Part1796,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date: 4 / 23/ 21,Check,Elapsed Time: 3 hr. 34 min,"refusing to put on mast, was wheeled inon Chair: door left openbegan to scream so shut doorBehavior entering time out room:crying Flopped onto floor",
883,NOCO_RISI_01_Part1797,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date: 3/15/21,Grade: 5,Elapsed Time: hr 20 min.,"-was walked over to take a brear because he waslying on the floor in his classroomBehavior entering time out room:none, started to cry once in thereBehavior exiting time out room:",
884,NOCO_RISI_01_Part1798,ASC Time Out Room Log-Room -,ASC Time Out Room Log-Room -,/28/21,,Elapsed Time: 26 min,"-chromebook needed to be charged teachertalked to him. about using the correct chargerBehavior entering time out room:Thad to be wheeled in on chair, cryinghysterically",
885,NOCO_RISI_01_Part1799,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,110 12020,Door opens,,throwing chairs - upset because itwas writing.Behavior entering time out room:throwing ball chairs - slamming against theBehavior exiting time out room:,
886,NOCO_RISI_01_Part18,ASC Time Out Room Log - Room 9,ASC Time Out Room Log - Room 9,Date: 12 / 9 / 16,Grade: 3rd,23 part min.,See attachedBehavior entering time out room:Behavior exiting time out room:Staff removing student from time out room:Print Name,
887,NOCO_RISI_01_Part180,ASC Time Out Room Log - Room 9,ASC Time Out Room Log - Room 9,4/3/17,Check,11 minutes,came back from lunch upset. He waskicking the walls and saying unkind things to others.Daimeir was urable to get ready by adult verbalprompts and needed the quietroom to set safeBehavior entering time out room:,
888,NOCO_RISI_01_Part1800,ASC Time Out Room Log - Roof:,ASC Time Out Room Log - Roof:,Date: 19120,Check,Staff Monitoring time out room:,"Body slamming dividersBehavior entering time out room:CryingBehavior exiting time out room:Walked out, returned stuffed animal +went to CYC",
889,NOCO_RISI_01_Part1801,ASC Time Out Room Log-Room -,ASC Time Out Room Log-Room -,Date: 12/11/19,Check,27mins,running in the halls to avoid work screamingand being unsafe Not following directions.Behavior entering time out room:escarded body not in ControlBehavior exiting time out room:,
890,NOCO_RISI_01_Part1802,ASC Time Out Room Log-Room -,ASC Time Out Room Log-Room -,Date: 12/11/19,Check,30 mins,"was refusing to move from in front of the door,Etaff and students Caudht leave He classroomto go to lessons. was talking back and screamingBehavior entering time out room:Escarted bo dy. out of control",
891,NOCO_RISI_01_Part1803,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date: 10 / 11 / 19,Check,Staff Monitoring time out room:,"did not want to eat lunch. when Staff offeredhim his lunchbor. he Threw it at staff. when staffto KICK When Staff moved awayaddressed it, he kicked staff and continued to tryBehavior entering time out room:",
892,NOCO_RISI_01_Part1804,ASC Time Out Room Log-Roon -,ASC Time Out Room Log-Roon -,Date: 9/25/19,Check,20 mins,"was Screaming and kicking Chairs, given Chances tomove to another area in the room, refused, staffrelocared due to other Students in the area he wasBehavior entering time out room:Escarted - began to Vick Staff Several times, once",
893,NOCO_RISI_01_Part1805,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date: 9/24/19,Check,16min,,
894,NOCO_RISI_01_Part1806,ASC Time Out Room Log-Roord -,ASC Time Out Room Log-Roord -,Date: 5/18/19,Check,14 mins,"In gym playig a game , slipped and fell,blamed Staff for it / slammed door on staff hard.Behavior entering time out room:escarted - body not in ControlBehavior exiting time out room:",
895,NOCO_RISI_01_Part1807,ASC Time Out Room Log-Room -,ASC Time Out Room Log-Room -,Date: 3/29/19,Check,17min.,"0 was upset he couldn't use toys from homeduring necess. Began yelling at staff andbanging his head on the wall, and refusedany staff help.Rehavior entering time out room:",
896,NOCO_RISI_01_Part1808,ASC Time Out Room Log-Roor -,ASC Time Out Room Log-Roor -,Date: / 18 / 19,restrant,13mins,"was mad about Work he had to go do wasscreaming and yelling at staff and knocking overobjects in the room.Behavior entering time out room:Body not in Control, had to be escarted.",
897,NOCO_RISI_01_Part1809,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date: 3 14/19,Check,4/mins,"was mad about having to write, Wouldn't keephis body in control wouldn't take a break, beganto thraw objects at Staff begame unsafe.Behavior entering time out room:escorted , body not in control",
898,NOCO_RISI_01_Part181,ASC Time Out Room Log - Room 9,ASC Time Out Room Log - Room 9,Date: 3/30/17,,Elapsed Time: 6 min,was unsafe running around the classbanging his head on the walls andclimbing on counters. He was dive cted to thequietroom to get his body ready.Behavior entering time out room:,
899,NOCO_RISI_01_Part1810,ASC Time Out Room Log-Room -,ASC Time Out Room Log-Room -,Date: 3/1/19,Check,Staff Monitoring time out room:,"upset he wasn't getting strikes in PE. Camein the room, throwing objects, Kicking and. punchingwalls. Prompted to take a break Refused andcontinued to escalateBehavior entering time out room:",
900,NOCO_RISI_01_Part1811,ASC Time Out Room Log-Room,ASC Time Out Room Log-Room,Date: 2/15/19,Check,2 mins,was upset about what happend during socialstudies and not doing is workBehavior entering time out room:walked in on his ownBehavior exiting time out room:,
901,NOCO_RISI_01_Part1812,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date: 1 / 31 / 19,Check,Elapsed Time: 20min.,"was mad he had to do math work. wouldn'tlocationlet Staff help him. Staff gave him reminders. totake a break, began throwing objects and pushing Chairs. overBehavior entering time out room:",
902,NOCO_RISI_01_Part1813,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date: 12 / 13 / 18,Check,Elapsed Time: 22min,"refusal to dismiss, when given a consequence,began Screaming, flailing self on floorBehavior entering time out room:escortBehavior exiting time out room:",
903,NOCO_RISI_01_Part1814,ASC Time Out Room Log - Roor,ASC Time Out Room Log - Roor,Date: 12/11/18,Check,18 min.,"escalated in library when he forgot hislibrary bookskicking tables and chairs, refusal to leavelibrary - escerted back to the roomBehavior entering time out room:",
904,NOCO_RISI_01_Part1815,ASC Time Out Room Log-Roof -,ASC Time Out Room Log-Roof -,Date: 11/7/18,Check,10 min.,"did not want to complete his work - whenstaff and tried talking to Kim, began screamingkicking and Ginching over furnitureBehavior entering time out room:0) escarted by staff",
905,NOCO_RISI_01_Part1816,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date: 11/15/18,,Elapsed Time: 10 min.,upset about work demand - began punchingself in the headBehavior entering time out room:9 escorted by staff to time out room-continued punching self- led to restraint,
906,NOCO_RISI_01_Part1817,ASC Time Out Room Log-Room -,ASC Time Out Room Log-Room -,Date: 11/14/18,Check,14mins,"was punching himself in The furehead andstood up T. started to KICK the door.SHINA given many warnings to Stop. toBehavior entering time out room:Screaming, con4 punching self",
907,NOCO_RISI_01_Part1818,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date: 10/2/18,Check,10 min,"time didn't want to do the work was escartedIn 3rd grade classroom during historyto Nadlers room, Then he began to run out of the roomand then hit Staff due to them stopping him for eaving.Behavior entering time out room:",
908,NOCO_RISI_01_Part1819,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date: 9/26/18,Check,7min,Playing unfair in P.E. and was asked toplay fair and became angryBehavior entering time out room:yelling Refused - hiding in to unsafe leave . - area Disrespectful of theto staff.,
909,NOCO_RISI_01_Part182,ASC Time Out Room Log - Room 9,ASC Time Out Room Log - Room 9,Date: 3/31/17,Check,min,"was asked to go on the beanbags on thecarpet to get calm after throwing a day, He went onthe canter, threw things and tried to flip tables. Hewas unsafe and needed to use the quiet room toget calm.",
910,NOCO_RISI_01_Part1820,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date: 10/9/18,Check,15 minutes,have computer at centers.angry hu wasnt going to be able toBehavior entering time out room:Body not in control - unsafe.Behavior exiting time out room:,
911,NOCO_RISI_01_Part1821,ASC Time Out Room Log-Room -,ASC Time Out Room Log-Room -,Date: 10/29/18,Check,qmins,"Didn't want to do his intervention wore,began to tast punch himself and not Stop whenStaff told him toBehavior entering time out room:es conted, body not in Control",
912,NOCO_RISI_01_Part1822,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date: 10 / 11 / 18,Check,9mins,"after mfusing TO go to class when offeredwas falling arup in The hallwayguidance by staff, he began flasting his bodyBehavior entering time out room:unid and Then trid tu go to sleed",
913,NOCO_RISI_01_Part1823,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date: 8/2/18,Check,18min,a throwing furniture and matewals aroundthe classroomBehavior entering time out room:escortBehavior exiting time out room:,
914,NOCO_RISI_01_Part1824,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date: 7/20/1,Check,Staff Monitoring time out room:,board wasn't in cante was thinkChairs screaming as Have Get 5004in . Content trad-to helonitionBehavior entering time out room:rescribed a staff JAMES,
915,NOCO_RISI_01_Part1825,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date: 7 19 118,,Staff.Monitoring.time out-room:,wanted to napBehavior entering time out room:walked in and layed downBehavior exiting time out room:staff asted to choose another spot,
916,NOCO_RISI_01_Part1826,ASC Time Out Room Log-Room,ASC Time Out Room Log-Room,Date: 6/15/18,Check,15 mich,Refusal to finish morningwork which lead into the firstcenterBehavior entering time out room:kicking the wally kicking,
917,NOCO_RISI_01_Part1827,ASC Time Out Room Log-Roq -,ASC Time Out Room Log-Roq -,6/12/18,refused,Elapsed Time: 30 min,"escort from hallway Kicking, screaming,)pushing staffBehavior entering time out room:escort",
918,NOCO_RISI_01_Part1828,ASC Time Out Room Log-Room -,ASC Time Out Room Log-Room -,Date: 6/12/18,descalate,Elapsed Time: 15 min.,"screaming, kicking wall and kicking overBehavior entering time out room:escortBehavior exiting time out room:0 walked out in control",
919,NOCO_RISI_01_Part1829,ASC Time Out Room Log-Room -,ASC Time Out Room Log-Room -,Date: 5/29/18,Check,15 min.,got upset not getting the headPhones and COM puter he wantedBehavior entering time out room:in contro / of his bodyjust upset and mad,
920,NOCO_RISI_01_Part183,ASC Time Out Room Log - Room 9,ASC Time Out Room Log - Room 9,Date: 3/30/17,,11min,"was on an earned break and asked toshare Legos. He threw the lejos, screamed and walkedinto the closet when directed to walk out he Screamedthrew himself on the ground, kickel the dest andthrew chairs and cursed at Students. Dairneir needed the",
921,NOCO_RISI_01_Part1830,ASC Time Out Room Log-Room -,ASC Time Out Room Log-Room -,Date: 5/23/18,Check,8 min,got mad during his special and wanteda break:Behavior entering time out room:Walked himself into the time outrooms,
922,NOCO_RISI_01_Part1831,ASC Time Out Room Log-Room -,ASC Time Out Room Log-Room -,Date: 5/2/118,Check,3 min.,"angry because he was told there wasreading buddies At next and he didnot want to read.Behavior entering time out room:angy, slammed door.",
923,NOCO_RISI_01_Part1832,ASC Time Out Room Log-Room,ASC Time Out Room Log-Room,Date: 5/21/18,Check,a/min,"got mad about having to work doBehavior entering time out room:walked in onhis own , mad.Behavior exiting time out room:Walked out in control and talled",
924,NOCO_RISI_01_Part1833,ASC Time Out Room Log - -Room,ASC Time Out Room Log - -Room,Date: 5 /21 / 18,Check,23 min,"was mad he had to writeatthe writing centerBehavior entering time out room:Screaming, walking. around the coom,(efusal to follow the directions, kicking",
925,NOCO_RISI_01_Part1834,ASC Time Out Room Log-Room -,ASC Time Out Room Log-Room -,Date: 5 / 16 / 18,Check,12 mins,"Was not accepting getting out in P.E, Kicking andscreaming at staff, not allowing staff to help him.Behavior entering time out room:Body not in control trying to kick staff, led to)escort.",
926,NOCO_RISI_01_Part1835,ASC Time Out Room Log- - Room,ASC Time Out Room Log- - Room,Date: 5/15/18,Check,23 mins,"was Kicking the Wall and taking parts ofthe Wall dividers off and throwing them, madlehad to make up WORK.Behavior entering time out room:Bodu not in control screaming escarté.",
927,NOCO_RISI_01_Part1836,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date: 5/7/18,Check,himself,didn't want 40 do his workat one of his CentersBehavior entering time out room:fellingscringjangyBehavior exiting time out room:,
928,NOCO_RISI_01_Part1837,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date: 5/4/18,Check,3min.,G angry about a game he was playingBehavior entering time out room:ran self to time out roomBehavior exiting time out room:t,
929,NOCO_RISI_01_Part1838,ASC Time Out Room Log-Room -,ASC Time Out Room Log-Room -,Date: 5/4/18,(esclated till 10:10),38 min.,Didn't want to finish hiswriting center wanted to go tothe computer CenterBehavior entering time out room:Mads not in control of his,
930,NOCO_RISI_01_Part1839,ASC Time Out Room Log-Roon -,ASC Time Out Room Log-Roon -,Date: 5/4/18,Check,8 min,"was upset because didn't want to dowarmups For peBehavior entering time out room:Mad, Yelling cryingBehavior exiting time out room:",
931,NOCO_RISI_01_Part184,ASC Time Out Room Log - Room 9,ASC Time Out Room Log - Room 9,Date: 3/30/17,,12min,,
932,NOCO_RISI_01_Part1840,ASC Time Out Room Log-Room -,ASC Time Out Room Log-Room -,Date: 5/3/18,escalated until 1:10,Staff Monitoring time out room:,"fair.was told by coach Diesel was not PlayingBehavior entering time out room:Ran straight in, angryBehavior exiting time out room:",
933,NOCO_RISI_01_Part1841,ASC Time Out Room Log-Room -,ASC Time Out Room Log-Room -,Date: 5/3/18,Check,Staff Monitoring time out room:,"wanted to go to a place thatwas. more quietBehavior entering time out room:Calm, in controlBehavior exiting time out room:",
934,NOCO_RISI_01_Part1842,ASC Time Out Room Log - Roort,ASC Time Out Room Log - Roort,Date: 5/2/18,Check,stayed,firstDidv't want to do his morning work andcentergot madBehavior entering time out room:,
935,NOCO_RISI_01_Part1843,ASC Time Out Room Log- - Roor,ASC Time Out Room Log- - Roor,Date: 5/1/18,Check,8 min.,upset he left a stuffed animal athome. screaming he hated himself andwas punching the wall.Behavior entering time out room:walked in on his own,
936,NOCO_RISI_01_Part1844,ASC Time Out Room Log - Rod,ASC Time Out Room Log - Rod,Date: 12/15/18,Check,1 min,He Felt is body was going toget out of control and ask to goy.othe timeout roomBehavior entering time out room:acting a little silly and his,
937,NOCO_RISI_01_Part1845,ASC Time Out Room Log-Room -,ASC Time Out Room Log-Room -,Date: 4/25/18,Check,8 min,"Didn't want to type another sentencefor the writing centerBehavior entering time out room:was upset, loud, out of Control with hisbody",
938,NOCO_RISI_01_Part1846,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date: 4/17/18,Check,30mins,"was unsafe in PE. Hitting walls with hisfeet, screamiz) not followiz directions.Behavior entering time out room:not in control, escortedBehavior exiting time out room:",
939,NOCO_RISI_01_Part1847,Incident Involving a Physical Restraint,Handle with Care Small child seated 1) under 1 minute,Date: 10/13/16,,"Duration: I min, 4min 45 sec",instruction. Eventually he crawled art and crawled across thewas noncompliant and crawling under atable during writinghallway to room when in rooms the wanted to play withEmergency Intervention(s) used:Handle with Care Small child seated 1) under 1 minute,10/14/10
940,NOCO_RISI_01_Part1848,,,,,,,
941,NOCO_RISI_01_Part1849,Incident Involving a Physical Restraint,"mangling 01 flowr, resuring to stoo hitting his hend against",Date: 10/5/16,,Life Space Interview conducted by (staff name):,"Walked off court 1/ PE, reflested to talk to aire, said ""I know a funplace to go"", wastord if you need a break we will No to MissEmergency Intervention(s) used: the tile floor, used hardle with care to mantanmangling 01 flowr, resuring to stoo hitting his hend againstHardli ill care",10/5/16
942,NOCO_RISI_01_Part185,ASC Time Out Room Log - Room 9,ASC Time Out Room Log - Room 9,E/,Check,14 min,was on a walk and he becameunsafe. He was running and Sliding in the hall.transitioned to the class withonebegan picking and throwing and cursing.,
943,NOCO_RISI_01_Part1850,,,,,,,
