,id,doc_type,date,start_time,end_time,description,restraint_type
326,ASSS_RI_16_Part10,Physical Restraint Documentation Form,02/01/2018,12:50,classroom 12:55 PM,,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
327,ASSS_RI_16_Part11,Physical Restraint Documentation Form,02/01/2018,12:58,End Time: 01:25,,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
328,ASSS_RI_16_Part12,Physical Restraint Documentation Form,Incident Date: 02/06/2018,AM,End Time: 11:50,,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
329,ASSS_RI_16_Part13,Physical Restraint Documentation Form,Incident Date: 02/09/2018,PM,End Time: 01:25,,Please check which TCIS physical restraint was employed:Standing Restraint Seated Restraint Supine Restraint
330,ASSS_RI_16_Part14,Physical Restraint Documentation Form,Incident Date: 02/09/2018,01:45,End Time: 02:00,"e was asked to have a seat and he did not, he began running towards the door, so staff stood in front of him to minimize his space and did not like that. He began hitting and kicking staff.",Please check which TCIS physical restraint was employed:Standing Restraint Seated Restraint Supine Restraint
331,ASSS_RI_16_Part15,Physical Restraint Documentation Form,02/12/2018,1:55,classroom 01:26 PM,"was asked to sit down in our break area and he refused to sit down, he began hitting staff and was placed in a small child restraint when after being asked several times to keep hands to self. Physical Restraint Documentation Form",
332,ASSS_RI_16_Part16,Physical Restraint Documentation Form,02/15/2018,9:37,Classroom 9:42 AM,"had been asked to stay in his seat as his body was not in control and he was exhibiting unsafe behavior (crawling on the floor, grabbing at teachers, attempting to scratch and bite). I placed in a small child restraint for",
333,ASSS_RI_16_Part17,Physical Restraint Documentation Form,Incident Date: 02/08/2018,AM,End Time: 09:03,,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
334,ASSS_RI_16_Part18,Physical Restraint Documentation Form,Incident Date: 02/08/2018,AM,classroom 09:2 AM,was very disregulated all morning long (medication related?). was given sensory input from staff on and off all was sitting at his desk with a staff,Please check which TCIS physical restraint was employed:Standing Restraint Seated Restraint Supine Restraint
335,ASSS_RI_16_Part19,Physical Restraint Documentation Form,Incident Date: 02/14/2018,Start Time: 10:12,End Time: 10:30,"orning, including his pressure vest to attempt to give him external support. In a 1:1 working situation at a table with a staff, to calm. was very disregulated all morning long (medication related?). was given sensory input from staff on and off all",
336,ASSS_RI_16_Part2,Physical Restraint Documentation Form,1:38,PM,Time out room 1:43 PM,"was unfocused and refused to use his tools. He ran out of the classroom and tried to leave the building. He stopped with verbal prompts. He was verbally escalated and refused to leave the hallway. He was seated on the floor in the hallway, kicking the floor and hitting the walls. The floaters attempted to deescalate him.",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
337,ASSS_RI_16_Part20,Physical Restraint Documentation Form,2:12,PM,classroom 2:18 PM,"and another student began to argue over the lights, and they began turning them off and on repeatedly. Teacher slammed tried to get them to stop arguing and leave the lights alone but before she was able to get close enough his",
338,ASSS_RI_16_Part21,Physical Restraint Documentation Form,Incident Date: 2/14/18,PM,classroom 2:27 PM,"One of the other students had been taunting and teasing all day, and at the very end of the day, had had",
339,ASSS_RI_16_Part22,Physical Restraint Documentation Form,2/14/18,Start Time: 11:10,classroom 11:18 Observers:,,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
340,ASSS_RI_16_Part23,Physical Restraint Documentation Form,Incident Date: 2/14/18,Incident Location:,classroom 12:50 Observers:,"ran around the room, threw furniture, other students removed from classroom as stex was demanding them",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
341,ASSS_RI_16_Part24,Physical Restraint Documentation Form,02/12/2017,01:35,Gym and Classroom 01:45 PM,,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
342,ASSS_RI_16_Part25,Physical Restraint Documentation Form,02/16/2018,09:30,09:33 AM Observers:,,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
343,ASSS_RI_16_Part26,Physical Restraint Documentation Form,02/02/2018,2:03,Break Room 2:06 PM,was directed to leave the classroom due to the loud crying and distracting her classmates. She refused to comply with staff directions. She then began pushing her body into staff. Staff directed her to keep her body safe or she would have to go to the break room.,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
344,ASSS_RI_16_Part27,Physical Restraint Documentation Form,1:00,PM,Main Lobby 1:20 PM,"was in the lobby yelling and screaming at other students. When was prompted to stop, pegan",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
345,ASSS_RI_16_Part28,Physical Restraint Documentation Form,AM,Start Time: 8:10,End Time: 8:18,"spoke with labout an incident on Friday. stated, ""So, I can't defend myself if he hits me, I didn't",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
346,ASSS_RI_16_Part29,Physical Restraint Documentation Form,Incident Date: 01/30/2018,10:10,End Time: 10:15,"During class, students were playing volleyball. When it was turn to serve, another student said it was his turn, gym said it was his, threw up his hands and said ""I'm not doing this.' Left the gym, picked up a door stopper, threw",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
347,ASSS_RI_16_Part3,Physical Restraint Documentation Form,02/15/2018,PM,1:02 PM Observers:,"A heated verbal altercation was taking place between a group of students. Staff intervened to separate and prevent a physical altercation. came charging down the hallway in an attempt to attack one of the students, who was in",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
348,ASSS_RI_16_Part30,Physical Restraint Documentation Form,10:10,AM,Classroom 10:15 AM,came back to class from the computer lab. She began to engage in verbal insults with another student. She then began swearing and saying inappropriate sexual language towards Once all the other students were,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
349,ASSS_RI_16_Part31,Physical Restraint Documentation Form,01:45,PM,Time Out Room 01:50 PM,"Throughout the day, was refusing to stay in class. While in A.L.E., she ripped up a book, papers, broke a pencil and tried to cut herself, broke the cover off the thermostat and wrote on the projection screen. At approximately 12:30, she left the building and",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
350,ASSS_RI_16_Part32,Physical Restraint Documentation Form,01/16/2018,8:20,End Time: 8:23,"During homeroom, students were starting their day. encouraged to focus on doing his work and",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
351,ASSS_RI_16_Part33,Physical Restraint Documentation Form,1/4/2018,12:05,,,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
352,ASSS_RI_16_Part34,Physical Restraint Documentation Form,1/10/2018,1:45,2:40 Observers: Participants:,,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
353,ASSS_RI_16_Part35,Physical Restraint Documentation Form,Incident Date: 1/29/18,Incident Location:,,,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
354,ASSS_RI_16_Part4,Physical Restraint Documentation Form,Incident Location:,Start Time: :30,End Time: 1: 35,"in his cubby. Staff went to talk with him to ask him what she During a group math activity, got angry and went and salt",Please check which TCIS physical restraint was employed:Standing Restraint Seated Restraint Supine Restraint
355,ASSS_RI_16_Part5,Physical Restraint Documentation Form,2/2/18,Incident Location:,classroom 10:35 Observersa,"was asked to stop making things into weapons with the big legos, He didn't want to stop and when asked again he started throwing the legos. He was escarted to his chair he",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
356,ASSS_RI_16_Part6,Physical Restraint Documentation Form,Incident Date: 2/15/18,Start Time: 10:40,End Time: 10:50,,
357,ASSS_RI_16_Part7,Physical Restraint Documentation Form,2/15/18,Start Time: 12:45,End Time: 1.08,,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
358,ASSS_RI_16_Part8,Physical Restraint Documentation Form,2/15/18,Start Time: 1:35,End Time: 1:50,"grashing into table (where other students were sitting), was 8lays around classroom in his Chair, AB stuff approached him, he",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
359,ASSS_RI_16_Part9,Physical Restraint Documentation Form,02/01/2018,08:47,hallway 09:10 AM,,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
360,ASSS_RI_17-part-1,Physical Restraint Documentation Form,,,,,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
361,ASSS_RI_17-part-10,Physical Restraint Documentation Form,Incident Date: 10/23/2018,1:15,Incident Location: time out room 1:20 PM,"had begun having a difficult time in the classroom, crawling on the floor, running around the room, and tipping over furniture. 'was asked to go to the time out room to calm down. On the way to the time out room",Please check which TCIS physical restraint was employed:Standing Restraint Seated Restraint Supine Restraint
362,ASSS_RI_17-part-11,Physical Restraint Documentation Form,10:30,10:30,End Time: 10:40,earned puzzle for free time. When going to get puzzle he wanted to play game instead. When explained he picked off the puzzle for that free time began to scream. He repeated he wanted to play game. He proceeded to pull things,Please check which TCIS physical restraint was employed:Standing Restraint Seated Restraint Supine Restraint
363,ASSS_RI_17-part-12,Physical Restraint Documentation Form,10/25/2018,140,RM 101 145 PM,"threw chairs among the classroom. She threw chairs at peers. She demonstrated no safety awareness: sliding on floor, spinning around, climbing on furniture. A small child hold was performed. Physical Restraint Documentation Form",Please check which TCIS physical restraint was employed:Standing Restraint Seated Restraint Supine Restraint
364,ASSS_RI_17-part-13,Physical Restraint Documentation Form,10/01/2018,1:47,Classroom 2:03 PM,was not playing,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
365,ASSS_RI_17-part-2,Physical Restraint Documentation Form,09/17/2018,8:45,Classroom 9:00 AM,"was upset when his work felt too hard. He took a break but returned to his seat with a staff to do it. While he was working with his teacher, he was being noncompliant and was repeatedly making noises and not",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
366,ASSS_RI_17-part-3,Physical Restraint Documentation Form,09/17/2018,10:00,10:15 AM Observers:P,"was called over with a group to work. He saw the work and immediately began protesting doing it. Staff assured him he would have assistance. However, he began to yell and scream and try to take materials away from the teacher. He wanted to whiteboard which he was told he could have when he sat and showed that he was ready. This",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
367,ASSS_RI_17-part-4,Physical Restraint Documentation Form,10/09/2018,10:30,End Time: 10:40,has had significant challenges at home involving outside services. This was the first day back from a 4 day weekend.,Please check which TCIS physical restraint was employed:Standing Restraint Seated Restraint Supine Restraint
368,ASSS_RI_17-part-5,Physical Restraint Documentation Form,Incident Location:,11:15,End Time: 11:20,was playing and when the direction went out to the classroom that it was almost time to clean up. asked if it was almost time to go home. When we answered,Please check which TCIS physical restraint was employed:Standing Restraint Seated Restraint Supine Restraint
369,ASSS_RI_17-part-6,Physical Restraint Documentation Form,10/24/2018,AM,Incident Location: 9:10 AM,had been spoken to about being nice to his classmates. became frustrated and walked away from the situation at first,
370,ASSS_RI_17-part-7,Physical Restraint Documentation Form,Incident Date: 10/3/18,Start Time: 9:40,Observers: Participants: School:,"had become upset during an activity, when his teachers attempted to help him understand the activity became escalated and took a break from the activity. When he was ready to rejoin the activity attempted to flip",
371,ASSS_RI_17-part-8,Physical Restraint Documentation Form,Incident Date: 10/3/18,Location: Rn 23-,10:40 9:40 Haldfrom Observers:,(see attached behavior documentation form) Physical intervention required when she began hitting her head on various hard surfaces with,
372,ASSS_RI_17-part-9,Physical Restraint Documentation Form,Incident Date: 10/11/18,hold 1040,Location: Classroom 237 10:46 Observers:,,
373,ASSS_RI_18-part-1,Physical Restraint Documentation Form,Incident Date: 5/2/19,Incident Location:,12 : 50 Observers: Participant,Pushed C outrack and filing Cabinet against door to baricade staff member in. staff democed cabilet and utilled whats and Scledble.,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
374,ASSS_RI_18-part-10,Physical Restraint Documentation Form,09/07/2018,8:40,8:51 AM Observers:n\a,"had spent time in the back of the room relaxing by the cubbles, as he had been escalted and angry for most of the morning, however he had begun rescalating and was attempting to throw school supplies Into the class room. When we moved into closer proximity to",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
375,ASSS_RI_18-part-11,Physical Restraint Documentation Form,09/10/2018,9:30,9:40 AM Observers:,"had been having a tough morning and It had come to their first earned time. had not earned, and had to sit for six minutes before choosing to do something quiet at his desk, When his classmates began choosing the games",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
376,ASSS_RI_18-part-12,Physical Restraint Documentation Form,09/18/2018,12:15,End Time: 12:23,"had been in the time out room calming down, and had returned to class. had attempted to rejoin his class but became escalated and angry, he began crawling on the floor tipping furniture and attempting to hit and scratch",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
377,ASSS_RI_18-part-13,Physical Restraint Documentation Form,09/18/2018,1:15,1:25 PM Observers:,"was taking a break in the back of the room on the classroom beanbag, when he began throwing things that he could find in the cubbies into the classroom. When we approached to protect the other students, he became",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
378,ASSS_RI_18-part-14,Physical Restraint Documentation Form,09/18/2018,1:45,1:52 PM Observers:,"had started to calm down, but became aggressive toward teachers, attempting to; hit, scratch, bite, and kick. We first attempted to maintain a safe distance, but followed his teachers to engage them. We placeds",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
379,ASSS_RI_18-part-15,Physical Restraint Documentation Form,Incident Date: 9/11/18,Start Time: 10:30,Bm237 11915 Observers:,,Please check which TCIS physical restraint was employed:Standing Restraint Seated Restraint Supine Restraint
380,ASSS_RI_18-part-16,Physical Restraint Documentation Form,09/14/2018,10:00,rm 105 10:10 AM,had been asked repeatedly to stop disrupting the class by loudly tapping his jewelry against his desk. He was asked to please be respectful of those trying to learn. He was also informed that he would not be able to wear jewelry in class if he continued to be disruptive.,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
381,ASSS_RI_18-part-17,Physical Restraint Documentation Form,09/06/2018,Start Time: 12:40,End Time: 12:44,was sitting at his desk during quiet time. All of a sudden he jumped up and ran to the back of the room. went back with him and tried to see if he needed help. He refused to talk about what was bothering him. He began threatening to hurt staff and peers.,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
382,ASSS_RI_18-part-18,Physical Restraint Documentation Form,09/07/2018,12:45,Classroom 106 12:55 PM,"Struggling and forcing his way past staff in a manner which escalated to the point of being unsafe (head butting And running forcibly into staff members) to him and staff. Was asked to stop, relax and display control but was unable to do so.",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
383,ASSS_RI_18-part-2,Physical Restraint Documentation Form,Date: 04/30/2019,Start Time: 1:10,Observers: Participants: Schools,"attempted to climb on staff, hit staff with open palm, moved face close to staff's, attempted to hit again",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
384,ASSS_RI_18-part-3,Physical Restraint Documentation Form,Incident Date: 5/9/19,Incident Location: Classwoom,12:02 Observers: Participants:,"hitting grabbing and kicking and disruptive behavias in the form was engaging in physical assession in the ferm of of destroying the clasmwan, thinking chairs, trying to tate spot",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
385,ASSS_RI_18-part-4,Physical Restraint Documentation Form,Incident Date: 5/22/19,Incident Location:,,"knoikedour furniture. previously used a pencil to stab Crisis Team Floater, but they wereable to initially redirect him to stop.",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
386,ASSS_RI_18-part-5,Physical Restraint Documentation Form,09/18/2018,AM,9:35 AM Observers:,was asked to make a lunch choice. The power was out at the school we get our school lunches from. The choice had changed from General Tso chicken to pizza. was very up set about this and was not following directions. She,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
387,ASSS_RI_18-part-6,Physical Restraint Documentation Form,08/07/2018,AM,9:15 AM Observers:,readily transitioned to his OT session via scooter and engaged in apprx 15 min of sensory input before transitioning to a table for motor tasks. A visual/auditory timer to indicate the transition was utilized to preset him. required 1 verbal prompt to transition but became physically aggressive (scratching therapists face and arms and,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
388,ASSS_RI_18-part-7,,Date: 8/7/18,,,,
389,ASSS_RI_18-part-8,Physical Restraint Documentation Form,Date: 9/27/18,Incident Location: Rm237,7 hold 11:04- 11:19 am,Upon returning from gym he became pre-occupied with a refusal argumentative behaviors throughout the morning pair of sussers from his desk . He began to wieldtee,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
390,ASSS_RI_18-part-9,Physical Restraint Documentation Form,09/07/2018,AM,End Time: 8:25,"had a very difficult time coming in from the bus. Once in class, escalated to violence and began hitting, kicking, and scratching his teacher. We placeda",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
391,ASSS_RI_19-part-10,Physical Restraint Documentation Form,Incident Location: PT/Art Rum Time: 210-2202,Start Time: 150-13and,,,
392,ASSS_RI_19-part-11,Physical Restraint Documentation Form,09/24/2018,9:50,OT/PT Area 10:45 (3 diff. restraints) AM,"had taken a break during Math. When he returned, the bell had rung, and the other students were working on Social Studies. This was discussed with him while walking back from his break but soon after he returned to the classroom he screamed he wanted to finish his Math. He left the room and went back to the OT/PT area. Once in the",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
393,ASSS_RI_19-part-12,Physical Restraint Documentation Form,AM,Start Time: 9:30,End Time: 11:30,"was upset that it was not recess time yet. He took a break and after 20 minutes of screaming and bouncing on the therapy ball he was able to process and develop a plan with his teacher, appeared calm and",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
394,ASSS_RI_19-part-13,Physical Restraint Documentation Form,09/07/2018,AM,End Time: 10:40,"When coming back in from playground time checked his locker and got upset that he forgot his water bottle. He started to run down the hallway of the pod, When stopped by",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
395,ASSS_RI_19-part-14,Physical Restraint Documentation Form,Incident Date: 09/11/2018,9:0 0,Incident Location: Classroom 9:30 Observers,"During an assembly; got up and left without asking staff. When approached in the hallway he began to he hit, kick and pull on staff hair. When assistance came, he was led to the classroom break area. When in the break area, child",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
396,ASSS_RI_19-part-15,Physical Restraint Documentation Form,8:40,AM,8:50 PM Observers:R,"classroom he took a break, talked with a grown up and was okay to return to his desk to start the day. When the and got upset when he was in line for breakfast and a classmate touched his tray. Once he returned to the teacher was going over the schedule",
397,ASSS_RI_19-part-2,Physical Restraint Documentation Form,Incident Date: 09/18/2018,AM,Incident Location: 8:39 AM,"continued to be aggressive toward staff; had been punching, very upset slapping, and and unsafe kicking on the morning was bus, placed once in inside a small the child school, restraint to maintain staff safety. ID#:",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
398,ASSS_RI_19-part-3,Physical Restraint Documentation Form,09/28/2018,AM,Classroom 9:20 AM,"The class was transitioning to take their Spelling Test. did not want to complete his test. He started yelling out, ""This work is boring"". He wanted to tear, up the sheet but was reminded of the rule path and play time.",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
399,ASSS_RI_19-part-4,Physical Restraint Documentation Form,09/14/2018,Start Time: 1:40pm,1:45pm Observers: Participants:,was upset that he did not earn at free time. He was given cholces of things that he could do at his desk but he did not want to do any of them. He started yelling at staff and got out of his seat and went to the toy area. He was redirected back to his seat. At this time he started kicking furniture and staff. Trying to punch at staff. At this time,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
400,ASSS_RI_19-part-5,Physical Restraint Documentation Form,09/11/2018,12:40,End Time: 12:45,"was behaving in an anxious manner today. He found out this a.m. that he was going to be taking the bus home instead of mom picking him up. At lunch, a peer was talking to a staff.",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
401,ASSS_RI_19-part-6,Physical Restraint Documentation Form,09/18/2018,12:55,Classroom 106 1:10 PM,"was in the class and felt that there was an unfair event. Staff tried to explain the event to he became upset and ran out of the room and then out of the building. Staff was able to get him back in the bldg., and into the room.",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
402,ASSS_RI_19-part-7,Physical Restraint Documentation Form,9/6/18,Start Time: 1st 9:5 5,End Time: 15 10:01,"Ian demanded, threatened, Kicked staff, Second restraint injurying & physically assaulting",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
403,ASSS_RI_19-part-8,Physical Restraint Documentation Form,9/11/18,Incident Location:,Hallway Observers: Participants:,"was told that he would have time at 11:00 to do back work. He banged his head, stomped verpally feet",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
404,ASSS_RI_19-part-9,Physical Restraint Documentation Form,9/25/18,1240,12:52 Observers: Participants:,See attached typed by Was a Life Space Interview (LSI) done after the restraint? Yes,
405,ASSS_RI_20-part-1,Physical Restraint Documentation Form,10/9/18,1:18,nurse's office Observers: Participants:,"was physically aggressive towards Staff - punching', Kicking, slapping, threatening Was a Life Space Interview (LSI) done after the restraint?",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
406,ASSS_RI_20-part-10,Physical Restraint Documentation Form,10/11/2018,10:35,11:10 AM Observers:,"became upset about having to rewrite a sentence. He started ripping and eating his paper. He then tore up other papers at his desk. When he tried tipping his desk, it was taken. When he tried throwing a nearby chair, he was escorted to the classroom quiet area. Once there, he began kicking cabinets and throwing pillows out at peers.",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
407,ASSS_RI_20-part-11,Physical Restraint Documentation Form,Incident Date: 10/25/18,,10:45 Observers: Participants:,to hit & bite TA a fter being escorted from art for being disruptive to Howing was cursing reminded at and not direction.,
408,ASSS_RI_20-part-12,Physical Restraint Documentation Form,10/02/2018,Incident Location:,10:30 Observers: Participants,,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
409,ASSS_RI_20-part-13,Physical Restraint Documentation Form,11/02/2018,Incident Location:,9:30 Observers: Participants:,,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
410,ASSS_RI_20-part-14,Physical Restraint Documentation Form,Incident Date: 11/9/18,End Time:,Observers: Participants: School:,"Students from leaving the area When he tried to use his body to block became physical towards them, floaters med",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
411,ASSS_RI_20-part-15,Physical Restraint Documentation Form,Incident Date: 11/9/18,Start Time: 8:20 am,8:40 am Observers: Participants:,,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
412,ASSS_RI_20-part-16,Physical Restraint Documentation Form,Incident Date: 11/8/18,Start Time: 2:03,End Time: 2:15,"was walking in the hallway and continued to pull doun pant in attempt to dig Isnear feed. Redirection, remind preventotice reasures. TO ensure safety. small child",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
413,ASSS_RI_20-part-2,Physical Restraint Documentation Form,10/17/18,Start Time: 1:35,End Time: 1:47,"Sweang dismptive in cksnoun prompted to take break (walk down in to the dis the time ant roun. Behanas continued so a releaser tic restant hallway) and smeer. m hallway, Crisis began team inthered hittingibutive and and sately pulling redricted pants him to",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
414,ASSS_RI_20-part-3,Physical Restraint Documentation Form,10/1/18,12:15,Rm. 20 12:30 Observers:,,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
415,ASSS_RI_20-part-4,Physical Restraint Documentation Form,Incident Date: 10/23/2018,11:00,Incident Location: Classroom 11:15 Observersi,"attempted his to kick at another student. When brought to break area he attempted to throw objects, threaten staff frustration increased and he threw his desk. While being directed to move to break are with two staff assistance, and was working on math when he began- to scream In frustration. When the staff instructed to him to use his tools, he",Please check which TCIS physical restraint was employed:Small Child Nestraint Standing Restraint seated Restraint
416,ASSS_RI_20-part-5,Physical Restraint Documentation Form,10/24/2018,8:45-,8:50 AM Observers',"was told he would be working on his journal. He immediately got frustrated and began to yell. Classroom staff reminded him that if he's not ready he can take a break to get ready, He ran to the break area screaming and began throwing bean bag chairs around and pushing staff and kicking the divider wall very hard. He was put into a restraint in",Please check which TCIS physical restraint was employed:Small Chlld Restraint Standing Restraint Seated Restraint
417,ASSS_RI_20-part-6,Physical Restraint Documentation Form,Incident Date: 10/10/2018,Incident Location: Classroom,End Time: 12:00,The class was directed to sit quietly before starting recess after a very loud snack time. began arguing about needing to walt. By the time he was ready he was told that he had 5 minutes to play. This angered him and he,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
418,ASSS_RI_20-part-7,Physical Restraint Documentation Form,Incident Date: 10/11/2018,Incident Location:,Classroom 9:45 Observers,"was participating calmly in a journal activity. He drew a picture with pencil and he was asked to add some color to it. He began screaming that he hates color and refused to add color. Then he stood up and began scribbling all over the chalkboard then began to run around the room. He went to the back area of the room, threw a therapy ball and",Please check which TCIS physical restraint was employed:Small Chila Restraint Standing Restraint Seated Restraint
419,ASSS_RI_20-part-8,Physical Restraint Documentation Form,Incident Date: 10/11/2018,Incident Location:,End Time: 1:15,,Please check which TCIS physical restraint was employed:Small Standing Restraint Seated Restraint
420,ASSS_RI_20-part-9,Physical Restraint Documentation Form,10/25/2018,Incident Location: Classroom,End Time: 10:03 am,"it started when was in OT, he had to leave the group due to hitting another student and was running around the pod. When",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
421,ASSS_RI_21-part-1,Physical Restraint Documentation Form,,,,"was walking in the hallway and continued to pull doun pant in attempt to dig Isnear feed. Redirection, remind preventotice reasures. TO ensure safety. small child",
422,ASSS_RI_21-part-10,Physical Restraint Documentation Form,11:05,AM,classroom 11:10 AM,"was given the instruction to clean up and get ready for lunch. He did not want to clean up and when his 1:1 began to clean up he became angry, when 1:1 and teacher finished cleaning he lost control of himself. He fell to the floor was rolling around, kicking, trying to bit, pulling hair, and banging his head into staff and on the floor.",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
423,ASSS_RI_21-part-11,Physical Restraint Documentation Form,Incident Date: 11/27/18,Start Time: 12 : 15,End Time: 12:18,,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
424,ASSS_RI_21-part-12,Physical Restraint Documentation Form,12/06/2018,Start Time: 10:15,10:21 AM Observers:,"-was frustrated-during literacy-centers. He was writing the letter ""Yy"" on a worksheet. did not want to complete the work. He took a quick 2 minute break with his head down at his desk, but would re-escalate each time he was",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
425,ASSS_RI_21-part-2,Physical Restraint Documentation Form,11/ 9/ 18,Incident Location:,10:35 Observers: Participants:,"student was coicing suicidal ideation. ShE tooks 2 paperclips straightened thEm). she then tried to cut hEr currst, with them. I told heo",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
426,ASSS_RI_21-part-3,Physical Restraint Documentation Form,11/15/2018,AM,11:39 AM Observers:,,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
427,ASSS_RI_21-part-4,Physical Restraint Documentation Form,11/28/2018,10:55,End Time: 11:00,"I was very hyper, impulsive, and agitated from the beginning of the morning. He had not done his Homework the night before and knew he would have to make it up at snack time.",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
