,id,doc_type,school_name,date,restraint_type,duration,description
648,SUL_RI_01_Part60,BEHAVIORAL INCIDENT REPORT,Program:White Sulphur Springs School Date of Incident: 2/29/2016,White Sulphur Springs School Date of Incident: 2/29/2016,"Type of Hold:Standing Hold2 Person3 PersonDuration of Hold: Click here to enter text. hr(s) 7,7 min(s)Rationale for Physical Intervention Used:","Duration of Hold: Click here to enter text. hr(s) 7,7 min(s)","Student was in ALC at 9:52am. He was given several choices of places to sit. He continuous ran around the room. Climbedunder and on furniture. Staff attempted several responses to deesclate the behaviors which included ignoring, reinforcingappropriate behaviors and redirection. AL were unsuccessful and they were tried for the 112 minutes the student was inALC.When"
649,SUL_RI_01_Part600,BEHAVIORAL INCIDENT REPORT,Program: WSS- Special ED Date of Incident: 11/13/2017Day of the Week:,Program: WSS- Special ED Date of Incident: 11/13/2017,Type of Hold:Duration of Hold: 5 mint (s)Danger of physical injury to selfRationale-for Physical Intervention Used:Danger of physical injury to staffDanger of physical injury to others,Duration of Hold: 5 mint (s),
650,SUL_RI_01_Part601,BEHAVIORAL INCIDENT REPORT,Program:SPARC Date of Incident: 11/0/2017,SPARC Date of Incident: 11/0/2017,Type of Hold:Duration of Hold: 4 min(s)Danger of physical injury to selfRationale for Physical Intervention Used:Danger of physical injury to staffDanger of physical injury to others,Duration of Hold: 4 min(s),
651,SUL_RI_01_Part602,BEHAVIORAL INCIDENT REPORT,Program: 8:1:3 Date of Incident: 11/29/2017Day of the Week:,Program: 8:1:3 Date of Incident: 11/29/2017,Type of Hold:Duration of Hold: 2 min(s)Danger of physical injury to selfRationale for Physical-Intervention Used:Danger of physical injury to staffDanger of physical injury to others,Duration of Hold: 2 min(s),
652,SUL_RI_01_Part603,BEHAVIORAL INCIDENT REPORT,Program:SPARC Date of Incident: 11/30/2017,SPARC Date of Incident: 11/30/2017,Type of Hold:Duration of Hold: Click here to enter text. hr(s) 2 min(s)Danger of physical injury to selfRationale for Physical Intervention Used:Danger of physical injury to staffDanger of physical injury to others,Duration of Hold: Click here to enter text. hr(s) 2 min(s),"vas in the gymnasium. He was physically aggressive and tried to punch me. I put into a PRT and walked into thehallway and into ALC. He began kicking me, so I initiated a prone PRT. ALC staff switched with me, so I could rejoin myclass..Your Actions:Click here to enter text."
653,SUL_RI_01_Part604,BEHAVIORAL INCIDENT REPORT,Program:SPARC Date of Incident: 11/21/2017,SPARC Date of Incident: 11/21/2017,Type of Hold:Duration of Hold: Click here to enter text. hr(s) 2 min(s)Danger-of physical injury to selfRationale for Physical Intervention Used:Danger of physical injury to staffDanger of physical injury to others,Duration of Hold: Click here to enter text. hr(s) 2 min(s),"was in the gymnasium. He was physically aggressive and tried to punch me. I put - nto a PRT and walked into thehallway. He began kicking me, so I initiated a prone PRT. As he calmed, he was released and went to ALC with ALC staff.Your Actions:Click here to enter text.What did you tell the child about the behavior"
654,SUL_RI_01_Part605,BEHAVIORAL INCIDENT REPORT,Program: WSS SP ED Date of Incident: 11/29/2017Day of the Week:,Program: WSS SP ED Date of Incident: 11/29/2017,Type of Hold:Duration of Hold: 7 min(s)Danger of physical injury to selfRationale for Physical Intervention Used:Danger of physical injury to staffDanger of physical injury to others,Duration of Hold: 7 min(s),
655,SUL_RI_01_Part606,BEHAVIORAL INCIDENT REPORT,Program:WSS - Special Education Date of Incident: 11/29/2017,WSS - Special Education Date of Incident: 11/29/2017,Type of Hold:Duration of Hold: 2 min(s)Danger of physical injury to selfRationale for Physical Intervention Used:Danger of physical injury to staffDanger of physical injury to others,Duration of Hold: 2 min(s),
656,SUL_RI_01_Part607,BEHAVIORAL INCIDENT REPORT,Program: Wss Special Education Date of Incident: 11/1/17Day of Week: Mon.,Program: Wss Special Education Date of Incident: 11/1/17,Type of hold: Small ChildStanding Hold:2 Person:3 Person:Duration of hold:hr(s). 22min(s).,hr(s). 22min(s).,"When morning meeting was over, it was time to transition to groups. One staff attempted to helpgo from his seat to the reading group, this was unsuccessful as he retrieved his schedulebook and then returned to his desk. At this point the teacher, went over and tried to engage!and transition him to the reading table."
657,SUL_RI_01_Part608,BEHAVIORAL INCIDENT REPORT,Program:WSS Special Education Date of Incident:,Day of the Week:,Type of Hold:Duration of Hold: 3 min(s)Danger of physical injury to selfRationale for Physical Intervention Used:Danger of physical injury to staffin Danger of physical injury to others,Duration of Hold: 3 min(s),
658,SUL_RI_01_Part609,BEHAVIORAL INCIDENT REPORT,Program: WSS Special Ed. Date of Incident: 11/13/2017Day of the Week:,Program: WSS Special Ed. Date of Incident: 11/13/2017,Type of Hold:Duration of Hold: 3 min(s)Danger of physical injury to selfRationale for Physical Intervention Used:Danger of physical injury to staffDanger of physical injury to others,Duration of Hold: 3 min(s),
659,SUL_RI_01_Part61,BEHAVIORAL INCIDENT REPORT,Program:White Sulphur Springs School Date of Incident: 2/29/2016,White Sulphur Springs School Date of Incident: 2/29/2016,"Type of Hold:Duration of Hold: Click here to enter text. hr(s) 5, 8, 6, 5 min(s)Rationale for Physical Intervention Used:Danger of physical injury to selfDanger of physical injury to staffDanger of physical injury to others","Duration of Hold: Click here to enter text. hr(s) 5, 8, 6, 5 min(s)",Student refused to come out of bathroom stall. He began climbing on top of the bathroom stall. Courtney Lyons-King wasable to get student down and he became physically aggressive when redirected to ALC (hitting and attempting to punch).Courtney Lyons-King placed student in a PRT which lasted approximately 6 minutes. Student was calm for a few minutesand refused to go back to the classroom. Student quickly escalated when other student were in ALC. He became physicallyaggressive (pushing staff and attempting to punch). Courtney Lyons-King and Teri Knight placed student in another PRT
660,SUL_RI_01_Part610,BEHAVIORAL INCIDENT REPORT,Program: Wss Special Ed Date of Incident: 11/15/2017Day of the Week:,Program: Wss Special Ed Date of Incident: 11/15/2017,Type of Hold:Duration of Hold: 5 min(s)Danger of physical injury to selfRationale for Physical Intervention Used:Danger of physical injury to staffDanger of physical injury to others,Duration of Hold: 5 min(s),
661,SUL_RI_01_Part611,BEHAVIORAL INCIDENT REPORT,Program:WSS-Special Ed Date of Incident: 11/16/2017,WSS-Special Ed Date of Incident: 11/16/2017,Type of Hold:Duration of Hold: 12 min(s)Danger of physical injury to selfRationale for Physical Intervention Used:Danger of physical injury to staffDanger of physical injury to others,Duration of Hold: 12 min(s),
662,SUL_RI_01_Part612,BEHAVIORAL INCIDENT REPORT,Program: Wss Special Ed Date of Incident: 11/16/2017Day of the Week:,Program: Wss Special Ed Date of Incident: 11/16/2017,Type of Hold:Duration of Hold: 3 min(s)Danger of physical injury to selfRationale for Physical Intervention Used:Danger of physical injury to staffDanger of physical injury to others,Duration of Hold: 3 min(s),
663,SUL_RI_01_Part613,BEHAVIORAL INCIDENT REPORT,Program:Wss- Special Ed Date of Incident: 11/28/2017,Wss- Special Ed Date of Incident: 11/28/2017,Type of Hold:Duration of Hold: 4 min(s)Danger of physical injury to selfRationale for Physical Intervention Used:Danger of physical injury to staffDanger of physical injury to others,Duration of Hold: 4 min(s),
664,SUL_RI_01_Part614,BEHAVIORAL INCIDENT REPORT,Program:WSS- Special Ed Date of Incident: 11/29/2017,WSS- Special Ed Date of Incident: 11/29/2017,Type of Hold:Duration of Hold: 2 min(s)Rationale for Physical Intervention Used:Danger of physical injury to selfDanger of physical injury to staffDanger of physical injury to others,Duration of Hold: 2 min(s),
665,SUL_RI_01_Part615,BEHAVIORAL INCIDENT REPORT,Program: WSS special ed. Date of Incident: 11/29/2017Day of the Week:,Program: WSS special ed. Date of Incident: 11/29/2017,Type of Hold:Duration of Hold: 5 min(s)Danger of physical injury to selfRationale for Physical Intervention Used:Danger of physical injury to staffDanger of physical injury to others,Duration of Hold: 5 min(s),
666,SUL_RI_01_Part616,BEHAVIORAL INCIDENT REPORT,Program:WSS special ed. Date of Incident: 11/30/2017,WSS special ed. Date of Incident: 11/30/2017,Type of Hold:Duration of Hold: 1 min(s)Danger of physical injury to selfRationale for Physical Intervention Used:Danger of physical injury to staffDanger of physical injury to others,Duration of Hold: 1 min(s),
667,SUL_RI_01_Part617,BEHAVIORAL INCIDENT REPORT,Program:WSS special ed. Date of Incident: 11/30/2017,WSS special ed. Date of Incident: 11/30/2017,Type of Hold:Duration of Hold: 5 min(s)Rationale for Physical Intervention Used:Danger of physical injury to selfDanger of physical injury to staffDanger of physical injury to others,Duration of Hold: 5 min(s),
668,SUL_RI_01_Part618,BEHAVIORAL INCIDENT REPORT,Program: WSS Special Ed. Date of Incident: 11/7/2017Day of Week: Mon.,Program: WSS Special Ed. Date of Incident: 11/7/2017,Type of hold: Small ChildStanding Hold:2 Person:3 Person:Duration of hold:hr(s). 6min(s).,hr(s). 6min(s).,"When we returned from pictures being taken, it was time to go to our groups,refused to goto reading group and went to the corner. When he was approached by staff to be directed to hisgroup he started hitting staff.( was told that if he continued hitting staff he would be placed"
669,SUL_RI_01_Part619,BEHAVIORAL INCIDENT REPORT,Program: WSS Special Ed. Date of Incident: 11/8/2017Day of Week: Mon.,Program: WSS Special Ed. Date of Incident: 11/8/2017,Type of hold: Small ChildStanding Hold:2 Person:3 Person:Duration of hold:hr(s). 9min(s).,hr(s). 9min(s).,"During Sciencewas playing with stuffed animals, was directed by staff to put them awayfor later. He refused so staff managed to get one of them. The teacher took the other one, and hestarted hitting.was told if he continued hitting he would be placed in a hold. He continued"
670,SUL_RI_01_Part62,BEHAVIORAL INCIDENT REPORT,Program:Stars Date of Incident: 2/25/2016,Stars Date of Incident: 2/25/2016,Type of Hold:Duration of Hold: Click here to enter text. nr(s) 1 min(s)Rationale for Physical Intervention Used:Danger of physical injury to selfDanger of physical injury to staffDanger of physical injury to others,Duration of Hold: Click here to enter text. nr(s) 1 min(s),Trying to do science needed forto sit in seat. Tried to do work but smack staff in face.Your Actions:Standing restraint for 2 minutesWhat did you tell the child about the behavior
671,SUL_RI_01_Part620,BEHAVIORAL INCIDENT REPORT,Program:Special ed Date of Incident: 11-08-2017Day of Week: Mon.,Program:Special ed Date of Incident: 11-08-2017,Type of hold: Small ChildStanding Hold:2 Person:3 Person:Duration of hold:hr(s). 4 min(s).,hr(s). 4 min(s).,"During Science group,was complaining that she wanted to go home. I told her that herbus would be here to pick her up at 2 pm. She then got out of her seat and opened the classroomdoor and started calling me a bitch and that she wanted to go see her counselor. I directedback to her seat, and she then hit me. I told her that if she hit me again I would have to hold her."
672,SUL_RI_01_Part621,BEHAVIORAL INCIDENT REPORT,Program:Special ed Date of Incident: 11-13-2017Day of Week: Mon.,Program:Special ed Date of Incident: 11-13-2017,Type of hold: Small ChildStanding Hold:2 Person:3 Person:Duration of hold:hr(s). 6min(s).,hr(s). 6min(s).,"After group speech,Lid not want to follow her schedule to social studies. She went to thecomputer and began to block another student from starting his computer group time.Your actions:I went over to the computer area and tried to encourag"
673,SUL_RI_01_Part622,BEHAVIORAL INCIDENT REPORT,Program:WSS-Special ED,Click hereto enter a date.,Type of Hold:Duration of Hold: 2 min(s)Rationale for Physical Intervention Used:Danger of physical injury to selfDanger of physical injury to staffDanger of physical injury to others,Duration of Hold: 2 min(s),
674,SUL_RI_01_Part623,BEHAVIORAL INCIDENT REPORT,Program: WSS-Special Ed Date of Incident: 11/27/2017Day of the Week:,Program: WSS-Special Ed Date of Incident: 11/27/2017,Type of Hold:Duration of Hold: 2 min(s)Danger of physical injury to selfRationale for Physical Intervention Used:Danger of physical injury to staffDanger of physical injury to others,Duration of Hold: 2 min(s),
675,SUL_RI_01_Part624,BEHAVIORAL INCIDENT REPORT,Program: WSS-Special Ed Date of Incident: 11/27/2017Day of the Week:,Program: WSS-Special Ed Date of Incident: 11/27/2017,Type of Hold:Duration of Hold: 4 min(s)Rationale for Physical Intervention Used:Danger of physical injury to selfDanger of physical injury to staffDanger of physical injury to others,Duration of Hold: 4 min(s),
676,SUL_RI_01_Part625,BEHAVIORAL INCIDENT REPORT,Program:WSS Special Ed Date of Incident: 11/7/2017,WSS Special Ed Date of Incident: 11/7/2017,Type of Hold:Duration of Hold: 3 min(s)Danger of physical injury to selfRationale for Physical Intervention Used:Danger of physical injury to staffDanger of physical injury to others,Duration of Hold: 3 min(s),
677,SUL_RI_01_Part626,BEHAVIORAL INCIDENT REPORT,Program: WSS- Special ED Date of Incident: 11/8/2017Day of the Week:,Program: WSS- Special ED Date of Incident: 11/8/2017,"Type of Hold:Duration of Hold: 2, 3 min(s)Danger of physical injury to selfRationale for Physical Intervention Used:Danger of physical injury to staffDanger of physical injury to others","Duration of Hold: 2, 3 min(s)",
678,SUL_RI_01_Part627,BEHAVIORAL INCIDENT REPORT,Program: WSS Special Ed Date of Incident: 11/8/2017Day of the Week:,Program: WSS Special Ed Date of Incident: 11/8/2017,Type of Hold:Duration of Hold: 4 min(s)Danger of physical injury to selfRationale for Physical Intervention Used:Danger of physical injury to staffDanger of physical injury to others,Duration of Hold: 4 min(s),
679,SUL_RI_01_Part628,BEHAVIORAL INCIDENT REPORT,Program: WSS Special Ed Date of Incident: 11/15/2017Day of the Week:,Program: WSS Special Ed Date of Incident: 11/15/2017,Type of Hold:Duration of Hold: 4 min (s)Danger of physical injury to selfRationale for Physical Intervention Used:Danger of physical injury to staffDanger of physical injury to others,Duration of Hold: 4 min (s),
680,SUL_RI_01_Part629,BEHAVIORAL INCIDENT REPORT,Program:WSS- Special Ed Date of Incident: 11/17/2017,WSS- Special Ed Date of Incident: 11/17/2017,Type of Hold:Duration of Hold: 4 min(s)Danger of physical injury to selfRationale for Physical Intervention Used:Danger of physical injury to staffDanger of physical injury to others,Duration of Hold: 4 min(s),
681,SUL_RI_01_Part63,BEHAVIORAL INCIDENT REPORT,Program:White Sulphur Springs School Date of Incident: 3/2/2016,White Sulphur Springs School Date of Incident: 3/2/2016,Type of Hold:Standing Hold2 Person3 PersonDuration of Hold:Click here to enter text.,Click here to enter text.,"Stephanie Staudt was placing demand on student during office activity. Student began hitting staff several times.Stephanie stepped back and continued to place demand. Student continued to hit staff. She attempted to redirect studenthowever was not successful and aggression continued. Student was placed in a small child hold for approximately 4minutes. During the hold, student bit staff. The hold progressed to a PRT secondary with Courtney Lyons-King assistingwith the legs. During the hold, student continued to pinch and scratch staff. Once student was calm, the hold was"
682,SUL_RI_01_Part630,BEHAVIORAL INCIDENT REPORT,Program:WSS Special Ed Date of Incident: 11/20/2017,WSS Special Ed Date of Incident: 11/20/2017,Type of Hold:Duration of Hold: 3 min(s)Danger of physical injury to selfRationale for Physical Intervention Used:Danger of physical injury to staffDanger of physical injury to others,Duration of Hold: 3 min(s),
683,SUL_RI_01_Part631,BEHAVIORAL INCIDENT REPORT,Program:WSS - Special Education Date of Incident: 11/29/2017,WSS - Special Education Date of Incident: 11/29/2017,Type of Hold:Duration of Hold: 2 min(s)Rationale for Physical Intervention Used:Danger of physical injury to selfDanger of physical injury to staffDanger of physical injury to others,Duration of Hold: 2 min(s),
684,SUL_RI_01_Part632,BEHAVIORAL INCIDENT REPORT,Program:8:1:3 Date of Incident: 11/7/2017,8:1:3 Date of Incident: 11/7/2017,Type of Hold:Duration of Hold: 6 min(s)Danger of physical injury to selfRationale for Physical Intervention Used:Danger of physical injury to staffDanger of physical injury to others,Duration of Hold: 6 min(s),
685,SUL_RI_01_Part633,BEHAVIORAL INCIDENT REPORT,Program: 8:1:3 Date of Incident: 11/8/2017Day of the Week:,Program: 8:1:3 Date of Incident: 11/8/2017,Type of Hold:Standing Hold2 PersonDuration of Hold: 8 min(s)Rationale for Physical Intervention Used:Danger of physical injury to self,Duration of Hold: 8 min(s),
686,SUL_RI_01_Part634,BEHAVIORAL INCIDENT REPORT,Program:WSS- Special Ed Date of Incident: 11/17/2017,WSS- Special Ed Date of Incident: 11/17/2017,Type of Hold:Duration of Hold: 5 min(s)Rationale for Physical Intervention Used:Danger of physical injury to selfDanger of physical injury to staffDanger of physical injury to others,Duration of Hold: 5 min(s),
687,SUL_RI_01_Part635,BEHAVIORAL INCIDENT REPORT,Program:WSS SP ED Date of Incident: 11/20/2017,WSS SP ED Date of Incident: 11/20/2017,Type of Hold:Duration of Hold:4min(s)Rationale for Physical Intervention Used:Danger of physical injury to self,4,
688,SUL_RI_01_Part636,BEHAVIORAL INCIDENT REPORT,Program:Special Education - WSS Date of Incident: 11/20/2017,Special Education - WSS Date of Incident: 11/20/2017,Type of Hold:Standing Hold2 PersonDuration of Hold: 6 min(s)Rationale for Physical Intervention Used:Danger of physical injury to self,Duration of Hold: 6 min(s),
689,SUL_RI_01_Part637,BEHAVIORAL INCIDENT REPORT,Program:WSS Sp Ed Date of Incident: 11/1/2017,WSS Sp Ed Date of Incident: 11/1/2017,Type of Hold:Duration of Hold: 30sec 30sec 1 min(s)Danger of physical injury to self3Rationale for Physical Intervention Used:Danger of physical injury to staff,Duration of Hold: 30sec 30sec 1 min(s),
690,SUL_RI_01_Part638,BEHAVIORAL INCIDENT REPORT,Program:WSS SPED Date of Incident: 11/3/2017,WSS SPED Date of Incident: 11/3/2017,Type of Hold:Duration of Hold: 4 min(s)Rationale for Physical Intervention Used:Danger of physical injury to selfDanger of physical injury to staffDanger of physical injury to others,Duration of Hold: 4 min(s),
691,SUL_RI_01_Part639,BEHAVIORAL INCIDENT REPORT,Program:WSS Special Ed,Date of Incident: 11/7/2017,"Type of Hold:Duration of Hold: 5, 4, min(s)Danger of physical injury to selfRationale for Physical Intervention Used:Danger of physical injury to staffDanger of physical injury to others","Duration of Hold: 5, 4, min(s)",
692,SUL_RI_01_Part64,BEHAVIORAL INCIDENT REPORT,Program: WSS- Special Ed Date of Incident: 3/4/2016Day of the Week:,Program: WSS- Special Ed Date of Incident: 3/4/2016,"Type of Hold:Standing Hold2 Person3 PersonDuration of Hold:Click here to enter text. hr(s) 3,5,12 min(s)","Click here to enter text. hr(s) 3,5,12 min(s)",Studentwashavingdifficulty during breakfast. She was engaging in verbal aggression towards peers. This was redirected.She attempted to
693,SUL_RI_01_Part640,BEHAVIORAL INCIDENT REPORT,Program:SP ED WSS Date of Incident: 11/7/2017,SP ED WSS Date of Incident: 11/7/2017,"Type of Hold:Duration of Hold: 1,3 min(s)Danger of physical injury to selfRationale for Physical Intervention Used:Danger of physical injury to staffDanger of physical injury to others","Duration of Hold: 1,3 min(s)",
694,SUL_RI_01_Part641,BEHAVIORAL INCIDENT REPORT,Program:SP ED WSS Date of Incident: 11/7/2017,SP ED WSS Date of Incident: 11/7/2017,Type of Hold:Duration of Hold: 3 min(s)Danger of physical injury to selfRationale for Physical Intervention Used:Danger of physical injury to staffDanger of physical injury to others,Duration of Hold: 3 min(s),
695,SUL_RI_01_Part642,BEHAVIORAL INCIDENT REPORT,Program:WSS SP ED Date of Incident: 11/7/2017,WSS SP ED Date of Incident: 11/7/2017,Type of Hold:Duration of Hold: 3 min(s)Danger of physical injury to selfRationale for Physical Intervention Used:Danger of physical injury to staffDanger of physical injury to others,Duration of Hold: 3 min(s),
696,SUL_RI_01_Part643,BEHAVIORAL INCIDENT REPORT,Program:WSS Special Ed,Date of Incident: 11/7/2017,"Type of Hold:Duration of Hold: 3,3,1,1,3 min(s)5Danger of physical injury to selfRationale for Physical Intervention Used:Danger of physical injury to staff","Duration of Hold: 3,3,1,1,3 min(s)",
697,SUL_RI_01_Part644,BEHAVIORAL INCIDENT REPORT,Program:WSS - Special Education Date of Incident: 11/9/2017,WSS - Special Education Date of Incident: 11/9/2017,"Type of Hold:Duration of Hold: 2, ,2,2 min(s)Danger of physical injury to selfRationale for Physical Intervention Used:Danger of physical injury to staffDanger of physical injury to others","Duration of Hold: 2, ,2,2 min(s)",
698,SUL_RI_01_Part645,BEHAVIORAL INCIDENT REPORT,Program: WSS - Special Education Date of Incident: 11/13/2017Day of the Week:,Program: WSS - Special Education Date of Incident: 11/13/2017,Type of Hold:Duration of Hold: 16 min(s)Danger of physical injury to selfRationale for Physical Intervention Used:Danger of physical injury to staffDanger of physical injury to others,Duration of Hold: 16 min(s),
699,SUL_RI_01_Part646,BEHAVIORAL INCIDENT REPORT,Program:WSS- - Special Ed Date of Incident: 11/13/2017,WSS- - Special Ed Date of Incident: 11/13/2017,"Type of Hold:Duration of Hold: 2, 4 min( (s)Danger of physical injury to selfRationale for Physical Intervention Used:Danger of physical injury to staffDanger of physical injury to others","Duration of Hold: 2, 4 min( (s)",
700,SUL_RI_01_Part647,BEHAVIORAL INCIDENT REPORT,Program:WSS SP ED Date of Incident: 11/21/2017,WSS SP ED Date of Incident: 11/21/2017,"Type of Hold:Duration of Hold: 6,9 min(s)2Danger of physical injury to selfRationale for Physical Intervention Used:Danger of physical injury to staff","Duration of Hold: 6,9 min(s)",
701,SUL_RI_01_Part648,BEHAVIORAL INCIDENT REPORT,Program: WSS Sp Ed Date of Incident: 11/28/2017Day of the Week:,Program: WSS Sp Ed Date of Incident: 11/28/2017,"Type of Hold:Duration of Hold: 1,3 min(s)2Danger of physical injury to selfRationale for Physical Intervention Used:Danger of physical injury to staff","Duration of Hold: 1,3 min(s)",
702,SUL_RI_01_Part649,BEHAVIORAL INCIDENT REPORT,Program:WSS Spec Ed Date of Incident: 11/29/2017,WSS Spec Ed Date of Incident: 11/29/2017,Type of Hold:Duration of Hold: 2 min(s)Danger of physical injury to selfRationale for Physical Intervention Used:Danger of physical injury to staffDanger of physical injury to others,Duration of Hold: 2 min(s),
703,SUL_RI_01_Part65,BEHAVIORAL INCIDENT REPORT,Program:WSS- Special Education Date of Incident: 3/4/2016,WSS- Special Education Date of Incident: 3/4/2016,Type of Hold:Duration of Hold: Click here to enter text. hr(s) 5 min(s)Danger of physical injury to selfRationale for Physical Intervention Used:Danger of physical injury to staffDanger of physical injury to others,Duration of Hold: Click here to enter text. hr(s) 5 min(s),"Classroom teacher left room for a meeting. Student was aware that his mother was in the school for a meeting. Studentwas redirected to ALC for some time away. He ran out of ALC back to the classroom. He was screaming and yelling in theclassroom. He was redirected out of the room. He ripped material off the wall. Called staff names. He attempted to run inthe hallway, this was blocked by Mary Lou Vernoy. Student attempted to aggress towards Mary Lou Vernooy. Space wasprovided however student continued towards staff."
704,SUL_RI_01_Part650,BEHAVIORAL INCIDENT REPORT,Program:WSS - Special Education Date of Incident: 11/29/2017,WSS - Special Education Date of Incident: 11/29/2017,"Type of Hold:Duration of Hold: 7, 1, 5, 4, 6, 3 min(s)6Danger of physical injury to selfRationale for Physical Intervention Used:Danger of physical injury to staff","Duration of Hold: 7, 1, 5, 4, 6, 3 min(s)",
705,SUL_RI_01_Part651,BEHAVIORAL INCIDENT REPORT,Program: WSS- Special ED Date of Incident: 11/9/2017Day of the Week:,Program: WSS- Special ED Date of Incident: 11/9/2017,"Type of Hold:Standing Hold2 PersonDuration of Hold: 4,4 min(s)2Rationale for Physical Intervention Used:","Duration of Hold: 4,4 min(s)",
706,SUL_RI_01_Part652,,Program: 8:1:3 Date of Incident: 11/15/2017Day of the Week:,Program: 8:1:3 Date of Incident: 11/15/2017,Type of Hold:Standing Holdi. 2 PersonDuration of Hold: 2 min(s)IRationale for Physical Intervention Used:,Duration of Hold: 2 min(s),
707,SUL_RI_01_Part653,BEHAVIORAL INCIDENT REPORT,Program:WSS Special Ed Date of Incident: 11/20/2017,WSS Special Ed Date of Incident: 11/20/2017,Type of Hold:Duration of Hold: 2 min(s)Rationale for Physical Intervention Used:Danger of physical injury to selfDanger of physical injury to staffDanger of physical injury to others,Duration of Hold: 2 min(s),
708,SUL_RI_01_Part654,BEHAVIORAL INCIDENT REPORT,Program:WSS Special Ed Date of Incident: 11/28/2017,WSS Special Ed Date of Incident: 11/28/2017,Type of Hold:Duration of Hold: 3 min(s)Rationale for Physical Intervention Used:Danger of physical injury to selfDanger of physical injury to staffDanger of physical injury to others,Duration of Hold: 3 min(s),
709,SUL_RI_01_Part655,BEHAVIORAL INCIDENT REPORT,Program:SPARC Date of Incident: 11/15/2017,SPARC Date of Incident: 11/15/2017,Type of Hold:Duration of Hold:Click here to enter text. hr(s) 18 min(s)Rationale for Physical Intervention Used:Danger of physical injury to selfDanger of physical injury to staff,Click here to enter text. hr(s) 18 min(s),"was teasing other students. I told the students to ignore him and play away from him. AttheDuring end PE, of class, there were started several teasing complaints another that student and that student bushed yelled her out ""leave of the me way. alone"". Mrs. Day then lunged stepped to in and attempted to stopattack the student and Mrs.Sheppard stepped in between"
710,SUL_RI_01_Part656,BEHAVIORAL INCIDENT REPORT,Program: WSS Special Ed Date of Incident: 11/14/2017Day of the Week:,Program: WSS Special Ed Date of Incident: 11/14/2017,Type of Hold:Duration of Hold: 7 min(s)Danger of physical injury to selfRationale for Physical Intervention Used:Danger of physical injury to staffDanger of physical injury to others,Duration of Hold: 8 min(s),
711,SUL_RI_01_Part657,BEHAVIORAL INCIDENT REPORT,Program: WSS- Special Ed Date of Incident: 11/28/2017Day of the Week:,Program: WSS- Special Ed Date of Incident: 11/28/2017,"Type of Hold:} aDuration of Hold: 5,5,3 min(s)Danger of physical injury to selfRationale for Physical Intervention Used:Danger of physical injury to staff","Duration of Hold: 1,2 min(s)",
712,SUL_RI_01_Part658,BEHAVIORAL INCIDENT REPORT,Program:Special Ed./STAR Date of Incident: 11/15/2017,Special Ed Date of Incident: 11/15/2017,Type of Hold:Standing Hold2 Person3 PersonDuration of Hold: Click here to enter text. hr(s) 1 min(s)Rationale for Physical Intervention Used:,"Duration of Hold: first hold 1min,second hold 2 min hr(s) 1,2 min(s)",
713,SUL_RI_01_Part659,BEHAVIORAL INCIDENT REPORT,Program:Special Ed./STAR Date of Incident: 11/1/2017,Special Ed./STAR Date of Incident: 11/2/2017,Type of Hold:Duration of Hold: Click here to enter text. ar(s) 2 min(s)Danger of physical injury to selfRätionale for Physical Intervention Used:Danger of physical injury to staffDanger of physical injury to others,Click here to enter text.,
714,SUL_RI_01_Part66,BEHAVIORAL INCIDENT REPORT,Program:STAR Date of Incident: 3/4/2016,STAR Date of Incident: 3/4/2016,Type of Hold:Duration of Hold:Click here to enter text.r(s) 2 min(s)Danger of physical injury to selfRationale for Physical Intervention Used:,Click here to enter text.,
715,SUL_RI_01_Part660,BEHAVIORAL INCIDENT REPORT,Program:Special Ed Date of Incident: 11/21/2017,Special Ed Date of Incident: 11/21/2017,Type of Hold:Duration of Hold: Click here to enter text. hr (s) 2 min(s)Danger of physical injury to selfRationale for Physical Intervention Used:Danger of physical injury to staffDanger of physical injury to others,Duration of Hold: Click here to enter text. hr (s) 2 min(s),
716,SUL_RI_01_Part661,BEHAVIORAL INCIDENT REPORT,Program:WSS Special Ed Date of Incident: 11/8/2017,WSS Special Ed Date of Incident: 11/8/2017,Type of Hold:Duration of Hold: 4 min(s)Rationale for Physical Intervention Used:Danger of physical injury to selfDanger of physical injury to staffDanger of physical injury to others,Duration of Hold: 4 min(s),
717,SUL_RI_01_Part662,BEHAVIORAL INCIDENT REPORT,Program: WSS - Special Education Date of Incident: 10/31/2017Day of the Week:,Program: WSS - Special Education Date of Incident: 10/31/2017,"Type of Hold:Duration of Hold: 2, 3, 5 min (s)Danger of physical injury to selfRationale for Physical Intervention Used:Danger of physical injury to staffDanger of physical injury to others","Duration of Hold: 2, 3, 5 min (s)",
718,SUL_RI_01_Part663,BEHAVIORAL INCIDENT REPORT,Program:WSS- Special Ed Date of Incident: 11/3/2017,WSS- Special Ed Date of Incident: 11/3/2017,Type of Hold:Duration of Hold: 9 min(s)Danger of physical injury to selfRationale for Physical Intervention Used:Danger of physical injury to staffDanger of physical injury to others,Duration of Hold: 9 min(s),
719,SUL_RI_01_Part664,BEHAVIORAL INCIDENT REPORT,Program: WSS Special Ed Date of Incident: 11/13/2017Day of the Week:,Program: WSS Special Ed Date of Incident: 11/13/2017,Type of Hold:Duration of Hold: 3 min(s)Danger of physical injury to selfRationale for Physical Intervention Used:Danger of physical injury to staffDanger of physical injury to others,Duration of Hold: 3 min(s),
