,id,doc_type,date,start_time,end_time,description,student_id
1059,ASSS_SI_29_Part30,Time Out Room Log,Date: 6/18/19,Time entered: 1245PM,Time exited: 145PM,"Hi thing, kicking staffNon complia nce, shoring otherstudents",
1060,ASSS_SI_29_Part31,Time Out Room Log,Date: 5/3/19,9:30AM,Time exited: 9:55AM,"group irenoved back to area B continued to spitat startandClinbor chairs, Clinb up dividers, knock our objects ,",
1061,ASSS_SI_29_Part32,Time Out Room Log,Date: 5/1/19,Time entered: 10:20,Date: 5/1/19,theckshwannand,
1062,ASSS_SI_29_Part33,Time Out Room Log,Date: 5/10/19,Time entered: 9:27,Time exited: 9:43,,
1063,ASSS_SI_29_Part34,Time Out Room Log,Date: 5/10/19,Time entered: 1:23,Time exited: 1:30,,
1064,ASSS_SI_29_Part35,Time Out Room Log,Date: 6/10/19,Time entered: 12:25,Time exited: 12:40,spitting climbingdesk- being unsafe inclassroom-hitting +,
1065,ASSS_SI_29_Part36,Time Out Room Log,Date: 6/11/19,Time entered: 9:20,Time exited: 9:41,spitting continuously an staff and studentsClimbing unsotek an dests and chainBehavior upon exiting:,
1066,ASSS_SI_29_Part4,Time Out Room Log,Date: 5/31/19,Time entered: 1230,Time exited: 2.00,was not Followingswearing. toldno leave the,
1067,ASSS_SI_29_Part5,Time Out Room Log,Date: 5/29/19,Time entered: 825 AM,,,
1068,ASSS_SI_29_Part6,Time Out Room Log,Date: 5/29/19,Time entered: 825 AM,Staff person supervising student during time out:,,
1069,ASSS_SI_29_Part7,Time Out Room Log,Date: 5/31/19,Time entered: 1230,Staff person supervising student during time out:,was not$ swearing.nedded no leave He,
1070,ASSS_SI_29_Part8,Time Out Room Log,Date: 5/1/19,Time entered: 10AM,Time exited: 1015,,
1071,ASSS_SI_29_Part9,Time Out Room Log,Date: 5/2/19,Time entered: 1045,Time exited: 11-,"during free P.E. time. wandered a bit and walkedto T.O, Room , lay down and asked for a breakBehavior during time out:",
1072,ASSS_SI_30_Part1,Time Out Room Log,Date: 6-11-19,Time entered: 10:25,Time exited: 10:33,"Spitting, unsafe behavior climbing on furniture ,throwing objectsBehavior upon exiting:",
1073,ASSS_SI_30_Part10,Time Out Room Log,Time entered:,6/6/19,,,
1074,ASSS_SI_30_Part11,Time Out Room Log,Time entered:,09/18/2018,Time exited: 9:45,"1 became upset when Informed that the lunch menu had changed. She was in good spirits until then. That was it...1 ripped up papers, swinging headnhone made hanging on the keyboard, and just randomly grabbing and trying to destroywhatever she could get her hands on.",
1075,ASSS_SI_30_Part12,Time Out Room Log,Time entered:,10:30,,,
1076,ASSS_SI_30_Part13,Time Out Room Log,09/26/2018,Time exited:,Date:,:was climbing over the furniture In the classroom and had begun to throw books at hls teachers. We walketto the time out area,
1077,ASSS_SI_30_Part14,Time Out Room Log,Date: 09/28/2018,Time exited:,11:10,"The class was participating in a response to literature talking about sound effects.jumped up yelling ""oh shit"", tried to flip histable continuing to yell ""oh shit"" over and over",
1078,ASSS_SI_30_Part15,Time Out Room Log,Date: 9/17/18,Time exited:,8.45,Problems on morning bus. AggressionBehavior during time out:Behavior upon exiting:,
1079,ASSS_SI_30_Part16,Time Out Room Log,AM,Time entered: 11:48,Date:,,
1080,ASSS_SI_30_Part17,Time Out Room Log,Time entered:,Time exited:,09/17/2018,"He was arguing with lan during free time, and left for the break room. Upon his return he was not allowed to play withand hebecame very angry. He was throwing objects, kicking, hitting, trying to bite staff and being self-injurious by banging head with",
1081,ASSS_SI_30_Part18,Time Out Room Log,Date: 9/24/18,,1:55,Student asked to go after a conflict over earned points.Behavior during time out:Behavior upon exiting;,
1082,ASSS_SI_30_Part19,Time Out Room Log,Time entered:,AM,08:40,"{ had come in with a toy that he had previously been told he would not be allowed to play with (Bayblades). Whenasked if he would beable to play with them and was told that he had already been spoken to about the Bayblades he became upset. He attempted to flip his desk, and",
1083,ASSS_SI_30_Part2,Time Out Room Log,6/4/19,Time entered: 8:35,Time exited: 8:49,"is""sad' isis at school (stint)",
1084,ASSS_SI_30_Part20,Time Out Room Log,Time entered:,Time exited:,09/20/2018,Student was angry with another student from the bus. He talked with a staff member. Student was still angry. Tipped desk over andthrew tennis balls against the wall so they were hitting people.Behavior during time out,
1085,ASSS_SI_30_Part21,Time Out Room Log,09/14/2018,12:24,12:39,Student tried to push by staff to leave the school building. Student then turned around to run the other way and was stopped.Student was walked to break room.Behavior during time out:,
1086,ASSS_SI_30_Part22,Time Out Room Log,Date: 9/13/18,Time entered: 8:20 am,,"was cursing. not following directions, & callinganother student nam'of then got upset &",
1087,ASSS_SI_30_Part23,Time Out Room Log,Date: 4/14/18,Time entered: 10:05,,was told to stop. started swearing at staff.Behavior during time out:Behavior upon exiting:,
1088,ASSS_SI_30_Part24,Time Out Room Log,Date: 9/13/18,Time exited:,Date: 9/13/18,,
1089,ASSS_SI_30_Part25,Time Out Room Log,Date: 9/18/18,Time entered: 135,Time exited: 200. - Bus],,
1090,ASSS_SI_30_Part26,Time Out Room Log,9/24/18,Time entered: 1158,Stpff during time out:,desk \ school supplies @ door wl windowBehavior during time out:Behavior upon exiting:,
1091,ASSS_SI_30_Part27,Time Out Room Log,Date: 9/10/18,,Time exited: 2:10,,
1092,ASSS_SI_30_Part28,Time Out Room Log,Date: 9/13/18,Time entered: 1210,Time exited: 12:20,and refused to walk up the stairs. she sat onStudent was asked to return to her classroomthe floor and began kicking the wall.,
1093,ASSS_SI_30_Part29,Time Out Room Log,Date: 9/20/18,Time entered: 12:23,Date: 9/20/18,was told that she couldon the grand kicking tyelling. staff surrounded hernot have a specific toy. She theew herrelf,
1094,ASSS_SI_30_Part3,Time Out Room Log,Date: 6/24/19,Time exited:,Date: 6/24/19,or time was changed. causing disruption in scheduleBehavior upon exiting:Behavior during time out:,
1095,ASSS_SI_30_Part30,Time Out Room Log,Date: 9/25/18,Time entered: 10:12,Time entered: 10:12,a time out roomBehavior during time out:Behavior upon exiting:,
1096,ASSS_SI_30_Part31,Time Out Room Log,Date: 9/26/2018,Time entered: 12:30,Time exited: 12:42,when students came back from lunchl reuss7 didn'tearn all points: became argumentative in which teacher,
1097,ASSS_SI_30_Part32,Time Out Room Log,Date: 9/10/18,Time exited:,Date: 9/10/18,)Thenstarted Jokins,
1098,ASSS_SI_30_Part33,Time Out Room Log,Date: 9/10/18,Time exited:,12:19 pm,was refusing to be in class & said hewanted to go homethen left the building,
1099,ASSS_SI_30_Part34,Time Out Room Log,Date: 9/11/18,Time exited;,,room and called for-assiture Then he Throug. his shoesat me Then he started Punching May Call for assistantHe Callada Me a turing CUNT anlish Said he whs goins,
1100,ASSS_SI_30_Part35,Time Out Room Log,Date: 09/24/18,12:15,Time exited: 1:05,Threw abottle across the roomBehavior during time out:Behavior upon exiting:,
1101,ASSS_SI_30_Part36,Time Out Room Log,Date: 9/24/18,Time entered: 1:17,Time exited: 1:50,classroomBehavior upon exiting:Behavior during time out:,
1102,ASSS_SI_30_Part37,Time Out Room Log,Date: 9/21/18,818 AM,E. 833,staffBehavior during time out:Behavior upon exiting:,
1103,ASSS_SI_30_Part38,Time Out Room Log,Date: 9/21/18,,Time exited: 855AM,,
1104,ASSS_SI_30_Part39,Time Out Room Log,Date: 9/24/18,Time entered: 1245,Time exited: 12:48,'no'Behavior during time out:Behavior upon exiting:,
1105,ASSS_SI_30_Part4,Time Out Room Log,Date: 6/20/19,Time entered: 11:10,Time exited: 11:20,,
1106,ASSS_SI_30_Part40,Time Out Room Log,Date: 9/10/18,,Y,,
1107,ASSS_SI_30_Part41,Time Out Room Log,Date: 9/10/18,Time exited:,Date: 9/10/18,,
1108,ASSS_SI_30_Part42,Time Out Room Log,Date: 9/10/18,Time exited:,Date: 9/10/18,,
1109,ASSS_SI_30_Part43,Time Out Room Log,Date: 9/28/2018,8:55,9:25,"Cops were called onI following a bus incident.came to the classroom, sat in closet, swore, and attempted to",
1110,ASSS_SI_30_Part44,Time Out Room Log,9/20/18,Time entered: 9:58,Time exited: 10:27,,
1111,ASSS_SI_30_Part45,Time Out Room Log,Date: 9/12/15,,Date: 9/12/15,,
1112,ASSS_SI_30_Part46,Time Out Room Log,Date: Sept/14th 2018,Time exited:,Date: Sept/14th 2018,she threw everything in sight at him .was messing withand,
1113,ASSS_SI_30_Part5,Time Out Room Log,Date: 6/12/19,,,,
1114,ASSS_SI_30_Part6,Time Out Room Log,Date: 6/12/19,Time entered: 9:15,9:35,,
1115,ASSS_SI_30_Part7,Time Out Room Log,Date: 6/3/19,Time entered: 0:04,Time exited: 10:21,,
1116,ASSS_SI_30_Part8,Time Out Room Log,6/10/19,11:05,Time exited: 11:20,,
1117,ASSS_SI_30_Part9,Time Out Room Log,Date: 6/10/19,10:40,10: 46,,
1118,ASSS_SI_31_Part1,Time Out Room Log,Date: 9/19/18,Time entered: 8:22AM,Staff person supervising student during time out,Behavior during time out:Behavior upon exiting:student Slept throughout,
1119,ASSS_SI_31_Part10,Time Out Room Log,Date: 9/19/18,Time entered: 8:30 am,8:48 all,,
1120,ASSS_SI_31_Part11,Time Out Room Log,Date: 9/21/18,Time exited: 938 am,Time exited: 938 am,. left the classroom without permissionand was unsupervised. Henas then directed to T.O.Behavior during time out:,
1121,ASSS_SI_31_Part12,Time Out Room Log,Time entered:,Time exited:,09/13/2018,During a science lessobegan arguing with teacher about not being called on to answer a question. Teacherexplained to him that if he was not called on because he wasn't raising his hand.,
1122,ASSS_SI_31_Part13,Time Out Room Log,Date: 9/21/18,Time exited:,10:10,was directed to go to AWL. did notfollow directions & started to becaue aggressivew/ staff,
1123,ASSS_SI_31_Part14,Time Out Room Log,Date: 9/21/18,Time exited:,10:40,,
1124,ASSS_SI_31_Part16,Time Out Room Log,Date: 9/20/18,Time entered: 8:34,Time entered: 8:34,,
1125,ASSS_SI_31_Part17,Time Out Room Log,Date: 7/25/18,Time exited:,4.35,wokfollowing directionsBehavior during time out:Behavior upon exiting:,
1126,ASSS_SI_31_Part18,Time Out Room Log,Time entered:,Time exited:,9/17/18,,
1127,ASSS_SI_31_Part19,Time Out Room Log,Date: 9/13/18,Time exited:,11:00,Class workBehavior during time out:Behavior upon exiting:,
1128,ASSS_SI_31_Part2,Time Out Room Log,Date: 9/24/18,Time entered: 8:20AM,Time exited: 10 PA M,Student Self-Selectedanother students - CLASSTOOM attacking him sundringIN The FACE,
1129,ASSS_SI_31_Part20,Time Out Room Log,Date: 9/11/18,,,Behavior during time out:Behavior upon exiting:againtable,
1130,ASSS_SI_31_Part21,Time Out Room Log,9/7/18,1:06,Time exited: 2:/0,was reminded of his goal of sitting in a chair.self-derected.Behavior during time out:,
1131,ASSS_SI_31_Part22,Time Out Room Log,9/14/18,12:16,Time exited: 1:06,"off his meds"" - said byand MomReminded not to sit on floor",
1132,ASSS_SI_31_Part23,Time Out Room Log,Date: 9/13/18,Time entered: 12:20,12:25,Student upset with home issues.Behavior during time out:Behavior upon exiting:,
1133,ASSS_SI_31_Part24,Time Out Room Log,9-21-18,Time entered: 9:10,Time exited: 9:23,refused to come to class when hecould not pick his location he came toclass to disrupt and argue,
1134,ASSS_SI_31_Part25,Time Out Room Log,9/25/18,Time exited:,9:05,(PREVINS)upset leaving last class atBehavior upon exiting:,
1135,ASSS_SI_31_Part26,Time Out Room Log,Date: 9/17/18,Time exited:,11:08,,
1136,ASSS_SI_31_Part27,Time Out Room Log,Date: 9/10/18,Time exited:,Date: 9/10/18,statity he was sad sick stired-of red sected to a ppealling activityrase - -insisted cred on to going go for a to walk time.out,
1137,ASSS_SI_31_Part28,Time Out Room Log,9/14/18,Time exited:,8:10 AM,sad sickytfred- stated newant. ed to hit me- hung up h.s bookbag began to cry,
1138,ASSS_SI_31_Part29,Time Out Room Log,9/17/18,Time exited:,9:20 Am,,
1139,ASSS_SI_31_Part3,Time Out Room Log,Date: 9/13/18,Time exited,,,
1140,ASSS_SI_31_Part30,Time Out Room Log,Date: 9/26/18,,Time exited: 8'52,- teacher asked what re needed he growledu then Said he needed a break intimeost.arther 3 her,
1141,ASSS_SI_31_Part31,Time Out Room Log,Date: 10/30/18,Time 10:10,,,
1142,ASSS_SI_31_Part32,Time Out Room Log,10/16/2018,2:00,2:08,"Student became dysregulated when called out for negative behavior while playing a game. Started kicking, threatening and swearing.Behavior during time out:Behavior upon exiting:",
1143,ASSS_SI_31_Part33,Time Out Room Log,2:05,Time exited:,Date:,"Student calling names, swearing and kicking.Behavior upon exiting:Behavior during time out:",
1144,ASSS_SI_31_Part34,Time Out Room Log,Staff person supervising student during time out:,10/9/18,Time exited: 12:40,Tripped staff on the way to break room.Behavior upon exiting:Behavior during time out:,
1145,ASSS_SI_31_Part35,Time Out Room Log,Date: 10/9/18,12:56,Time entered:,,
1146,ASSS_SI_31_Part36,Time Out Room Log,Time entered:,Time exited:,10/23/2018,"became his book very across the room. He was directed to go take a 3 minute break to get back on track. In the quiet area the began shelvesagitated during Guided Reading when he was told to read louder so that he could be heard. He ended he upthrowing throwing everything in sight (blankets, pillows, backpacks, hygiene kits when staff did not respond he began to target to the break room. on",
1147,ASSS_SI_31_Part37,Time Out Room Log,11:00,Time exited:,Date:,had spent time in our meditation room and on the way back to class had run from his teachers into the classroom and ran in knockingover furniture;as then directed to the time out room to take a break.,
1148,ASSS_SI_31_Part38,Time Out Room Log,Date: 10/11/2018,9:40,9:55,,
1149,ASSS_SI_31_Part39,Time Out Room Log,10:00,Time exited:,Date:,"had returned to class and began screaming at his classmates again, and began crawling around on the floor near hisclassmates.Behavior upon exiting:",
1150,ASSS_SI_31_Part4,Time Out Room Log,Date: 9/18/18,Time entered: 801 AM,Time exited: 815 Am,,
1151,ASSS_SI_31_Part40,Time Out Room Log,Time entered:,Time exited:,09:20,"had become upset at a transition into a work timepegan rolling on the floor and crawling underneath furniture. For the mostpart this behavior was ignored as it was clear that it was attention seeking, and",
1152,ASSS_SI_31_Part41,Time Out Room Log,Date: 10/10/18,,Date: 10/10/18,,
1153,ASSS_SI_31_Part42,Time Out Room Log,12:40,Time exited:,1:25,,
1154,ASSS_SI_31_Part43,Time Out Room Log,Date: 10/23/2018,Time exited: 9:05,Time exited: 9:05,,
1155,ASSS_SI_31_Part44,Time Out Room Log,Staff person supervising student during time out:,Time exited:,10/23/2018,,
1156,ASSS_SI_31_Part45,Time Out Room Log,Date: 10/22/2018,Time exited:,Date: 10/22/2018,"had become upset earlier in the day with a classmate.seemed bothered but, was able to stay calm. Around 1:45pm hewas scheduled to go with another teacher to work on literacy. While there",
1157,ASSS_SI_31_Part46,Time Out Room Log,Date: 10.22.18,Time entered: 10:55,Time entered: 10:55,Didn't fallow directions given a warning. WalkedStarted yelling atto stop staring at him,
1158,ASSS_SI_31_Part47,Time Out Room Log,Date: 10.23.18,Time entered: 800,Time exited: 900,,
1159,ASSS_SI_31_Part48,Time Out Room Log,Date: 10/9/18,Time entered: 1032AM,1045AM,,
1160,ASSS_SI_31_Part49,Time Out Room Log,Date: 10/10/18,Time entered: 2:20PM,Time exited: 2:25 pm,"wou (d not get on bus,theew herself on floor, screaming, kicking/Ruttingstaff",
1161,ASSS_SI_31_Part5,Time Out Room Log,Date: 9/18/18,of 5,),sis goine Dirited CUVS work and gandyon Paper soasked him to leave a he,
1162,ASSS_SI_31_Part50,Time Out Room Log,Date: 10/11/18,Time entered: 840AM,Time exited: 910AM,"for morning meeting. Put neise if on floorkicking staff, hittingBehavior during time out:",
1163,ASSS_SI_31_Part6,Time Out Room Log,Date: 9/18/18,Time entered: 135,Time exited: 200but,,
1164,ASSS_SI_31_Part7,Time Out Room Log,9/14/118,,Time exited: 2008 12:15,the cafeteria and entered the main officeHe was told to return the ball to the gym Student ran fromBehavior during time out:,
1165,ASSS_SI_31_Part8,Time Out Room Log,Date: 9/14/18,1:35,"Time exited: 2,00",his work He left the room without permission+cursed at staff.,
1166,ASSS_SI_31_Part9,Time Out Room Log,9/17/18,11:10,Time exited: 1121,"attempted to leave nonwlout permission, whenIndwalk was not an option - -hewend into T.O.Behavior during time out:",
1167,ASSS_SI_32_Part1,Time Out Room Log,Date: 10/11/18,Time exited;,,Threw herself on floor crying and kicking.This was after throwing word work off her dusk-Behavlor during time out:,
1168,ASSS_SI_32_Part10,Time Out Room Log,Date: 10/15/18,Time exited:,Date: 10/15/18,was asquing wl another student in the breakfast line.The argument continued on the student. nallway. wherethen threw,
1169,ASSS_SI_32_Part11,Time Out Room Log,Date: 10/16/18,Time exited:,Date: 10/16/18,was asked guestion a about doing hiswork. He became angry and threw a pen acrossthe classroom.,
1170,ASSS_SI_32_Part12,Time Out Room Log,Date: 10/02/18,Time entered: 9:55,Time exited: 10:31,Hit a classmateBehavior during time out:Behavior upon exiting:,
1171,ASSS_SI_32_Part13,Time Out Room Log,Date: 10/1/18,,Time exited: 12:25,,
1172,ASSS_SI_32_Part14,Time Out Room Log,Date: 10/12/18,Time entered: 12:12,Time exited: 12: a 40,Hitting staff. Refused to stop.Behavior during time out:Behavior upon exiting:,
1173,ASSS_SI_32_Part15,Time Out Room Log,10/29/18,Time entered: 1230,Time exited: 120,,
1174,ASSS_SI_32_Part16,Time Out Room Log,10/30/18.,Time entered: 1:55 PM,1:50 PM,was rocking Porcefully inher Refton chan while screaming loudly.Staff transported her to T.O. in a wheelchair,
1175,ASSS_SI_32_Part17,Time Out Room Log,10/16/18,Time entered: 1225,Time exited: 1230,betweenracecalled out to the student several,
1176,ASSS_SI_32_Part18,Time Out Room Log,10/18/2018,,Time exited: 9:53,"him he didn't have to me participate but we would have to make. itduring earned time, he swore at staff. whenbegan to talk, staff",
1177,ASSS_SI_32_Part19,Time Out Room Log,Date: 10/22,Time entered: 1:30,Staff person udent during time out:,,
1178,ASSS_SI_32_Part2,Time Out Room Log,Date: 10/11/18,Time exited:,11:18,"Brought back from time out and directed to sit atdesk for word work and repeatedly wanted other thingsand told ""first work then Threw herself on floor mcl",
1179,ASSS_SI_32_Part20,Time Out Room Log,Date: 10/29,Time entered: 9am,Staff person supervising student during time out:,,
1180,ASSS_SI_32_Part21,Time Out Room Log,Date: 10/27/18,Time entered: 845AM,Time exited: 1130AM,,
1181,ASSS_SI_32_Part22,Time Out Room Log,Date: 10/29/18,Time entered: 1215PM,Time exited: 2pm-,"AWL threats, Runny around building -ansyry, makingBehavior during time out:Behavior upon exiting:",
1182,ASSS_SI_32_Part23,Time Out Room Log,Date: 10/2/18,Time entered: 10:25,Time exited: 10:33,,
1183,ASSS_SI_32_Part24,Time Out Room Log,Date: 10/9/18,Time entered: 1245,Staff person supervising student during time out,,
1184,ASSS_SI_32_Part25,Time Out Room Log,Date: 10/18/18,Time entered: 140,Time exited: 205,,
1185,ASSS_SI_32_Part26,Time Out Room Log,Date: 10/29/18,Time entered: 1200,Time exited: 1220,,
1186,ASSS_SI_32_Part27,Time Out Room Log,Date: 10/16/18,,,"threw chairs , knocked legos on floor , threw teacherspapers all over floorBehavior during time out:",
1187,ASSS_SI_32_Part28,Time Out Room Log,Time entered:,Time exited:,10/3/2018,left class without permission during morningmeeting.Behavior upon exiting:,
1188,ASSS_SI_32_Part29,Time Out Room Log,10/3/2018,Time exited:,Date:,,
1189,ASSS_SI_32_Part3,Time Out Room Log,Date: 10/11/118,Time exited;,,,
1190,ASSS_SI_32_Part30,Time Out Room Log,Date: 10/4/2018,Time entered: 10:40,10:50,in the head with a ball.student out. Next ball to hitwas in the 189.,
1191,ASSS_SI_32_Part31,Time Out Room Log,periodic checks/ door opened,11:49,1:00,attempted to leave room to 90after student that was passing in the hallthen ripped bulletin,
1192,ASSS_SI_32_Part32,Time Out Room Log,Date: 10/9/18,Time entered: \ 18,Time exited: 136,,
1193,ASSS_SI_32_Part33,Time Out Room Log,Date: 10-15-18,Time exited:,Date: 10-15-18,,
1194,ASSS_SI_32_Part34,Time Out Room Log,10/18/2018,Time entered: 11:03,Date:,asked if he could have a soda. When told noasked to take a break.Behavior during time out:,
1195,ASSS_SI_32_Part35,Time Out Room Log Date,10/18/2018,Time entered: 11:12,Date:,,
1196,ASSS_SI_32_Part36,Time Out Room Log,Date: 10/29/18,,Time exited: 1230,threatened and wentafter astuden- + (who was swearing at staff). Crisis Team continued wascalled. to attempt to go after another student and threaten,
1197,ASSS_SI_32_Part37,Time Out Room Log,Date: 10/3/18,12:15,1248,,
1198,ASSS_SI_32_Part38,Time Out Room Log,Date: 10/10/18,,Time exited: 10:00AM,"ON Top of Backases Refusing to Comply with StAff Requestsbegin WORK- In Room quiet area banging on door, WALLS, clessing to stop.Verball Rude to Tracher Directed to TIO. for Break,",
1199,ASSS_SI_32_Part39,Time Out Room Log,Date: 10/11/18,Time entered: 8:50AM,Time exited: 9:10 AM,"your packets-Giveme your money""when a fellow Student stated ""DON't touchmy personal space"" he begand to ESCALATE and MAKE VerbAL Threats""Behavior during time out:",
1200,ASSS_SI_32_Part4,Time Out Room Log,Date: 10/11/18,Time entered: 145PM,Time exited: 1:50 PM,wantedplay Itsy Bitsy spider Put heiself on the(ianita) to,
1201,ASSS_SI_32_Part40,Time Out Room Log,Date: 10/15/18,Time entered: 9:10AM,Time exited: 10:00AM,"STAffs Request to Return, Rupon Re-Entering Building he RANthroughhAlls making Verbal threats towards STAFEBehavior during time out:",
1202,ASSS_SI_32_Part41,Time Out Room Log,Date: 10/21/18,Time entered: 8:38AM,Time exited: 9:50AM,appropriate Manner - become upset and threw A cheesestick At The teacherBehavior during time out:,
1203,ASSS_SI_32_Part42,Time Out Room Log,Date: 10/31/18,Time exited:,10:18,"Flipping desks/ chair, verbally aggressive towards staff.Disrupting Class- class was moved to different locationBehavior during time out:",
1204,ASSS_SI_32_Part43,Time Out Room Log,Date: 10/9/18,Time entered: 11:50,Time exited: 12 15,,
1205,ASSS_SI_32_Part45,Time Out Room Log,Date: 10/29/18,1:40,2:30,,
1206,ASSS_SI_32_Part46,Time Out Room Log,Date: 10,Time entered: 12:00,12: 10,Wanted milk. There was no more. Pushed staffedmember out of way. Went to lunch room and took ammle. Milk was taken back and he hit staff member.,
1207,ASSS_SI_32_Part47,Time Out Room Log,Date: 10/3,Time exited:,Staff person supervising student during time out:,"staff ask other student, For object thatgave to him in gym,Behavior during time out:",
1208,ASSS_SI_32_Part5,Time Out Room Log,Date: 10/10/18,Time entered: 10:20,Date: 10/10/18,,
1209,ASSS_SI_32_Part6,Time Out Room Log,Date: 10/5/18,8:38,Time exited: 8:52,,
1210,ASSS_SI_32_Part7,Time Out Room Log,Date: 10/5/18,Time entered: 10:35,10: 43,,
1211,ASSS_SI_32_Part8,Time Out Room Log,Date: 10/10/18,Time entered: 8:20,8:30,Walked out of classBehavior during time out:Behavior upon exiting:,
1212,ASSS_SI_32_Part9,Time Out Room Log,Date: 10/12/18,Time entered: 8:18,Time exited: 8:22,"Walked out of class, Running from staffBehavior during time out:Behavior upon exiting:",
1213,ASSS_SI_33_Part1,Time Out Room Log,Date: 10/18/18,Time exited:,10:20,calling me and another TABitchesBehavior during time out:,
1214,ASSS_SI_33_Part10,Time Out Room Log,Oct 2,1:15,1:24,was upset that his jacket had saniticeron it and would not stay in classroom.Behavior during time out:,
1215,ASSS_SI_33_Part11,Time Out Room Log,10/2/18,Time entered: 9:23,Staff person supervising student during time out:,"sick, and tired"". Took 5 min. break in classroom,began banging head on table- then ran from roomBehavior during time out:",
1216,ASSS_SI_33_Part12,Time Out Room Log,10/9/18,Time exited:,8 115 Am,while in the canso cassroom stated me d dint want tobe at school. he was angry because be wanted to be with momt sad and continued to cry loudlyidi.srupt-nng Karring,
1217,ASSS_SI_33_Part14,Time Out Room Log,Time entered:,Time exited:,11/01/2018,"had been asked to take a break as he was having a hard time staying on task. When in the break arealegan pushingshoving into his teachers, at that pointe was asked to go into the time out room with the door shut,",
1218,ASSS_SI_33_Part15,Time Out Room Log,Time entered:,Time exited:,11/01/2018,Angry with another student during SW group. He walked out of the room and up the hallway. He pulled artwork from the wall.Behavior during time out:Behavior upon exiting:,
1219,ASSS_SI_33_Part16,Time Out Room Log,Time entered:,Time exited:,11/01/2018,"Not following directions while walking to lunch. He was disrespectful to staff. I took him out of the line to talk to him about hisbehavior. He became very angry saying, ""You're not going to let me eat lunch!"" I calmly explained to him what was happening andwhy. He walked away from staff and tried to pull things from the wall.",
1220,ASSS_SI_33_Part17,Time Out Room Log,Date: 11/02/2018,Time exited:,Date: 11/02/2018,"There was a physical and verbal altercation on the bus last night. was reprimanded today and given consequences.accosted, blamed and called another student names.Behavior during time out:",
1221,ASSS_SI_33_Part18,Time Out Room Log,Time entered:,Time exited:,11/19/2018,"had re-entered the classroom from the break room, and immediately began yelling and being unsafe again. He beganthrowing things and was taken back to the break area.Behavior during time out:",
1222,ASSS_SI_33_Part19,Time Out Room Log,Time entered:,Time exited:,11/28/2018,was-angry. He began kicking his desk leg and saying that he wanted to go home. He did not want any help from staff.was swearing at staff. He began throwing his materials at the wall. then stood up from his desk and said he wasleaving school. Staff stood in his way and directed him toward the time out room.,
1223,ASSS_SI_33_Part2,Time Out Room Log,Date: 10/29/18,Time exited:,Date: 10/29/18,,
1224,ASSS_SI_33_Part21,Time Out Room Log,Date: 11/5/18,Time entered: 8.45,Time exited: 9:15,,
1225,ASSS_SI_33_Part22,Time Out Room Log,Date: 11/27/18,Time entered: 8:18,Time exited: 8:28,2 reminders (1-disrespectful to staff (NO) following directions) 2 - NFDwas given hisdisrespectful to staff. He refused to Leave be me,
1226,ASSS_SI_33_Part23,Time Out Room Log,Date: 11/7/18,,10:40,Directed to desk from computerBehavior during time outBehavior upon exiting:,
1227,ASSS_SI_33_Part24,Time Out Room Log,Date: 11/28/18,Time exited:,Date: 11/28/18,threatening staffBehavior during time out:Behavior upon exiting:,
1228,ASSS_SI_33_Part25,Time Out Room Log,Date: 11/7/18,Time entered: 12:37,Time exited: 2:00,"Was asked to work, nap, or goto time out/Awlwhile disrupting class, Chose Time Out.Behavior during time out:",
1229,ASSS_SI_33_Part26,Time Out Room Log,Date: 11/9/18,Time entered: 1:30,Time exited: 2:00,Hitting staff. Tossing AWL roomBehavior during time out:Behavior upon exiting:,
1230,ASSS_SI_33_Part27,Time Out Room Log,Date: 11/15/18,Time entered: 12:37,Time exited: 1:.03,Walked out of class.Behavior during time out:Behavior upon exiting:,
1231,ASSS_SI_33_Part28,Time Out Room Log,11/26/18,Time entered: 930 AM,,"items (chairs , desks) , uusing a staffBehävior during time out:Behavior upon exiting:",
1232,ASSS_SI_33_Part29,Time Out Room Log,Date: 11/26/18,,1045,"head phones, pushing staff, yelling, crisingBehavior during time out:Behavior upon exiting:",
1233,ASSS_SI_33_Part3,Time Out Room Log,Date: 10/29/18,12:15,,,
1234,ASSS_SI_33_Part30,Time Out Room Log,Date: 11/29/18,Time entered: 9105,9:10,"Morning meeting threw book, hit Sto ffBehavior during time out:Behavior upon exiting:",
1235,ASSS_SI_33_Part31,Time Out Room Log,Date: 11/29/18,Time entered: 1218PM,Time exited: 12:24 PM,,
1236,ASSS_SI_33_Part32,Time Out Room Log,Date: 11/29/18,Time entered: 12:25PM,Time exited: 12:38PM,"Attempting to hit staff,flip deskBehavior during time out:",
1237,ASSS_SI_33_Part33,Time Out Room Log,11/1/2018,8:40,9:00,"with desired earned objectWhen student left classroom to tale earned breaks,began",
1238,ASSS_SI_33_Part34,Time Out Room Log,11/28/2018,12:15,12:20,,
1239,ASSS_SI_33_Part35,Time Out Room Log,11/28/2018,1:10,1:25,was in gym playing Kickball. Asbases he got out.was running the,
1240,ASSS_SI_33_Part36,Time Out Room Log,Date: 11/5/18,Time entered: 8:45AM,Time exited: 9:10 AM,,
