,id,school_building,date,restraint_began,restraint_end,seclusion_start,seclusion_end,restraint_type,doc_type,description
258,COH_RISI_08_Part3,School: Harmony HillIncident Description,Date of Incident: 12/5/16,Time restraint ended:,Seclusion utilized? yes,Time seclusion began: 2:30,Time seclusion ended: 2:47,Children's control position,,
259,COH_RISI_08_Part30,School: Harmony HillIncident Description,Date of Incident: 1/31/17,Time restraint began: 9:48,Time restraint ended: 9:53,Time seclusion ended:,Transport utilized? no,X,,
260,COH_RISI_08_Part31,School: Harmony HillIncident Description,Date of Incident: 1/31/17,Time restraint began: 10:00,Time restraint ended: 10:04,Time seclusion ended:,Transport utilized? no,Children's control position,,
261,COH_RISI_08_Part32,School: Harmony HillIncident Description,Date of Incident: 1/31/17,Time restraint began: 11:00,Time restraint ended: 11:17,Time seclusion ended:,Transport utilized? no,X Children's control position,,
262,COH_RISI_08_Part33,School: Harmony HillIncident Description,Date of Incident: 2/1/17,Time restraint began: 10:40-10:45;,Time restraint ended: 11:05,Time seclusion ended:,trying to tear the padding out of the,Children's control position,,
263,COH_RISI_08_Part34,School: Harmony HillIncident Description,Date of Incident: 2/2/17,Time restraint began: 9:35,Time restraint ended: 9:49,Time seclusion ended:,trying to tear the padding out of the,x Children's control position,,
264,COH_RISI_08_Part35,School: Harmony HillIncident Description,Date of Incident: 2/2/17,Time restraint began: 10:34,Time restraint ended: 10:46,Time seclusion ended:,trying to tear the padding out of the,x Children's control position,,
265,COH_RISI_08_Part36,School: Harmony HillIncident Description,Date of Incident: 2/2/17,Time restraint ended:,Seclusion utilized? yes,Time seclusion began: 11:37,Time seclusion ended: 11:52,x,,
266,COH_RISI_08_Part37,School: Harmony HillIncident Description,Date of Incident: 2/2/17,Time restraint began: 2:20,Time restraint ended: 2:27,Time seclusion ended:,Transport utilized? no,Children's control position,,
267,COH_RISI_08_Part38,School: Harmony HillIncident Description,Date of Incident: 2/6/17,Time restraint began: 10:28,Time restraint ended: 10:34,Time seclusion ended:,Transport utilized? yes; could not,Children's control position,,
268,COH_RISI_08_Part39,School: Harmony HillIncident Description,Date of Incident: 2/7/17,Time restraint began: 10:38,Time restraint ended: 10:47,Time seclusion ended:,Transport utilized? yes; could not,Children's control position,,
269,COH_RISI_08_Part4,School: Harmony HillIncident Description,Date of Incident: 12/5/16,Time restraint began: 12:58,Time restraint ended: 1:04,Time seclusion ended:,Transport utilized?,x Children's control position,,
270,COH_RISI_08_Part40,School: Harmony HillIncident Description,Date of Incident: 2/7/17,Time restraint began: 9:40,Time restraint ended: 9:47,Time seclusion ended:,Transport utilized?,Children's control position,,
271,COH_RISI_08_Part5,School: Harmony HillIncident Description,Date of Incident: 12/7/16,Time restraint began: 11:17,Time restraint ended: 11:24,Time seclusion ended:,Transport utilized?,X,,
272,COH_RISI_08_Part6,School: Harmony HillIncident Description,Date of Incident: 1/4/17,Time restraint ended:,Seclusion utilized? yes,Time seclusion began: 11:01,Time seclusion ended: 11:17,Children's control position,,
273,COH_RISI_08_Part7,School: Harmony HillIncident Description,Date of Incident: 1/5/17,Time restraint began: 9:49,Time restraint ended: 10:00,Time seclusion ended:,Transport utilized? no,Children's control position,,
274,COH_RISI_08_Part8,School: Harmony HillIncident Description,Date of Incident: 12/13/16,Time restraint ended:,Seclusion utilized? yes,Time seclusion began: 10:01,Time seclusion ended: 10:24,Children's control position,,
275,COH_RISI_08_Part9,School: Harmony HillIncident Description,Date of Incident: 12/13/16,Time restraint began: 2:33,Time restraint ended: 2:41,Time seclusion ended:,Transport utilized? yes,X,,
276,COH_RISI_09_Part1,School: Harmony HillDate of Incident: 11/16/16,Date of Incident: 11/16/16,Time restraint began: 2:10,Time restraint ended: 2:15,Time seclusion began: 2:15,Time seclusion ended: 2:30,Children's control position seated with support on legs,,
277,COH_RISI_09_Part10,School: Harmony HillIncident Description,Date of Incident: 10/20/16,Time restraint ended:,Seclusion utilized? yes,Time seclusion began: 11:27,Time seclusion ended: 11:45,Children's control position,,
278,COH_RISI_09_Part11,School: Harmony HillIncident Description,Date of Incident: 10/19/16,Time restraint began: 11:12,Time restraint ended: 11:15,Time seclusion ended:,Transport utilized?,Children's control position,,
279,COH_RISI_09_Part12,School: Harmany HillIncident Description,Date of Incident: 9/16/16,Time restraint ended:,Seclusion utilized?,Time seclusion began: 12:03,Time seclusion ended: 12:15,Children's control position,,
280,COH_RISI_09_Part13,School: Harmony HillIncident Description,Date of Incident: 11/4/16,Time restraint ended:,Seclusion utilized? Yes,Time seclusion ended:,Transport utilized? yes,Children's control position seated with support on legs,,
281,COH_RISI_09_Part14,School: Harmony HillIncident Description,Date of Incident: 11/3/16,Time restraint ended:,Seclusion utilized? Yes,Time seclusion began: 10:43,Time seclusion ended: 11:02,Children's control position seated with support on legs,,
282,COH_RISI_09_Part15,School: Harmony HillIncident Description,Date of Incident: 11/2/16,Time restraint ended:,Seclusion utilized? Yes,Time seclusion began: 11:36,Time seclusion ended: 11:45,Children's control position seated with support on legs,,
283,COH_RISI_09_Part16,School: Harmony HillIncident Description,Date of Incident: 10/11/16,Time restraint ended:,Seclusion utilized? Yes,Time seclusion began: 12:35,Time seclusion ended: 12:40,Children's control position (with support on legs),,
284,COH_RISI_09_Part17,School: Harmony HillIncident Description,Date of Incident: 10/6/16,Time restraint ended:,Seclusion utilized?,Time seclusion began: 12:30,Time seclusion ended: 1:00 ( door,Children's control position (with support on legs),,
285,COH_RISI_09_Part18,School: Harmony HillIncident Description,Date of Incident: 3/24/17,Time restraint ended:,Seclusion utilized? Yes,Time seclusion began: 11:15,Time seclusion ended: 11:30,Children's control position,,
286,COH_RISI_09_Part19,School: Harmony HillIncident Description,Date of Incident: 11/14/16,Time restraint ended:,Seclusion utilized? yes,Time seclusion began: 12:00,got fully shut,Children's control position,,
287,COH_RISI_09_Part2,School: Harmony HillIncident Description,Date of Incident: 11/21/16,Time restraint ended:,Seclusion utilized? Yes,Time seclusion began: 9:41,Time seclusion ended: 9:54,Children's control position seated with support on legs,,
288,COH_RISI_09_Part20,School: Harmony HillIncident Description,Date of Incident: 11/7/16,Time restraint ended:,Seclusion utilized? yes,Time seclusion began: 12:02,Time seclusion ended: 12:45,Children's control position,,
289,COH_RISI_09_Part21,School: Harmony HillIncident Description,Date of Incident: 10/19/16,Time restraint began: 8:50,Time restraint ended: 8:52,Time seclusion began: 8:52,Time seclusion ended: 9:15,Children's control position,,
290,COH_RISI_09_Part22,School: Harmony HillIncident Description,Date of Incident: 10/17/16,Time restraint ended:,Seclusion utilized? yes,Time seclusion began: 11:46,Time seclusion ended: 12:04,Children's control position,,
291,COH_RISI_09_Part23,School: Harmony HillIncident Description,Date of Incident: 12/16/16,Time restraint ended:,Seclusion utilized? yes,Time seclusion began: 10:37,Time seclusion ended: 11:16,Children's control position,,
292,COH_RISI_09_Part24,School: Harmony HillIncident Description,Date of Incident: 12/5/16,Time restraint ended:,Seclusion utilized? yes,Time seclusion began: 10:54,Time seclusion ended: 12:12,Children's control position,,
293,COH_RISI_09_Part25,School: Harmony HillIncident Description,Date of Incident: 12/2/16,Time restraint ended:,Seclusion utilized? yes,Time seclusion began: 9:02,Time seclusion ended: 9:09,Children's control position,,
294,COH_RISI_09_Part26,School: Harmony HillIncident Description,Date of Incident: 12/2/16,Time restraint began: 9:52,Time restraint ended: 10:00,Time seclusion began: 10:00,Time seclusion ended: 10:20,X,,
295,COH_RISI_09_Part3,School: Harmony HillIncident Description,Date of Incident: 12/21/16,Time restraint ended:,Seclusion utilized? Yes,Time seclusion began: 10:35,Time seclusion ended: 11:05- Door,Children's control position seated with support on legs,,
296,COH_RISI_09_Part4,School: Harmony HillIncident Description,Date of Incident: 12/14/16,Time restraint ended:,Seclusion utilized? Yes,Time seclusion began: 11:47,Time seclusion ended: 12:02,Children's control position seated with support on legs,,
297,COH_RISI_09_Part5,School: Harmony HillIncident Description,Date of Incident: 12/16/16,Time restraint ended:,Seclusion utilized? Yes,Time seclusion began: 8:51,Time seclusion ended: 8:57,Children's control position seated with support on legs,,
298,COH_RISI_09_Part6,School: Harmony HillIncident Description,Date of Incident: 10/28/16,Time restraint began: 9:15,Time restraint ended: 9:16,Time seclusion began: 9:17,Time seclusion ended: 9:35,X Children's control position,,
299,COH_RISI_09_Part7,School: Harmony HillIncident Description,Date of Incident: 10/04/16,Time restraint ended:,Seclusion utilized? Yes,Time seclusion began: 11:55,Time seclusion ended: 12:10,Children's control position-,,
300,COH_RISI_09_Part8,School: Harmony HillIncident Description,Date of Incident: 2/2/17,Time restraint ended:,Seclusion utilized? Yes,Time seclusion began: 8:56,Time seclusion ended: 9:28 - Came,prompting and support. This was just so he could take a breather and calm down.,,
301,COH_RISI_09_Part9,School: Harmony HillIncident Description,Date of Incident: 11/14/16,Time restraint began: 11:17,Time restraint ended: 11:28 (let go,Time seclusion began: 11:28,Time seclusion ended: 12:05 (tried,Children's control position -seated with support on legs,,
302,COH_RISI_10_Part1,School: Harmony HillIncident Description,Date of Incident: 12/20/16,Time restraint ended:,Seclusion utilized? yes,Time seclusion began: 12:59,Time seclusion ended: 1:45,Children's control position,,
303,COH_RISI_10_Part10,School: Harmony HillIncident Description,Date of Incident: 3/7/17,Time restraint ended:,Seclusion utilized? yes,Time seclusion began: 1:06,Time seclusion ended:1:18,Children's control position,,
304,COH_RISI_10_Part11,School: Harmony HillIncident Description,Date of Incident: 3/8/17,Time restraint began: 2:10,Time restraint ended:2:20,Time seclusion ended:,Transport utilized? yes,Children's control position,,
305,COH_RISI_10_Part12,School: Harmony HillIncident Description,Date of Incident: 3/8/17,Time restraint began: 8:48,Time restraint ended: 8:51,Time seclusion began: 8:52,Time seclusion ended: 9:00,Children's control position,,
306,COH_RISI_10_Part13,School: Harmony HillIncident Description,Date of Incident: 3/10/17,Time restraint began: 9:20,Time restraint ended: 9:30,Time seclusion began: 9:32,Time seclusion ended: 9:40,X,,
307,COH_RISI_10_Part14,School: Harmony HillIncident Description,Date of Incident: 3/23/17,Time restraint ended:,Seclusion utilized? yes,Time seclusion began: 1:55,Time seclusion ended: 2:20,Children's control position,,
308,COH_RISI_10_Part15,School: Harmony HillIncident Description,Date of Incident: 3/24/17,Time restraint began: 9:00,Time restraint ended: 9:08,Time seclusion ended:,Transport utilized? no,X Children's control position,,
309,COH_RISI_10_Part16,School: Harmony HillIncident Description,Date of Incident: 3/24/17,Time restraint began: 9:22,Time restraint ended: 9:30,Time seclusion ended:,Transport utilized? no,Children's control position,,
310,COH_RISI_10_Part17,School: Harmony HillIncident Description,Date of Incident: 4/3/17,Time restraint ended:,Seclusion utilized? yes,Time seclusion began:9:21,Time seclusion ended: 9:34,Children's control position,,
311,COH_RISI_10_Part18,School: Harmony HillIncident Description,Date of Incident: 4/4/17,Time restraint ended:,Seclusion utilized? yes,Time seclusion began: 8:57,Time seclusion ended: 9:02,Children's control position,,
312,COH_RISI_10_Part19,School: Harmony HillIncident Description,Date of Incident: 4/5/17,Time restraint began: 2:15,Time restraint ended: 2:18,Time seclusion ended:,Transport utilized? no,Children's control position,,
313,COH_RISI_10_Part2,School: Harmony HillIncident Description,Date of Incident: 2/8/17,Time restraint began: 12:44,Time restraint ended: 12:50,Time seclusion ended:,eat the padding in the mats,Children's control position,,
314,COH_RISI_10_Part20,School: Harmony HillIncident Description,Date of Incident: 4/5/17,Time restraint began: 1:19,Time restraint ended: 1:25,Time seclusion ended:,Transport utilized? no,X Children's control position,,
315,COH_RISI_10_Part21,School: Harmony HillIncident Description,Date of Incident: 4/11/17,Time restraint began: 8:55,Time restraint ended: 9:11,Time seclusion ended:,Transport utilized? no,Children's control position,,
316,COH_RISI_10_Part22,School: Harmony HillIncident Description,Date of Incident: 4/24/17,Time restraint ended:,Seclusion utilized? yes,Time seclusion began: 1:42,Time seclusion ended: 1:53,Children's control position,,
317,COH_RISI_10_Part23,School: Harmony HillIncident Description,Date of Incident: 4/25/17,Time restraint began: 9:41,Time restraint ended: 9:48,Time seclusion ended:,Transport utilized? no,X,,
318,COH_RISI_10_Part24,School: Harmony HillIncident Description,Date of Incident: 5/2/17,Time restraint began: 9:25,Time restraint ended: 9:28,Time seclusion ended:,Transport utilized? no,Children's control position,,
319,COH_RISI_10_Part25,School: Harmony HillIncident Description,Date of Incident: 5/4/17,Time restraint began: 9:23,Time restraint ended: 9:24,Time seclusion began: 9:24,Time seclusion ended: 9:44,Children's control position,,
320,COH_RISI_10_Part26,School: Harmony HillIncident Description,Date of Incident: 5/8/17,Time restraint ended:,Seclusion utilized? yes,Time seclusion began: 10:58,Time seclusion ended: 11:14,Children's control position,,
321,COH_RISI_10_Part27,School: Harmony HillIncident Description,Date of Incident: 5/8/17,Time restraint ended:,Seclusion utilized? No,Time seclusion began: 8:59,Time seclusion ended: 9:10,Children's control position,,
322,COH_RISI_10_Part28,School: Harmony HillIncident Description,Date of Incident: 5/11/17,Time restraint ended:,Seclusion utilized? No,Time seclusion began: 8:59,Time seclusion ended: 9:10,Children's control position,,
323,COH_RISI_10_Part29,School: Harmony HillIncident Description,Date of Incident: 5/22/17,Time restraint ended:,Seclusion utilized? Yes,Time seclusion began: 10:13,Time seclusion ended: 10:30,Children's control position,,
324,COH_RISI_10_Part3,School: Harmony HillIncident Description,Date of Incident: 2/8/17,Time restraint began: 1:00,Time restraint ended: 1:08,Time seclusion ended:,Transport utilized?,X Children's control position,,
325,COH_RISI_10_Part30,School: Harmony HillIncident Description,Date of Incident: 5/22/17,Time restraint began: 12:02,Time restraint ended: 12:07,Time seclusion ended:,Transport utilized?,Children's control position,,
326,COH_RISI_10_Part31,School: Harmony HillIncident Description,Date of Incident: 5/22/17,Time restraint ended:,Seclusion utilized? Yes,Time seclusion began: 1:53,Transport utilized?,Children's control position,,
327,COH_RISI_10_Part32,School: Harmony HillIncident Description,Date of Incident: 5/23/17,Time restraint began: 10:42,Time restraint ended: 10:46,Time seclusion ended:,Transport utilized?,X Children's control position,,
328,COH_RISI_10_Part33,School: Harmony HillIncident Description,Date of Incident: 5/15/17,Time restraint ended:,Seclusion utilized? Yes,Time seclusion began: 10:44,Time seclusion ended: 11:01,Children's control position,,
329,COH_RISI_10_Part34,School: Harmony HillIncident Description,Date of Incident: 5/15/17,Time restraint ended:,Seclusion utilized? Yes,Time seclusion began: 12:03,Time seclusion ended: 12:18,Children's control position,,
330,COH_RISI_10_Part35,School: Harmony HillIncident Description,Date of Incident: 5/15/17,Time restraint ended:,Seclusion utilized? Yes,Time seclusion began: 10:19,Time seclusion ended: 10:36,Children's control position,,
331,COH_RISI_10_Part36,School: Harmony HillIncident Description,Date of Incident: 6/6/17,Time restraint ended:,Seclusion utilized? Yes,Time seclusion began: 9:22,Time seclusion ended: 9:41,Children's control position,,
332,COH_RISI_10_Part4,School: Harmony HillIncident Description,Date of Incident: 2/14/17,Time restraint began: 9:55,Time restraint ended: 10:00,Time seclusion began: 10:00,Time seclusion ended: 10:04,Children's control position,,
333,COH_RISI_10_Part5,School: Harmony HillIncident Description,Date of Incident: 2/16/17,Time restraint began: 1:15,Time restraint ended: 1:19,Time seclusion ended:,Transport utilized?,x Children's control position,,
334,COH_RISI_10_Part6,School: Harmony HillIncident Description,Date of Incident: 2/16/17,Time restraint began: 1:38,Time restraint ended: 1:43,Time seclusion began: 1:44,Time seclusion ended: 2:01,Children's control position,,
335,COH_RISI_10_Part7,School: Harmony HillIncident Description,Date of Incident: 2/28/17,Time restraint ended:,Seclusion utilized? yes,Time seclusion began: 10:26,Time seclusion ended: 10:45,Children's control position,,
336,COH_RISI_10_Part8,School: Harmony HillIncident Description,Date of Incident: 3/1/17,Time restraint ended:,Seclusion utilized? yes,Time seclusion began: 10:37,Time seclusion ended: 10:54,Children's control position,,
337,COH_RISI_10_Part9,School: Harmony HillIncident Description,Date of Incident: 3/7/17,Time restraint began: 9:40,Time restraint ended: 9:45,Time seclusion ended:,Transport utilized? no,Children's control position,,
338,COH_RISI_11_Part1,School: Harmony HillIncident Description,Date of Incident: 6/19/17,Time restraint ended:,Seclusion utilized? Yes,Time seclusion began: 1:42,Time seclusion ended: 2:00,Children's control position,,
339,COH_RISI_11_Part10,School: Harmony HillIncident Description,Date of Incident: 9/28/16,Time restraint ended:,Seclusion utilized? yes,Time seclusion began: 10:35,Time seclusion ended: 10:45,Children's control position,,
340,COH_RISI_11_Part11,School: Harmony HillIncident Description,Date of Incident: 9/29/16,Time restraint ended:,Seclusion utilized? yes,Time seclusion began: 11:03,Time seclusion ended: 11:15,Children's control position,,
341,COH_RISI_11_Part12,School: Harmony HillIncident Description,Date of Incident: 10/4/16,Time restraint ended:,Seclusion utilized? yes,Time seclusion began: 10:45,Time seclusion ended: 10:57,Children's control position,,
342,COH_RISI_11_Part13,School: Harmony HillIncident Description,Date of Incident: 10/4/16,Time restraint ended:,----,Time seclusion began: 1:17,Time seclusion ended: 1:30,,,
343,COH_RISI_11_Part14,School: Harmony HillIncident Description,Date of Incident: 10/5/16,---,Seclusion utilized? yes,Time seclusion began: 9:40,Time seclusion ended: 9:55,Children's control position,,
344,COH_RISI_11_Part15,School: Harmony HillIncident Description,Date of Incident: 10/5/16,Time restraint ended: ----,Seclusion utilized? yes,Time seclusion began: 2:42,Time seclusion ended: 3:15,Children's control position,,
345,COH_RISI_11_Part16,School: Harmony HillIncident Description,Date of Incident: 10/11/16,Time restraint ended:,Seclusion utilized? yes,Time seclusion began: 12:28,Time seclusion ended: 1:00,Children's control position,,
346,COH_RISI_11_Part17,School: Harmony HillIncident Description,Date of Incident: 10/11/16,Time restraint ended:,Seclusion utilized? yes,Time seclusion began: 1:12,Time seclusion ended: 1:22,Children's control position,,
347,COH_RISI_11_Part18,School: Harmony HillIncident Description,Date of Incident: 10/11/16,Time restraint ended:,Seclusion utilized? yes,Time seclusion began: 11:02,Time seclusion ended: 11:15,Children's control position,,
348,COH_RISI_11_Part19,School: Harmony HillIncident Description,Date of Incident: 10/11/16,Time restraint ended:,Seclusion utilized? yes,Time seclusion began: 11:40,Time seclusion ended: 12:27,Children's control position,,
349,COH_RISI_11_Part2,School: Harmony HillIncident Description,Date of Incident: 6/19/17,Time restraint ended:,Seclusion utilized? Yes,Time seclusion began: 1:42,Time seclusion ended: 2:00,Children's control position,,
350,COH_RISI_11_Part20,School: Harmony HillIncident Description,Date of Incident: 10/11/16,Time restraint began: 10:40,Time restraint ended: 11:00,Time seclusion ended:,Transport utilized? no,Children's control position,,
351,COH_RISI_11_Part21,School: Harmony HillIncident Description,Date of Incident: 10/11/16,Time restraint ended:,Seclusion utilized? yes,Time seclusion began: 9:02,Time seclusion ended: 9:20,Children's control position,,
352,COH_RISI_11_Part22,School: Harmony HillIncident Description,Date of Incident: 10/11/16,Time restraint ended:,Seclusion utilized? yes,Time seclusion began: 9:55,Time seclusion ended: 10:10,Children's control position,,
353,COH_RISI_11_Part23,School: Harmony HillIncident Description,Date of Incident: 10/17/16,Time restraint ended:,Seclusion utilized? yes,Time seclusion began: 1:45,Time seclusion ended: 1:56,Children's control position,,
354,COH_RISI_11_Part24,School: Harmony HillIncident Description,Date of Incident: 10/17/16,Time restraint ended:,Seclusion utilized? yes,Time seclusion began: 1:00,Time seclusion ended: 1:19,Children's control position,,
355,COH_RISI_11_Part25,School: Harmony HillIncident Description,Date of Incident: 10/17/16,Time restraint ended:,Seclusion utilized? yes,Time seclusion began: 2:12,Time seclusion ended: 2:30,Children's control position,,
356,COH_RISI_11_Part26,School: Harmony HillIncident Description,Date of Incident: 10/19/16,Time restraint ended:,Seclusion utilized? yes,Time seclusion began: 2:10,Time seclusion ended: 2:25,Children's control position,,
357,COH_RISI_11_Part27,School: Harmony HillIncident Description,Date of Incident: 10/19/16,Time restraint ended:,Seclusion utilized? yes,Time seclusion began: 11:50,Time seclusion ended: 12:25,Children's control position,,
358,COH_RISI_11_Part28,School: Harmony HillIncident Description,Date of Incident: 10/19/16,Time restraint began: 8:55,Time restraint ended: 9:00,Time seclusion ended:,Transport utilized? no,Children's control position,,
359,COH_RISI_11_Part29,School: Harmony HillIncident Description,Date of Incident: 10/20/16,Time restraint ended:,Seclusion utilized? yes,Time seclusion began: 2:15,Time seclusion ended: 2:30,Children's control position,,
360,COH_RISI_11_Part3,School: Harmony HillIncident Description,Date of Incident: 9/14/16,Time restraint ended:,yes,-,Transport utilized?,Children's control position,,
361,COH_RISI_11_Part30,School: Harmony HillIncident Description,Date of Incident: 10/20/16,Time restraint ended:,Seclusion utilized? yes,Time seclusion began: 1:06,Time seclusion ended: 1:19,Children's control position,,
362,COH_RISI_11_Part31,School: Harmony HillIncident Description,Date of Incident: 10/20/16,Time restraint ended:,Seclusion utilized? yes,Time seclusion began: 9:05,Time seclusion ended: 9:19,Children's control position,,
363,COH_RISI_11_Part32,School: Harmony HillIncident Description,Date of Incident: 10/25/16,Time restraint ended:,Seclusion utilized? yes,Time seclusion began: 10:52,Time seclusion ended: 10:59,Children's control position,,
364,COH_RISI_11_Part33,School: Harmony HillIncident Description,Date of Incident: 10/25/16,Time restraint ended:,Seclusion utilized? yes,Time seclusion began: 10:15,Time seclusion ended: 10:25,Children's control position,,
365,COH_RISI_11_Part34,School: Harmony HillIncident Description,Date of Incident: 10/25/16,Time restraint ended:,Seclusion utilized? yes,Time seclusion began: 9:35,Time seclusion ended: 10:02,Children's control position,,
366,COH_RISI_11_Part35,School: Harmony HillIncident Description,Date of Incident: 10/26/16,Time restraint ended:,Seclusion utilized? yes,Time seclusion began: 8:39,Time seclusion ended: 8:48,Children's control position,,
367,COH_RISI_11_Part4,School: Harmony HillIncident Description,Date of Incident: 9/16/16,Time restraint began: 11:05,Time restraint ended: 11:05,Time seclusion began: 11:05,Time seclusion ended: 11:20-threaten tead,Children's control position,,
368,COH_RISI_11_Part5,School: Harmony HillIncident Description,Date of Incident: 9/22/16,Time restraint ended:,Seclusion utilized? yes,Time seclusion began: 12:35,Time seclusion ended: 12:43,Children's control position,,
369,COH_RISI_11_Part6,School: Harmony HillIncident Description,Date of Incident: 9/22/16,Time restraint ended:,----,Time seclusion began: 9:40,Time seclusion ended: 9:50,Children's control position,,
370,COH_RISI_11_Part7,School: Harmony HillIncident Description,Date of Incident: 9/27/16,Time restraint began: 2:31,Time restraint ended: 2:36,Time seclusion ended:,Transport utilized?,X,,
371,COH_RISI_11_Part8,School: Harmony HillIncident Description,Date of Incident: 9/28/16,Time restraint ended:,Seclusion utilized? yes,Time seclusion began: 2:17,Time seclusion ended: 2:30,,,
372,COH_RISI_11_Part9,School: Harmony HillIncident Description,Date of Incident: 9/28/16,Time restraint ended:,Seclusion utilized? yes,Time seclusion began: 9:37,Time seclusion ended: 9:50,Children's control position,,
373,COH_RISI_12_Part1,School: Harmony HillIncident Description,Date of Incident: 10/26/16,Time restraint ended:,Seclusion utilized? yes,Time seclusion began: 10:15,Time seclusion ended: 10:35,Children's control position,,
374,COH_RISI_12_Part10,School: Harmony HillIncident Description,Date of Incident: 2/14/17,Time restraint ended:,Seclusion utilized? Yes,Time seclusion began: 11:50,Time seclusion ended: 11:56,Children's control position,,
375,COH_RISI_12_Part11,School: Harmony HillIncident Description,Date of Incident: 2/16/17,Time restraint began: 9;00,Time restraint ended: 9:04,Time seclusion began: 9:04,Time seclusion ended: 9:13,Children's control position,,
376,COH_RISI_12_Part12,School: Harmony HillIncident Description,Date of Incident: 3/8/17,Time restraint ended:,Seclusion utilized? Yes,Time seclusion began: 10:23,Time seclusion ended: 10:28,Children's control position,,
377,COH_RISI_12_Part13,School: Harmony HillIncident Description,Date of Incident: 6/7/17,Time restraint began: 2:10,Time restraint ended: 2:13,Time seclusion began: 2:13,Time seclusion ended: 2:26 (door,X Children's control position,,
378,COH_RISI_12_Part14,School: Harmony HillIncident Description,Date of Incident: 2/14/17,Time restraint began: 12:56,Time restraint ended: 12:59,Time seclusion began: 12:59,Time seclusion ended: 1:12,himself.,,
379,COH_RISI_12_Part15,School: Harmony HillIncident Description,Date of Incident: 3/10/17,Time restraint began: 12:50-12:58,Time restraint ended: 1:47,Time seclusion began: 12:58-1:15,Time seclusion ended:1:57,himself.,,
380,COH_RISI_12_Part16,School: Harmony HillIncident Description,Date of Incident: 3/29/17,Time restraint began: 1:43,Time restraint ended: 1:57,Time seclusion began: 1:38,Time seclusion ended: 1:42,himself.,,
381,COH_RISI_12_Part17,School: Harmony HillIncident Description,Date of Incident: 11/29/16,Time restraint ended:,Seclusion utilized? yes,Time seclusion began: 12:12,Time seclusion ended: 12:31,Children's control position,,
382,COH_RISI_12_Part18,School: Harmony HillIncident Description,Date of Incident: 11/22/16,Time restraint ended:,Seclusion utilized? yes,Time seclusion began: 10:02,Time seclusion ended: 10:13,Children's control position,,
383,COH_RISI_12_Part19,School: Harmony HillIncident Description,Date of Incident: 11/10/16,Time restraint ended:,Seclusion utilized? yes,Time seclusion began: 1:34,Time seclusion ended: 1:44,Children's control position,,
384,COH_RISI_12_Part2,School: Harmony HillIncident Description,Date of Incident: 10/26/16,Time restraint ended:,Seclusion utilized? yes,Time seclusion began: 11:51,Time seclusion ended: 11:56,Children's control position,,
385,COH_RISI_12_Part20,School: Harmony HillIncident Description,Date of Incident: 10/26/16,Time restraint ended:,Seclusion utilized? yes,Time seclusion began: 12:47,Time seclusion ended: 1:11,Children's control position,,
386,COH_RISI_12_Part21,School: Harmony HillIncident Description,Date of Incident: 11/9/16,Time restraint ended:,Seclusion utilized? yes,Time seclusion began: 12:00,Time seclusion ended: 12:10,Children's control position,,
387,COH_RISI_12_Part22,School: Harmony HillIncident Description,Date of Incident: 2/13/17,Time restraint began: 12:41,Time restraint ended: 12:52,Time seclusion ended:,Transport utilized? no,X Children's control position,,
388,COH_RISI_12_Part23,School: Harmony HillIncident Description,Date of Incident: 2/8/17,Time restraint began: 12:55,Time restraint ended: 1:03,Time seclusion ended:,Transport utilized?,X Children's control position,,
389,COH_RISI_12_Part24,School: Harmony HillIncident Description,Date of Incident: 2/8/17,Time restraint began: 10:45,Time restraint ended: 11:02,Time seclusion ended:,Transport utilized?,X Children's control position,,
390,COH_RISI_12_Part25,School: Harmony HillIncident Description,Date of Incident: 2/7/17,Time restraint began: 11:03,Time restraint ended: 11:11,Time seclusion ended:,Transport utilized? no,Children's control position,,
391,COH_RISI_12_Part26,School: Harmony HillIncident Description,Date of Incident: 1/19/17,Time restraint began: 1:13,Time restraint ended: 1:35,Time seclusion ended:,Transport utilized? no,himself.,,
392,COH_RISI_12_Part27,School: Harmony HillIncident Description,Date of Incident: 1/10/17,Time restraint began: 9:50,Time restraint ended: 9:57,Time seclusion began: 9:42,Time seclusion ended: 10:05,himself.,,
393,COH_RISI_12_Part28,School: Harmony HillIncident Description,Date of Incident: 1/10/17,Time restraint began: 1:09,Time restraint ended: 1:23,Time seclusion ended:,Transport utilized? no,choking,,
394,COH_RISI_12_Part29,School: Harmony HillIncident Description,Date of Incident: 1/10/17,Time restraint began: 1:35,Time restraint ended: 1:57,Time seclusion ended:,Transport utilized?,himself.,,
395,COH_RISI_12_Part3,School: Harmony HillIncident Description,Date of Incident: 10/27/16,Time restraint ended:,Seclusion utilized? yes,Time seclusion began: 11:16,Time seclusion ended: 11:21,Children's control position,,
396,COH_RISI_12_Part30,School: Harmony HillIncident Description,Date of Incident: 1/9/17,Time restraint ended:,Seclusion utilized? Yes,Time seclusion began: 11:22,Time seclusion ended: 11:42 (tried,Children's control position seated with support on legs,,
397,COH_RISI_12_Part31,School: Harmony HillIncident Description,Date of Incident: 1/3/17,Time restraint began: 11:30,Time restraint ended: 11:42,Time seclusion ended:,Transport utilized?,himself.,,
398,COH_RISI_12_Part32,School: Harmony HillIncident Description,Date of Incident: 1/3/17,Time restraint began: 2:00,Time restraint ended: 2:07,Time seclusion ended:,Transport utilized? no,himself.,,
