,0,1,2,3,4,5,6
5249,2019-2020,1/8/20 12:30 PM Student was physically aggressive towards staff.,Intervention: Time Out (minutes),,,,
5250,,Student was physically and verbally aggressive towards staff and,,,,,
5251,2019-2020,students.1/21/20 2:06 PM,Intervention: Time Out (minutes),,,,
5252,2019-2020,1/22/20 10:20 AM Student was physically aggressive towards staff.,Intervention: Time Out (minutes),,,,
5253,2019-2020,2/14/20 9:46 AM Student was physically aggressive towards staff.,Intervention: Time Out (minutes),,,,
5254,,Annoyed by noises another peer was making. Smashed graham,,,,,
5255,,,PHYSICAL INTERVENTION AND TIMEOUT USED.,,,,
5256,,,was being extremely disrespectful to staff and was asked to,,,,
5257,,,leave class and follow the disrup(cid:415)on plan.,,,,
5258,,,did not follow direc(cid:415)ons and barricaded himself in m204 twice.,,,,
5259,,,Support staff escorted  to timeout and used physical,,,,
5260,,,intervention while in the timeout room.  Timeout utilized for 20,,,,
5261,,,minutes Supine physical interven(cid:415)on for ~10 minutes.,,,,
5262,,,contacted both of 's parents informing them of,,,,
5263,,,what happened in school.,,,,
5264,,,was allowed to process and continue with his day in the PAS,,,,
5265,,,room.,,,,
5266,2020-2021,11/24/20 11:00 AM,,Intervention: Physical Intervention (minutes),,,
5267,,,PHYSICAL INTERVENTION AND TIMEOUT USED.,,,,
5268,,,was being extremely disrespectful to staff and was asked to,,,,
5269,,,leave class and follow the disrup(cid:415)on plan.,,,,
5270,,,Rickey did not follow direc(cid:415)ons and barricaded himself in m204 twice.,,,,
5271,,,Support staff escorted  to timeout and used physical,,,,
5272,,,intervention while in the timeout room.  Timeout utilized for 20,,,,
5273,,,minutes Supine physical interven(cid:415)on for ~10 minutes.,,,,
5274,,,contacted both of 's parents informing them of,,,,
5275,,,what happened in school.,,,,
5276,,,was allowed to process and continue with his day in the PAS,,,,
5277,,,room.,,,,
5278,2020-2021,11/24/20 11:00 AM,,Intervention: Time Out (minutes),,,
5279,,,wanted to go to his PT but didn't want to do his work to earn,,,,
5280,,,his way out of the calming room and started hitting support staff and,,,,
5281,2020-2021,3/5/21 9:08 AM,was moved to a TO room.,Intervention: Time Out (minutes),,,
5282,,,"was turning off adult computers, when asked to stop he hit",,,,
5283,,,staff then threw books at other staff. Support called and he started,,,,
5284,2020-2021,4/21/21 8:45 AM,"throwing more things, hitting adults, and threatening to kill staff.",Intervention: Time Out (minutes),,,
5285,,,Student eloped from the classroom when asked to do his diagnostic,,,,
5286,,,test. Mr. Schmidt followed him down the hall and found him running,,,,
5287,,,up to the Spanish hallway. There he was kicking and hitting,,,,
5288,,,"When  arrived with the work, student became",,,,
5289,,,"more aggressive in the calming room, grabbed  glasses",,,,
5290,,,off her face and grabbed her breast. Student was then in time out and,,,,
5291,2020-2021,6/2/21 8:30 AM,parents were called.,Intervention: Time Out (minutes),,,
5292,,,Another student got into 's face yelling at him and calling him,,,,
5293,,,a snitch.,,,,
5294,,,They both stood and started posturing.,,,,
5295,,,Another student stepped in between before staﬀ could get there.,,,,
5296,,,was unable to calm down and started lashing out at staﬀ.,,,,
5297,,,PHYSICAL INTERVENTION USED,,,,
5298,,,eloped from the classroom and would not follow the,,,,
5299,,,disruption plan.  He cursed at staff for not allowing him back in the,,,,
5300,,,"room, pushed them and grabbed them to move.  Support was called",,,,
5301,,,and he was given the expectation that he would be out of the,,,,
5302,,,classroom for the remainder of the day for putting his hands on staff.,,,,
5303,,,He then became extremely upset and left campus.  Support used a,,,,
5304,2020-2021,2/26/21 12:20 PM,standing hold on  for a few minutes and let him go.,Intervention: Physical Intervention (minutes),,,
5305,,,*****PHYSICAL INTERVENTION AND TIMEOUT USED***********,,,,
5306,,,was finishing a disruption plan for math class and was not,,,,
5307,,,"ready to return to class, because he was still swearing at staff.  He",,,,
5308,,,stayed out of the room for science and was ready to return to class.  I,,,,
5309,,,informed about the status of his points and he became agitated again.,,,,
5310,,,"He wanted to get into class, but remained elevated.   talked",,,,
5311,,,to his mom and she informed her that she would be picking him up,,,,
5312,,,from school.  He became upset and went after her.   and I,,,,
5313,,,used a two man standing restraint when he struck both of us.  When,,,,
5314,,,we let him go he went after  and  who escorted him,,,,
5315,,,"to timeout.   remained in timeout, punching staff, and trying",,,,
5316,,,to get out for 20 minutes.  His aunt arrived at school and took him,,,,
5317,2020-2021,5/11/21 11:30 AM,home.,Intervention: Physical Intervention (minutes),,,
5318,,,Student was upset because he couldnt keep up with assignment in,,,,
5319,,,class . After several attempts to redirect student left room and acted,,,,
5320,,,unsafely in the hallway including damaging school property and,,,,
5321,,,refusal to enter into  calming room.. Eventually support staff escorted,,,,
5322,,,student to time out . Time out lasted about 20 minutes and student,,,,
5323,2020-2021,1/21/21 1:10 PM,continued to calm for a time,Intervention: Time Out (minutes),,,
5324,,,Student was worried about finishing a previous assignment during ELA,,,,
5325,,,so the teacher gave a choice of finishing his unfinished work or todays,,,,
5326,,,work. He was also told to ask for help when doing it but refused and,,,,
5327,,,became more frustrated. Eventually he threw a paper in the recycling,,,,
5328,,,box the took it out got a paper cut and began screaming. He was,,,,
5329,,,made to leave the room. Once out of the room he eloped and,,,,
5330,2020-2021,2/10/21 10:30 AM,eventaully taken top a calming room where it took a while to do LSI .,Intervention: Time Out (minutes),,,
5331,,,"was asked to work, he began to yell and hit. Support called,",,,,
5332,,,Behavior specialist and support came. Stephen continued to try to,,,,
5333,,,"stab staff with object, moved desk and throwing obejcts. Escorted to",,,,
5334,,,T.O. to calm.  He stayed in the calming area for the rest of the,,,,
5335,2020-2021,11/20/20 12:30 PM,afternoon and refused to work.,Intervention: Physical Intervention (minutes),,,
5336,,,"refused to do work, became physically agressive (throwing",,,,
5337,,,"objects around room), stabbed staff from behind with a pen and bit",,,,
5338,,,"another staff member.  Support was called.  walked into TO,",,,,
5339,,,calmed and then did work.  in T.O from   to,,,,
5340,2020-2021,11/23/20 10:12 AM,email mom,Intervention: Time Out (minutes),,,
5341,,,refused make up work. Threw objects. Directed to sit Turned,,,,
5342,,,"around, tried to stab staff with a pencil. Kicked at staff. Small child",,,,
5343,,,"wrap with  on legs, support called and  observed.",,,,
5344,2020-2021,11/24/20 1:30 PM,Duration 4 minutes.,Intervention: Physical Intervention (minutes),,,
5345,,,"eloped from PT and attempted to take elevator, hit and",,,,
5346,,,kicked . Small child hold until support arrived.,,,,
5347,,,"Calmed, re-escalated due to climbing stairs, hit and kicked",,,,
5348,2020-2021,1/8/21 7:31 AM,and . Calmed and taken to the nurse,Intervention: Physical Intervention (minutes),,,
5349,,,refused work and direction. Stood up and threw objects from,,,,
5350,,,teacher's desk. Kicked and hit staff. Support called. Escorted to time,,,,
5351,2020-2021,2/9/21 3:02 PM,out.,Intervention: Time Out (minutes),,,
5352,,,got frustrated in Social Studies. He kicked .,,,,
5353,2020-2021,2/22/21 11:02 AM,walked out into the hallway and to TO,Intervention: Time Out (minutes),,,
5354,,,"Disrup(cid:415)ve and screaming, trying to hit staﬀ.",,,,
5355,2020-2021,3/18/21 11:10 AM,Small child hold for safety,Intervention: Physical Intervention (minutes),,,
5356,,,"became unsafein the nurses office, upset due to ""does not",,,,
5357,,,"want to go to school"" He started swearing, support called, hitting,",,,,
5358,2020-2021,5/13/21 8:15 AM,kicking and attempting to scratch. Escorted to the calming room.,Intervention: Time Out (minutes),,,
5359,,,"became unsafe, throwing objects at staff, swearing, hitting,",,,,
5360,,,kicking in the calssroom and the hallway. Staff held him in a small,,,,
5361,,,child till support arrived. He was let out of hold and started to attack,,,,
5362,2020-2021,5/13/21 1:00 PM,staff again. Escorted to TO. Was in TO from,Intervention: Physical Intervention (minutes),,,
5363,,,"Stephen became unsafe, throwing objects at staff, swearing, hitting,",,,,
5364,,,kicking in the calssroom and the hallway. Staff held him in a small,,,,
5365,,,child till support arrived. He was let out of hold and started to attack,,,,
5366,2020-2021,5/13/21 1:00 PM,staff again. Escorted to TO. Was in TO from,Intervention: Time Out (minutes),,,
5367,,,refused to follow direction. Started to hit and kicking staff.,,,,
5368,,,Continuedin hallway. Small child wrap till support and admin arrived.,,,,
5369,,,Continued hysical aggression and tried to attack staff walking in the,,,,
5370,2020-2021,5/14/21 11:10 AM,hallway.  escorted  to T.0,Intervention: Physical Intervention (minutes),,,
5371,,,refused to follow direction. Started to hit and kicking staff.,,,,
5372,,,Continuedin hallway. Small child wrap till support and admin arrived.,,,,
5373,,,Continued hysical aggression and tried to attack staff walking in the,,,,
5374,2020-2021,5/14/21 11:10 AM,hallway.  escorted  to T.0,Intervention: Time Out (minutes),,,
5375,,,"didn't like the Social Studies class.  Yelled at staff to shut up,",,,,
5376,,,"was asked several times to stop. stephen went after staff, hitting",,,,
5377,,,"kicking biting spitting, not wearing mask and pulled mask off staff's",,,,
5378,2020-2021,5/19/21 9:30 AM,face. Support called.  TO from am,Intervention: Time Out (minutes),,,
5379,,,"Hallway to PT, attempted to hit/kick staff, kicking classroom door,",,,,
5380,,,"swearing at staff, support, same behavior. Attempting to bite and",,,,
5381,,,"scratch, guided into TO, calmed, walked out, re-escalated, guided in,",,,,
5382,2020-2021,5/19/21 9:50 AM,"calmed, returned to class",Intervention: Time Out (minutes),,,
5383,,,"Refused to leave during fire drill, was yelling,swearing,hitting,",,,,
5384,,,"hairpulling, kicking and punching staff and support. Went to TO with",,,,
5385,,,support during fire drill.  was unsafe to move with one support,,,,
5386,,,"person. Tried to reset, but continued to be aggressive to staff. Was in",,,,
5387,2020-2021,5/19/21 12:50 PM,TO till 2:00pm,Intervention: Time Out (minutes),,,
5388,,,"Refused to leave during fire drill, was yelling,swearing,hitting,",,,,
5389,,,"hairpulling, kicking and punching staff and support. Went to TO with",,,,
5390,,,support during fire drill.  was unsafe to move with one support,,,,
5391,,,"person. Tried to reset, but continued to be aggressive to staff. Was in",,,,
5392,2020-2021,5/19/21 12:50 PM,TO till 2:00pm,Intervention: Time Out (minutes),,,
5393,,,"was told to start Iready, he yelled at stafff and then started",,,,
5394,,,hitting and biting. Support called.  was escorted to TO.  He,,,,
5395,2020-2021,5/20/21 12:00 PM,pulled his mask off.,Intervention: Time Out (minutes),,,
5396,,,"cam out of TO and attacked staff agaian, hitting, kicking",,,,
5397,2020-2021,5/20/21 12:15 PM,biting. Stayed in TO from,Intervention: Time Out (minutes),,,
5398,,,"Stpehen was unsafe in PT, hitting kicking, attampting to scratch and",,,,
5399,2020-2021,5/25/21 10:20 AM,"bite, swearing. Support called, escorted to  TO.",Intervention: Time Out (minutes),,,
5400,,,became upset with another classmate and ran out of the,,,,
5401,,,room after him. In the hallway he was aggressive to staff so he was,,,,
5402,2020-2021,11/16/20 12:15 PM,,placed in a hold and escorted to a calming room to regain composure.  Intervention: Physical Intervention (minutes),,,
5403,,,became upset with another classmate and ran out of the,,,,
5404,,,room after him. In the hallway he was aggressive to staff so he was,,,,
5405,2020-2021,11/16/20 12:15 PM,placed in a hold and escorted to a calming room to regain composure.  Intervention: Time Out (minutes),,,,
5406,,,"Escort , T/O Room ,",,,,
5407,,,left the classroom and eloped to the playground. He refused to,,,,
5408,,,"wear a mask and refused to reenter the building. When returning, he",,,,
5409,,,became physically aggressive outside of the classroom.  rolled,,,,
5410,,,around on the floor and then continued to be physically aggressive.,,,,
5411,,,Staff utilized an escort to the time out room was in the time out,,,,
5412,,,room from 45. He was still aggressive so he went back in from,,,,
5413,,,. He came out and sat on the floor for a few minutes until he,,,,
5414,,,was ready to put on his shoes and harness. He walked to the bus for,,,,
5415,2020-2021,9/22/20 12:00 PM,dismissal at 2:10.,Intervention: Time Out (minutes),,,
5416,,,was walking to his bus with classroom staff. He ran away from,,,,
5417,,,classroom staff to the playground and began playing. Staff utilized a,,,,
5418,,,small child hold to keep  safe on the equipment. He then walked,,,,
5419,,,to the bus with staff for dismissal.  called 's mom,,,,
5420,2020-2021,9/25/20 2:00 PM,and had her on speaker phone.,Intervention: Physical Intervention (minutes),,,
5421,,,Time out:,,,,
5422,,,Interven(cid:415)on: Small child  Escort/hold,,,,
5423,,,eloped during social studies and had unsafe behavior (running,,,,
5424,,,"through hallways, attempting to get outside). When asked to put on a",,,,
5425,,,"mask, he refused.  then tried to run outside and the time out",,,,
5426,,,room was utilized.  continued to be unsafe in the t/o room. We,,,,
5427,,,tried to transition to the bus and  ran around the school and,,,,
5428,2020-2021,9/28/20 1:15 PM,parking lot.  was escorted to the bus and held until being put on.,Intervention: Physical Intervention (minutes),,,
5429,,,attempted to elope when prompted to sign on his computer for,,,,
5430,,,"iready. He then laid on the floor in the classroom, kicking the door. He",,,,
5431,,,refused to wear a mask. He became unsafe with a computer mouse,,,,
5432,,,"(flipping it around, swinging it at staff). Staff escorted  to the TO",,,,
5433,2020-2021,9/29/20 1:00 PM,room.,Intervention: Time Out (minutes),,,
5434,,,prompted to come to the table for reading. He ran out of the,,,,
5435,,,classroom to the playground. He was running across the parking lot,,,,
5436,,,and being unsafe. Staff utilized an escort back to the building in order,,,,
5437,2020-2021,9/30/20 12:00 PM,to keep  safe. He used the T/O room until showing compliance.,Intervention: Physical Intervention (minutes),,,
5438,,,prompted to come to the table for reading. He ran out of the,,,,
5439,,,classroom to the playground. He was running across the parking lot,,,,
5440,,,and being unsafe. Staff utilized an escort back to the building in order,,,,
5441,2020-2021,9/30/20 12:00 PM,to keep  safe. He used the T/O room until showing compliance.,Intervention: Time Out (minutes),,,
5442,,,was asked to go to the calming room as part of the disruption,,,,
5443,,,plan. He attempted to elope and became unsafe towards staff. Staff,,,,
5444,,,"utilized the T/O room to keep  safe. After 20 minutes, staff",,,,
5445,,,"attempted to bring  back to class, but he continued to be unsafe.",,,,
5446,,,"After 20 more minutes,  completed an LSI and compliance task",,,,
5447,2020-2021,9/30/20 12:30 PM,before transistioning back to class.,Intervention: Time Out (minutes),,,
5448,,,Physical interven(cid:415)on: Escort 1:45,,,,
5449,,,Time out room: 1:40-2:00,,,,
5450,,,"AC eloped outside to playground from 1:20-1:40, escorted to time out",,,,
5451,2020-2021,10/2/20 1:20 PM,room. Dismissed to bus.,Intervention: Physical Intervention (minutes),,,
5452,,,Physical interven(cid:415)on: Escort 1:45,,,,
5453,,,Time out room: 1:40-2:00,,,,
5454,,,"AC eloped outside to playground from 1:20-1:40, escorted to time out",,,,
5455,2020-2021,10/2/20 1:20 PM,room. Dismissed to bus.,Intervention: Time Out (minutes),,,
5456,,,Student was reminded during the Social Skills time that he needed to,,,,
5457,,,make up work before playing games. This upset him and he threw,,,,
5458,,,objects at other students and attempted to elope. Support came and,,,,
5459,,,took student to TO and he went to alternative location to make up his,,,,
5460,,,"work. There were not enough classroom staff to maintain supervision,",,,,
5461,2020-2021,11/17/20 10:55 AM,so  was watched by support staff and a behavior specialist.,Intervention: Time Out (minutes),,,
5462,,,*AT gave 3 prompts to type in work (to be legible) instead of using,,,,
5463,,,"""draw""",,,,
5464,,,*Teacher gave 3 prompts to type and raise hand when completed,,,,
5465,,,"*Tried to throw Laptop, damage desktop, and smartboard",,,,
5466,,,*Put in small child,,,,
5467,,,*Physically aggressive towards peers and staﬀ,,,,
5468,,,*Spit in staﬀ face,,,,
5469,2020-2021,9/17/20 8:50 AM,*Escorted to TO by,Intervention: Physical Intervention (minutes),,,
5470,,,* gave 3 prompts to type in work (to be legible) instead of using,,,,
5471,,,"""draw""",,,,
5472,,,*Teacher gave 3 prompts to type and raise hand when completed,,,,
5473,,,"*Tried to throw Laptop, damage desktop, and smartboard",,,,
5474,,,*Put in small child,,,,
5475,,,*Physically aggressive towards peers and staﬀ,,,,
5476,,,*Spit in staﬀ face,,,,
5477,2020-2021,9/17/20 8:50 AM,*Escorted to TO by,Intervention: Time Out (minutes),,,
5478,,,*AT gave 3 prompts to type in work (to be legible) instead of using,,,,
5479,,,"""draw""",,,,
5480,,,*Teacher gave 3 prompts to type and raise hand when completed,,,,
5481,,,"*Tried to throw Laptop, damage desktop, and smartboard",,,,
5482,,,*Put in small child,,,,
5483,,,*Physically aggressive towards peers and staﬀ,,,,
5484,,,*Spit in staﬀ face,,,,
5485,2020-2021,9/17/20 8:50 AM,*Escorted to TO by,Intervention: Time Out (minutes),,,
5486,,,*Transi(cid:415)on from ELA to ELA AIS,,,,
5487,,,,*Prompted 3x for an adult to help with password for I-Ready,,,
5488,,,,"*Teacher gave ""last warning"" before switching to paper activity and",,,
5489,,,taking the laptop,,,,
5490,,,*,"became upset, tried to throw laptop",,,
5491,,,*Physically aggressive to peers and staﬀ,,,,
5492,,,,"*Flipped Desk, threw peers pencil boxes and hand sani(cid:415)zer",,,
5493,2020-2021,9/17/20 12:30 PM,*Spit on staff (,) during esort to TO,Intervention: Physical Intervention (minutes),,
5494,,,*Transi(cid:415)on from ELA to ELA AIS,,,,
5495,,,,*Prompted 3x for an adult to help with password for I-Ready,,,
5496,,,,"*Teacher gave ""last warning"" before switching to paper activity and",,,
5497,,,taking the laptop,,,,
5498,,,*,"became upset, tried to throw laptop",,,
5499,,,*Physically aggressive to peers and staﬀ,,,,
5500,,,,"*Flipped Desk, threw peers pencil boxes and hand sani(cid:415)zer",,,
5501,2020-2021,9/17/20 12:30 PM,*Spit on staff (,) during esort to TO,Intervention: Time Out (minutes),,
5502,,,,Student was not following classroom directions. Student was deleting,,,
5503,,,,"apps on the classroom lab top. Student was asked to take a break,",,,
5504,,,,"student became aggressive, held the class hostage in the room, by",,,
5505,,,,blocking the classroom door. When the class was able to leave the,,,
5506,,,,"room student was attacking other class mates. Student followed class,",,,
5507,,,,and trying to push staff down towards the stairs to get to the class.,,,
5508,2020-2021,9/30/20 12:40 PM,,student was then escorted to time out due to unsafe behavior.,Intervention: Physical Intervention (minutes),,
5509,,,,Student was not following classroom directions. Student was deleting,,,
5510,,,,"apps on the classroom lab top. Student was asked to take a break,",,,
5511,,,,"student became aggressive, held the class hostage in the room, by",,,
5512,,,,blocking the classroom door. When the class was able to leave the,,,
5513,,,,"room student was attacking other class mates. Student followed class,",,,
5514,,,,and trying to push staff down towards the stairs to get to the class.,,,
5515,2020-2021,9/30/20 12:40 PM,,student was then escorted to time out due to unsafe behavior.,Intervention: Time Out (minutes),,
5516,,,,Student was not following staff instruction. Student grabbed materials,,,
5517,,,,"that were not needed, continued to not follow staff instructions.",,,
5518,,,,"Student became aggressive, CI support was called, student",,,
5519,,,,"threw/slammed laptops , powered water onto lap tops, attempted to",,,
5520,,,,"break smart board. Student kicked, hit staff, threw objects from the",,,
5521,,,,room at staff. Student pulled down their mask and spit 6 different,,,
5522,,,,times at staff. student's glasses were knocked off their head. staff,,,
5523,,,,took glasses to keep safe. Student was escorted by C.I. team to time,,,
5524,2020-2021,10/7/20 1:25 PM,"out area, to calm.",,,Intervention: Physical Intervention (minutes),
5525,,,,Student was not following staff instruction. Student grabbed materials,,,
5526,,,,"that were not needed, continued to not follow staff instructions.",,,
5527,,,,"Student became aggressive, CI support was called, student",,,
5528,,,,"threw/slammed laptops , powered water onto lap tops, attempted to",,,
5529,,,,"break smart board. Student kicked, hit staff, threw objects from the",,,
5530,,,,room at staff. Student pulled down their mask and spit 6 different,,,
5531,,,,times at staff. student's glasses were knocked off their head. staff,,,
5532,,,,took glasses to keep safe. Student was escorted by C.I. team to time,,,
5533,2020-2021,10/7/20 1:25 PM,"out area, to calm.",,,Intervention: Time Out (minutes),
5534,,,,Student did not want to follow classroom instruction. Student became,,,
5535,,,,"rude, and disruptive by hitting the table, and kicking chairs. Student",,,
5536,,,,was asked to take a break outside of the classroom. Student became,,,
5537,,,,"more aggressive, and support was called. Student was ripping the",,,
5538,,,,classroom desk top apart and poured their water bottle on the desk,,,
5539,,,,"top. Student attempted to bite support staff, spit three different",,,
5540,,,,times at support.  Student made their way out of the room into the,,,
5541,,,,time out room. Student was in the time out room from 10:30 - 10:50.,,,
5542,,,,Student remained in the calming area for a cool down period .,,,
5543,,,Classroom teacher,will contact,by e-,,
5544,,,mail.,,,,
5545,2020-2021,10/14/20 10:05 AM,,,,Intervention: Time Out (minutes),
5546,,,s face shield was fitting properly.    became increasingly,,,,
5547,,,agitated b/c of this.  Staff prompted  to talk a walk and assist with,,,,
5548,,,adjusting mask properly.   would not let staff help.  All staff in the,,,,
5549,,,room tried to assist and give her alternative shields.   would not,,,,
5550,,,accept.   spit on peers belongings.  Support was called.   went,,,,
5551,,,under the teacher desk.  She began throwing items and spitting and,,,,
5552,,,hitting staff.   was escorted to TO.  She spit on peers from another,,,,
5553,2020-2021,10/26/20 9:30 AM,classroom who were walking in the hallway.,Intervention: Time Out (minutes),,,
5554,,,Student was given a compliance task to show that the student was,,,,
5555,,,ready to leave the calming area and to enter back to program.,,,,
5556,,,Student did not like the task given. Student left the calming area,,,,
5557,,,"without permission. Student entered the classroom, started throwing",,,,
5558,,,cleaning material out into the 6th grade hallway. Student continued,,,,
5559,,,continued to act unsafe and throwing classroom materials. CI staff,,,,
5560,,,and classroom AT was in the room trying to calm and defuse the,,,,
5561,,,situation. Student punched classroom AT in the right side of the,,,,
5562,,,mouth trying to get past staff. Classroom AT was cornered behind the,,,,
5563,,,table with student and was able to place student in a small child hold,,,,
5564,,,safely until further support staff was able to come to take over.,,,,
5565,,,"Student was let go and continued unsafe behavior, spitting, and",,,,
5566,,,attempting to bite at staff. Support staff  escorted student back to,,,,
5567,2020-2021,10/26/20 11:20 AM,time out area.,Intervention: Physical Intervention (minutes),,,
5568,,,,Student was given a compliance task to show that the student was,,,
5569,,,,ready to leave the calming area and to enter back to program.,,,
5570,,,,Student did not like the task given. Student left the calming area,,,
5571,,,,"without permission. Student entered the classroom, started throwing",,,
5572,,,,cleaning material out into the 6th grade hallway. Student continued,,,
5573,,,,continued to act unsafe and throwing classroom materials. CI staff,,,
5574,,,,and classroom AT was in the room trying to calm and defuse the,,,
5575,,,,situation. Student punched classroom AT in the right side of the,,,
5576,,,,mouth trying to get past staff. Classroom AT was cornered behind the,,,
5577,,,,table with student and was able to place student in a small child hold,,,
5578,,,,safely until further support staff was able to come to take over.,,,
5579,,,,"Student was let go and continued unsafe behavior, spitting, and",,,
5580,,,,attempting to bite at staff. Support staff  escorted student back to,,,
5581,2020-2021,10/26/20 11:20 AM,time out area.,,,Intervention: Time Out (minutes),
5582,,,"1:00 supine restraint, T.O.",. Student lost points in math.,,,
5583,,,,Became unsafe in classroom. Was placed in supine restraint. Was,,,
5584,2020-2021,9/18/20 1:00 PM,escorted to T O.,,,Intervention: Physical Intervention (minutes),
5585,,,"1:00 supine restraint, T.O.",. Student lost points in math.,,,
5586,,,,Became unsafe in classroom. Was placed in supine restraint. Was,,,
5587,2020-2021,9/18/20 1:00 PM,escorted to T O.,,,Intervention: Time Out (minutes),
5588,,,small child at 11:20. Time out used,.,was sitting in,,
5589,,,,the square trying to do work. He got obsessed with some magnets. he,,,
5590,2020-2021,9/22/20 11:20 AM,started kicking and punching staff.,,,Intervention: Physical Intervention (minutes),
5591,,,small child at 11:20. Time out used,.,was sitting in,,
5592,,,,the square trying to do work. He got obsessed with some magnets. he,,,
5593,2020-2021,9/22/20 11:20 AM,started kicking and punching staff.,,,Intervention: Time Out (minutes),
5594,,,"escort at ,T O at",.  Student refused to do work,,,
5595,,,,and wanted to play a game instead.Student refused to leave room.,,,
5596,2020-2021,9/28/20 10:30 AM,Student was escorted to T.O.,,,Intervention: Time Out (minutes),
5597,,,T.O. used from,. Student did not want to participate in,,,
5598,,,,morning meeting. Student pushed chair throughout classroom.,,,
5599,,,,Student was asked to leave. Student became unsafe in hallway and,,,
5600,2020-2021,10/14/20 9:00 AM,was walked to a calming room.,,,Intervention: Time Out (minutes),
5601,,,Student was not able to stay in our room. While in  the hallway he,,,,
5602,,,started kicking our door very hard. He was moved to a T.O.,,,,
5603,,,T.O. from   Physical Intervention 4 person for 5,,,,
5604,,,minutes.,,,,
5605,2020-2021,11/23/20 12:15 PM,,Intervention: Physical Intervention (minutes),,,
5606,,,Student was not able to stay in our room. While in  the hallway he,,,,
5607,,,started kicking our door very hard. He was moved to a T.O.,,,,
5608,,,T.O. from   Physical Intervention 4 person for 5,,,,
5609,,,minutes.,,,,
5610,2020-2021,11/23/20 12:15 PM,,Intervention: Time Out (minutes),,,
5611,,,physical intervention 3 person supine for 3 minutes.  was,,,,
5612,,,escalated in the classroom. He left the room and went into b207.He,,,,
5613,,,continued to escalate and started to kick windows. When asked to,,,,
5614,,,"stop, he ran at staff and started  kicking. He was placed in a small child",,,,
5615,,,"that was moved to a supine due to him escalating, spitting and",,,,
5616,2020-2021,1/6/21 11:20 AM,twisting.,Intervention: Physical Intervention (minutes),,,
5617,,,Time out was used from .  Escort to time out was also used.,,,,
5618,,,"Student was hiding under teachers desk, then started ripping off",,,,
5619,2020-2021,2/4/21 9:40 AM,velcro from shelves. Staff helped him to the hallway then to a T.O.,Intervention: Time Out (minutes),,,
5620,,,T.O. was used from . 3 person supine was also used.,,,,
5621,,,Student was coloring on carpet. Student became physically aggressive.,,,,
5622,2020-2021,2/10/21 1:50 PM,Student was held.,Intervention: Physical Intervention (minutes),,,
5623,,,T.O. was used from . 3 person supine was also used.,,,,
5624,,,Student was coloring on carpet. Student became physically aggressive.,,,,
5625,2020-2021,2/10/21 1:50 PM,Student was held.,Intervention: Time Out (minutes),,,
5626,,,escort was used. T/0 was used from .   Student was upset,,,,
5627,,,because I-pad was taken away. He began  trying to cut things with,,,,
5628,,,scissors. He then hid under the teachers desk and would not come,,,,
5629,2020-2021,3/9/21 11:45 AM,out.,Intervention: Time Out (minutes),,,
5630,,,T.O. used from,for aggression 4 person Supine was also,,,
5631,,,used for,.   was hiding in closet and started unscrewing,,,
5632,,,handles.,and  tried to remove screws from his hands.,,,
5633,,,"started pushing staff, poking and scratching with a screw.He was put",,,,
5634,2020-2021,4/29/21 2:00 PM,in a 4 person supine. Brockler and a nurse responded.,,Intervention: Physical Intervention (minutes),,
5635,,,T.O. used from,for aggression 4 person Supine was also,,,
5636,,,used for,.   was hiding in closet and started unscrewing,,,
5637,,,handles.,and  tried to remove screws from his hands.,,,
5638,,,"started pushing staff, poking and scratching with a screw.He was put",,,,
5639,2020-2021,4/29/21 2:00 PM,in a 4 person supine.,and a nurse responded.,Intervention: Time Out (minutes),,
5640,,,Student and another student were horse playing on the way to the,,,,
5641,,,"bus, student became aggressive when he thought it was no longer",,,,
5642,,,"horse play. Student was showing self harming, kicking, head butting",,,,
5643,,,"the school building, windows, staff. Staff , CI's, administration was",,,,
5644,,,present to support and calm the student. While supporting the,,,,
5645,,,"student  classroom staff,",was kicked in the left ankle by,,,
5646,,,"student. Staff was able to calm the student, and was able to get on",,,,
5647,2020-2021,5/21/21 2:10 PM,the bus safely.,,Intervention: Physical Intervention (minutes),,
5648,,,,returned to class and began bullying staff and students. When,,,
5649,,,asked to leave,refused and began targeting  which instigated a,,,
5650,2020-2021,10/7/20 10:50 AM,fight. During the scuffle,(teacher) was struck.,Intervention: Physical Intervention (minutes),,
5651,,,,returned to class and began bullying staff and students. When,,,
5652,,,asked to leave,refused and began targeting  which instigated a,,,
5653,2020-2021,10/7/20 10:50 AM,fight. During the scuffle,(teacher) was struck.,Intervention: Time Out (minutes),,
5654,,,"Student eloped, threatened staff and began a verbal altercation with",,,,
5655,,,another student. Support was called and when they arrived,,,,
5656,,,"became aggressive with the CI's punching, spitting, and kicking. He",,,,
5657,2020-2021,4/22/21 12:30 PM,was subsequently put into a 3 person supine.,,Intervention: Physical Intervention (minutes),,
5658,,,"Student eloped, threatened staff and began a verbal altercation with",,,,
5659,,,another student. Support was called and when they arrived,,,,
5660,,,"became aggressive with the CI's punching, spitting, and kicking. He",,,,
5661,2020-2021,4/22/21 12:30 PM,was subsequently put into a 3 person supine.,Intervention: Time Out (minutes),,,
5662,,,was noncompliant and asked to leave music class.  made his way,,,,
5663,,,to the 's office and began banging his head against the door. Staff,,,,
5664,,,engaged with him and  then lunged toward a staff member with,,,,
